,text_length,binoculars_score,percentage,perplexity,entropy_rate,rates
gpt_4o112.txt,64198,0.8704662919044495,100,34.3,0.4335881676388362,"[0.671344969480753, 0.6423795070564694, 0.6904159687045289, 0.0, 0.0, 0.0, 0.7151813126473023, 0.6426574725131349, 0.5177362587708435, 0.6124466305840004, 0.0, 0.0, 0.6738528949345877, 0.0, 0.0, 0.5752856260041612, 0.0, 0.6402346817263596, 0.0, 0.6785652564527805, 0.6785017108279743, 0.0, 0.6494020807800845, 0.5984827230732587, 0.0, 0.5724161963327663, 0.5950460104483516, 0.6639134439973089, 0.0, 0.6491512867902722, 0.6427368123571428, 0.0, 0.6610605038554751, 0.7038171231692459, 0.6975093750000813, 0.5443193042686971, 0.6147382107614144, 0.5898503322989525, 0.6338318535416148, 0.6059461018618152, 0.6162912249529039]"
gpt_4o113.txt,153359,0.8712871074676514,100,29.85,0.6009483830992504,"[0.6065513489251781, 0.5081199295816341, 0.5622717227647154, 0.72298832741016, 0.5659289118232951, 0.6609429841368726, 0.5026580658987652, 0.5103317161857808, 0.5394087553746759, 0.5084079971046169, 0.5890515789606605, 0.5129121605940692, 0.7052212066619467, 0.6330644662451497, 0.521988008614813, 0.5887653006765673, 0.0, 0.7554154367145206, 0.581793983510348, 0.5650009838586734, 0.5643998758715714, 0.5643998758715714, 0.5283718283586117, 0.61296293705734, 0.5074154675627226, 0.6842177719189345, 0.7363123877281696, 0.5669443381991801, 0.7864191617706402, 0.5850886120543258, 0.5669937893583804, 0.5289274787049018, 0.5865426812531561, 0.72656768817788, 0.7175847004966288, 0.768291841359782, 0.7094036096098303, 0.6142291367091869, 0.7506269146313548, 0.653590500358682, 0.7387702249739758]"
gpt_4o114.txt,103395,0.9541284441947937,82.79,38.44,0.6550578323014845,"[0.8145497627974899, 0.7968051598081263, 0.8168486529992818, 0.7906152389948929, 0.8059514066509307, 0.0, 0.0, 0.0, 0.0, 0.7893955877213121, 0.9591896044267384, 0.8112292988487471, 0.9598541154995791, 0.7950342389163448, 0.6699977362540553, 0.7867280334016485, 0.7862702036526168, 0.0, 0.8626417603992508, 0.0, 0.8236937442131864, 0.8198677334589856, 0.0, 0.0, 0.8299105516259919, 0.8176896291156448, 0.9938062912768325, 0.7763780134135357, 0.0, 0.8052087998297647, 0.8290811790465976, 0.8527475119206332, 0.8411052876149409, 0.7523043316700446, 1.0220746705120274, 0.7887786960672801, 0.8059978185092965, 0.8968660765435491, 1.012567313101291, 0.8364786798445258, 0.9077039962257305]"
gpt_4o115.txt,153395,0.8833333253860474,100,19.21,0.4948263667701339,"[0.3682570082792299, 0.589800068318864, 0.3668321864658654, 0.6035367886670833, 0.40995781578002705, 0.384884525686088, 0.6766778316474142, 0.36706814657091763, 0.49586743208580636, 0.4305553930862445, 0.60464505643352, 0.37866788474918817, 0.509665079932743, 0.4935076164551966, 0.0, 0.5635738237337171, 0.4892035564418728, 0.4747492165277147, 0.5677249469072014, 0.7014587767195483, 0.37149066690841065, 0.40342086936734156, 0.39046816364349735, 0.3715754494763278, 0.5480769078183656, 0.5508640963743547, 0.37258781302173527, 0.6157805165180938, 0.44078042897019587, 0.4281736502241352, 0.524431003069383, 0.40723159804535536, 0.5674775743254765, 0.5994367486379459, 0.6817808328337788, 0.5255038771642135, 0.6054336549150557, 0.6652052920765359, 0.5675890227977002, 0.5950503737333281, 0.5788893431660134]"
gpt_4o116.txt,75910,0.9157894849777222,99.67,35.22,0.39520388757847436,"[0.6676923502701617, 0.5894984017850147, 0.0, 0.5793058299567883, 0.5228335946558964, 0.5260341054830004, 0.0, 0.0, 0.5790140293391303, 0.5176801300982818, 0.5712147078953577, 0.0, 0.0, 0.0, 0.6689048909131335, 0.0, 0.7103582666646747, 0.5154757337117912, 0.6194506245053597, 0.7550062112660157, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7151194532136272, 0.0, 0.6849247368552266, 0.0, 0.5525002415223369, 0.5564186650503579, 0.6527814128836241, 0.6548828749072472, 0.6693503374776891, 0.7193170001459129, 0.5060223481131276, 0.726665875820017, 0.6386219069453836, 0.6526424359026934, 0.6516432253355973]"
gpt_4o117.txt,155612,0.7978723645210266,99.68,39.29,0.3616429248205986,"[0.0, 0.4574590506919178, 0.0, 0.0, 0.0, 0.5807568474583409, 0.0, 0.5953078905375441, 0.6584609301857319, 0.46130884488915164, 0.5846224933751526, 0.7661526142942969, 0.0, 0.0, 0.5164778880201657, 0.0, 0.611853396092932, 0.0, 0.7686195739902002, 0.0, 0.0, 0.0, 0.5932343201224045, 0.5499136729471251, 0.7212183420633221, 0.0, 0.5840242473519115, 0.0, 0.0, 0.6159156372174347, 0.494027488288547, 0.0, 0.5174529978760318, 0.584985459777413, 0.6948931332459186, 0.46288280423242284, 0.7641568747981571, 0.6001048810584646, 0.6374088549119792, 0.541418212787406, 0.46470346143057106]"
gpt_4o118.txt,152769,0.9282296895980835,83.56,38.13,0.40450726021021105,"[0.788289423914266, 0.0, 0.5560871017564981, 0.0, 0.0, 0.0, 0.6148841086838321, 0.0, 0.7079488425331419, 0.0, 0.5848526638928838, 0.6110452978505256, 0.0, 0.0, 0.0, 0.6043979907545732, 0.5716653870861803, 0.598738815708816, 0.7559789420689331, 0.0, 0.0, 0.0, 0.7256856976256848, 0.6163599363876918, 0.6021809812339848, 0.7883928585351778, 0.6091484008285996, 0.0, 0.7982738147597289, 0.0, 0.0, 0.0, 0.6103671531048424, 0.6595122461713857, 0.7211340397365203, 0.7524935776759324, 0.5954607226437361, 0.5423749250392372, 0.7759110057051288, 0.8216961414312688, 0.5719175934900825]"
gpt_4o119.txt,153908,0.9634703397750854,100,66.67,0.5769905268102952,"[0.574800318688081, 0.8048838897254146, 0.0, 0.0, 0.5683820754385528, 0.6784513907021905, 0.0, 0.627823668150174, 0.6593989831514943, 0.0, 0.5896462360358661, 0.5686715923084634, 0.8539267531899899, 0.877968897214155, 0.0, 0.5780001763256659, 0.5656078922824026, 0.5641498833540515, 0.5664303744001287, 0.6198435000822081, 0.5662958598274779, 0.5908883034419814, 0.6063722661998853, 0.5724778639285175, 0.5663209375171547, 0.6812436471946345, 0.5586542105857678, 0.6366622193536151, 0.6853021241647458, 0.7611291924730688, 0.5694301896032573, 0.5681918437833843, 0.836276964106047, 0.6141687247337096, 0.7751372969076352, 0.8441624148391037, 0.8937263566980159, 0.6237626296203934, 0.6559087282648282, 0.5850369116311517, 0.7674772832988846]"
gpt_4o11_0.9.txt,152825,0.8112244606018066,,0.0,0.3611563415220626,"[0.4276639001049988, 0.0, 0.4488918240157944, 0.44581311931269096, 0.4239305416148763, 0.4426656829932712, 0.4174603950938417, 0.49963162147735, 0.3803663628539178, 0.43817828691955274, 0.4254579629014559, 0.4236736015161357, 0.45315588170869125, 0.44582030932526084, 0.0, 0.5114199508512238, 0.0, 0.0, 0.0, 0.4642386257285148, 0.0, 0.4622684653976123, 0.5014610633984481, 0.4463398857099313, 0.48258310715864183, 0.3803663628539178, 0.0, 0.5409117075029044, 0.41085903296860715, 0.523830613028934, 0.4827764050382515, 0.41248491653776637, 0.0, 0.4680680644039846, 0.4191717152317957, 0.4185136816912429, 0.42508660061665676, 0.4822803160989811, 0.4626704620128192, 0.42759720992481554, 0.4117723264116793]"
gpt_4o11_1.05.txt,93988,0.9009901285171509,,0.0,0.0,
gpt_4o11_1.1.txt,70959,0.9714285731315613,,0.0,1.1721023306081495,"[0.9727310642951187, 1.3354354339145345, 1.3774521999085494, 1.428345612853355, 0.9782294142076681, 1.0538404915162578, 1.4273503741062799, 0.9489863979495599, 0.972767377420597, 0.9726586288910913, 0.9713076583548533, 1.4472499428604613, 0.9717433125112785, 1.4711318852624644, 0.975854523746524, 0.974668788077285, 1.066329565151217, 0.9778175820122498, 1.05167843648378, 1.0655451992143723, 0.9594180894728149, 1.492513178135419, 1.0710103427141968, 1.0784972954939571, 0.9621544686729969, 0.980801705187101, 0.9780504053297726, 0.9691455557325558, 1.167607470789071, 0.9750333834521923, 1.3836363662094167, 0.9751213328379429, 1.256737071048128, 1.429457650710993, 1.4105783187620058, 1.4015063721238536, 1.4906419480471138, 1.449837924321232, 1.3261176084397106, 1.4829379487794547, 1.3742672299367096]"
gpt_4o12.txt,50127,0.8963963985443115,99.75,58.72,0.29351633357412876,"[0.63485062889842, 0.0, 0.0, 0.6656018617722925, 0.0, 0.0, 0.541255017053389, 0.6350024089015904, 0.0, 0.0, 0.0, 0.6316326681464621, 0.0, 0.0, 0.0, 0.6331570478145491, 0.0, 0.0, 0.0, 0.7054180480022125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7474649065079416, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7595965716581604, 0.6247146875403068, 0.693961564080684, 0.6298749205610831, 0.6361223318049305, 0.6313186370362494, 0.6358516908510737, 0.7705156795898832, 0.7117560521997872, 0.7460749541202661]"
gpt_4o120.txt,153616,0.8387096524238586,99.99,38.16,0.49297307249951716,"[0.5608320556796424, 0.5104185643994354, 0.4945992560364899, 0.5529654532406184, 0.4641682002733945, 0.5976298177517869, 0.0, 0.42132170117299117, 0.45734200448625206, 0.5453394738704782, 0.5001509327928191, 0.48964598235843865, 0.48512348439927033, 0.4816588467884772, 0.4906313691719058, 0.4958903218273153, 0.5905138000422427, 0.5107536911581445, 0.5109313222789416, 0.5229640339440296, 0.5364019498025683, 0.5055322790212573, 0.5311119524397945, 0.5002958931872644, 0.4838401934770707, 0.5156505401334408, 0.5241906543267864, 0.5592195588002098, 0.523824197745422, 0.4986398218108854, 0.48433962976933137, 0.4925204957360963, 0.5394480382768866, 0.45047823513143503, 0.5011765990569226, 0.49067158382227766, 0.4980564358228305, 0.48739921868427866, 0.5211925510268897, 0.43335133520424335, 0.4516744975316423]"
gpt_4o121.txt,84533,0.8415841460227966,88.21,28.89,0.3603724390884869,"[0.6862549614516232, 0.6920689130904574, 0.5900978840408209, 0.0, 0.6876662080397506, 0.6336546843724066, 0.0, 0.0, 0.5842178572638551, 0.5151549787518582, 0.30352140655533355, 0.0, 0.0, 0.5988352692960818, 0.0, 0.6190932942066013, 0.6555501711810707, 0.0, 0.2738243906532287, 0.0, 0.2802153286948491, 0.0, 0.0, 0.6546898300532378, 0.0, 0.0, 0.0, 0.0, 0.6170543847371549, 0.0, 0.0, 0.6325352547230257, 0.645315942168767, 0.7120164486798772, 0.598257541493631, 0.6877897182565866, 0.6659420430799748, 0.616492965304308, 0.5625095570309401, 0.5572881582279398, 0.7052228112745798]"
gpt_4o122.txt,153578,0.9519230723381042,92.85,62.59,0.4047602602716736,"[0.0, 0.650833326413306, 0.6701489440285622, 0.0, 0.0, 0.7197886460991634, 0.6988493766520032, 0.0, 0.0, 0.0, 0.8379648866617788, 0.0, 0.6094913710197536, 0.6880686632542832, 0.0, 0.0, 0.8531563727909214, 0.0, 0.7005932811516762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6681408511820596, 0.6970429707314685, 0.6790232499090509, 0.0, 0.8032165629258777, 0.7122004787659002, 0.0, 0.735100731704301, 0.7071660002554335, 0.8148747416761549, 0.6705271375979938, 0.7151119240148891, 0.8235684152966981, 0.7082892894337075, 0.7308324093291831, 0.701181040244453]"
gpt_4o123.txt,151620,0.9174311757087708,100,40.11,0.3804757130961631,"[0.0, 0.7456313844945437, 0.6332336180908661, 0.6512754583300427, 0.0, 0.7280388153482076, 0.0, 0.0, 0.5468663796340382, 0.0, 0.0, 0.0, 0.6205053524200949, 0.0, 0.6223851891961024, 0.0, 0.0, 0.6219827232666694, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6261603161202239, 0.6403340360359511, 0.0, 0.6654646421317025, 0.0, 0.6410056343067358, 0.6224493849197643, 0.6384804979360315, 0.6354395186839111, 0.736800647833653, 0.6189308012263507, 0.6277776578774548, 0.7187024306243545, 0.6463149412059638, 0.6295887683688841, 0.6330903810069869, 0.6746821262660813, 0.6743635316180723]"
