id,Title,Author,Subjects,Median Entropy Rate,Mean Entropy Rate,Estimated Posterior Probability,Source File
1074,The Sea-Wolf,"London, Jack",Arctic regions -- Fiction Sea stories Sealers (Persons) -- Fiction Sealing ships -- Fiction Ship captains -- Fiction,0.7696859090251347,0.8051125830852243,88.8563232421875,Guten_index1074.json
1075,The Strength of the Strong,"London, Jack",Socialism -- Fiction,0.7617471603991581,0.8078384505864025,75.99385070800781,Guten_index1075.json
1076,The Wallet of Kai Lung,"Bramah, Ernest",Fantasy fiction Kai Lung (Fictitious character) -- Fiction,0.7802545462544342,0.7972735372942039,93.06858825683594,Guten_index1076.json
1077,The Mirror of Kong Ho,"Bramah, Ernest",Chinese -- England -- Fiction England -- Fiction Epistolary fiction Humorous stories,0.8049739803568037,0.8744953007773953,93.58320617675781,Guten_index1077.json
1078,The Scouts of the Valley,"Altsheler, Joseph A. (Joseph Alexander)",Chemung River Valley (N.Y. and Pa.) -- Fiction Historical fiction Wyoming Valley (Pa.) -- Fiction,0.7302528458785715,0.7342852508692902,90.20914459228516,Guten_index1078.json
1079,"The life and opinions of Tristram Shandy, gentleman","Sterne, Laurence",Experimental fiction Fetus -- Fiction Fiction -- Authorship -- Fiction Infants -- Fiction Stream of consciousness fiction,0.8924805018539969,0.8899714693456151,93.68965148925781,Guten_index1079.json
108,The Return of Sherlock Holmes,"Doyle, Arthur Conan","Detective and mystery stories, English Holmes, Sherlock (Fictitious character) -- Fiction Private investigators -- England -- Fiction",0.7675620725838281,0.7791655009099707,81.72914123535156,Guten_index108.json
1080,"A Modest Proposal: For preventing the children of poor people in Ireland, from being a burden on their parents or country, and for making them beneficial to the publick","Swift, Jonathan","Ireland -- Politics and government -- 18th century -- Humor Political satire, English Religious satire, English",0.7564438092560372,0.753602223232366,63.861114501953125,Guten_index1080.json
1081,Dead Souls,"Gogol, Nikolai Vasilevich",Humorous stories Russia -- Social life and customs -- 1533-1917 -- Fiction Satire Swindlers and swindling -- Russia -- Fiction,0.8254865518284009,0.8457585354478417,92.96993255615234,Guten_index1081.json
1082,"Voyage of the Paper Canoe: A Geographical Journey of 2500 Miles, from Quebec to the Gulf of Mexico, During the Years 1874-5","Bishop, Nathaniel H. (Nathaniel Holmes)","Atlantic Coast (Canada) -- Description and travel Atlantic Coast (U.S.) -- Description and travel Bishop, Nathaniel H. (Nathaniel Holmes), 1837-1902 -- Travel -- Canada, Eastern Bishop, Nathaniel H. (Nathaniel Holmes), 1837-1902 -- Travel -- United States Canada, Eastern -- Description and travel Canoes and canoeing -- Canada, Eastern -- History -- 19th century Canoes and canoeing -- United States -- History -- 19th century United States -- Description and travel Waterways -- Canada, Eastern -- History -- 19th century Waterways -- United States -- History -- 19th century",0.7652710053589914,0.7799644478393915,91.76860809326172,Guten_index1082.json
1083,The Arrow of Gold: A Story Between Two Notes,"Conrad, Joseph",Adventure stories Illegal arms transfers -- Fiction Marseille (France) -- Fiction Sea stories Young men -- Fiction,0.7492788199423228,0.7914660959827318,82.50749969482422,Guten_index1083.json
1084,Recipes Tried and True,"First Presbyterian Church (Marion, Ohio). Ladies' Aid Society","Cooking, American",0.7010016950482478,0.6966808268904617,88.36427307128906,Guten_index1084.json
1086,A Horse's Tale,"Twain, Mark",Fiction,0.7506588719405567,0.7622481487057576,67.24241638183594,Guten_index1086.json
1088,Rolf in the Woods,"Seton, Ernest Thompson",Camping -- Fiction Indians of North America -- Fiction Scouting (Reconnaissance) -- Fiction Scouts (Reconnaissance) -- Fiction,0.5927989491797573,0.6079903251936069,81.71451568603516,Guten_index1088.json
1089,"Moon-Face, and Other Stories","London, Jack",Short stories United States -- Social life and customs -- 20th century -- Fiction,0.7843368509037747,0.8024217171142681,83.21440887451172,Guten_index1089.json
1092,The Description of Wales,"Giraldus, Cambrensis",Wales -- Description and travel Wales -- Social life and customs,0.8994830981539057,0.971421900313282,94.6004638671875,Guten_index1092.json
1093,The Beast in the Jungle,"James, Henry",Conduct of life -- Fiction Egoism -- Fiction Fate and fatalism -- Fiction Man-woman relationships -- Fiction,0.6844958045898552,0.7035522415329888,88.69117736816406,Guten_index1093.json
1095,The Light of the Western Stars,"Grey, Zane",New Mexico -- Fiction Western stories Women pioneers -- Fiction,0.7509328489232815,0.7410950949798961,88.75537872314453,Guten_index1095.json
1096,The Faith of Men,"London, Jack","Manners and customs -- Fiction Short stories, American",0.8222841632767584,0.8448220519491321,89.58534240722656,Guten_index1096.json
1097,Mrs. Warren's Profession,"Shaw, Bernard",Great Britain -- Social conditions -- 19th century -- Drama Prostitutes -- Great Britain -- Drama Prostitution -- Great Britain -- Drama Working class women -- Great Britain -- Drama,0.7152344970857853,0.7247650068570514,79.18323516845703,Guten_index1097.json
1098,The Turmoil: A Novel,"Tarkington, Booth",Bildungsromans Children of the rich -- Fiction City and town life -- Fiction Domestic fiction Middle West -- Fiction Social classes -- Fiction Young men -- Fiction,0.737722356243865,0.761723386646902,73.50625610351562,Guten_index1098.json
1099,The Riverman,"White, Stewart Edward",Adventure and adventurers -- Fiction Conduct of life -- Fiction Labor movement -- Fiction Loggers -- Fiction Rivers -- Fiction Youth -- Conduct of life -- Fiction,0.7676607992760857,0.8006653449597468,91.81400299072266,Guten_index1099.json
11,Alice's Adventures in Wonderland,"Carroll, Lewis",Alice (Fictitious character from Carroll) -- Juvenile fiction Children's stories Fantasy fiction Imaginary places -- Juvenile fiction,0.5746066183798781,0.5738718657285883,77.95146942138672,Guten_index11.json
110,Tess of the d'Urbervilles: A Pure Woman,"Hardy, Thomas",Children of clergy -- Fiction Children of the rich -- Fiction Didactic fiction Man-woman relationships -- Fiction Pastoral fiction Poor families -- Fiction Rape victims -- Fiction Triangles (Interpersonal relations) -- Fiction Wessex (England) -- Fiction Women household employees -- Fiction Women murderers -- Fiction,0.7847716164316914,0.7924128285853639,86.05438232421875,Guten_index110.json
1100,"King Henry VI, Part 1","Shakespeare, William","Great Britain -- History -- Henry VI, 1422-1461 -- Drama Great Britain -- Kings and rulers -- Drama Henry VI, King of England, 1421-1471 -- Drama Historical drama",0.7863230346361668,0.8244027851784919,75.27567291259766,Guten_index1100.json
1101,"King Henry VI, Part 2","Shakespeare, William","Great Britain -- History -- Henry VI, 1422-1461 -- Drama Great Britain -- Kings and rulers -- Drama Henry VI, King of England, 1421-1471 -- Drama Historical drama",0.4470263447090727,0.3895512416269306,65.04466247558594,Guten_index1101.json
1102,"King Henry VI, Part 3","Shakespeare, William","Great Britain -- History -- Henry VI, 1422-1461 -- Drama Great Britain -- Kings and rulers -- Drama Henry VI, King of England, 1421-1471 -- Drama Historical drama",0.5846637054336897,0.5833473673154368,79.18323516845703,Guten_index1102.json
1103,King Richard III,"Shakespeare, William","Great Britain -- History -- Richard III, 1483-1485 -- Drama Great Britain -- Kings and rulers -- Drama Historical drama Richard III, King of England, 1452-1485 -- Drama Tragedies (Drama)",0.6328857798682238,0.5994442535655294,81.04232788085938,Guten_index1103.json
1104,The Comedy of Errors,"Shakespeare, William",Brothers -- Drama Comedy plays Greece -- Drama Mistaken identity -- Drama Shipwreck victims -- Drama Twins -- Drama,0.7785268747889431,0.7231122247050972,65.95339965820312,Guten_index1104.json
1105,The Sonnets,"Shakespeare, William","English poetry Sonnets, English",0.760964045082351,0.7944193737735197,70.91297149658203,Guten_index1105.json
1106,Titus Andronicus,"Shakespeare, William","Andronicus, Titus (Legendary character) -- Drama Generals -- Drama Goths -- Drama Historical drama Rome -- History -- Germanic invasions, 3rd-6th centuries -- Drama Tragedies (Drama)",0.7602991983291908,0.7643549105369745,80.82168579101562,Guten_index1106.json
1107,The Taming of the Shrew,"Shakespeare, William",Comedy plays Man-woman relationships -- Drama Married people -- Drama Padua (Italy) -- Drama Sex role -- Drama,0.8734649457672148,0.8604568383018043,66.7739486694336,Guten_index1107.json
1108,The Two Gentlemen of Verona,"Shakespeare, William",Comedy plays Exiles -- Drama Triangles (Interpersonal relations) -- Drama Verona (Italy) -- Drama,0.931484103132947,0.9381568702888434,82.50749969482422,Guten_index1108.json
1109,Love's Labour's Lost,"Shakespeare, William",Comedy plays Courts and courtiers -- Drama Navarre (Kingdom) -- Drama Princesses -- Drama,0.516137610130728,0.43835737101908145,67.90241241455078,Guten_index1109.json
111,Freckles,"Stratton-Porter, Gene",Indiana -- Fiction Orphans -- Fiction People with disabilities -- Fiction Swamps -- Fiction,0.7860317985953208,0.80706684464607,77.6148681640625,Guten_index111.json
1110,King John,"Shakespeare, William","Great Britain -- History -- John, 1199-1216 -- Drama John, King of England, 1167-1216 -- Drama",0.772132035648331,0.7668172212437239,67.39893341064453,Guten_index1110.json
1111,King Richard II,"Shakespeare, William","Great Britain -- History -- Richard II, 1377-1399 -- Drama Historical drama Richard II, King of England, 1367-1400 -- Drama Tragedies (Drama)",0.6469462724197311,0.6641494603178658,62.45476531982422,Guten_index1111.json
1112,Romeo and Juliet,"Shakespeare, William",Conflict of generations -- Drama Juliet (Fictitious character) -- Drama Romeo (Fictitious character) -- Drama Vendetta -- Drama Verona (Italy) -- Drama Youth -- Drama,0.7653849585658024,0.7826973561976363,67.94480895996094,Guten_index1112.json
1113,A Midsummer Night's Dream,"Shakespeare, William",Athens (Greece) -- Drama Comedy plays Courtship -- Drama Fairy plays,0.7409371258548582,0.7546188420457984,91.35261535644531,Guten_index1113.json
1114,The Merchant of Venice,"Shakespeare, William",Comedy plays Jews -- Italy -- Drama Moneylenders -- Drama Venice (Italy) -- Drama,0.7457519567567857,0.7422639278742656,66.5763931274414,Guten_index1114.json
1115,"King Henry IV, Part 1","Shakespeare, William","Great Britain -- History -- Henry IV, 1399-1413 -- Drama Henry IV, King of England, 1367-1413 -- Drama Historical drama",0.8224827209359067,0.8441469047528528,66.30500030517578,Guten_index1115.json
1116,The Merry Wives of Windsor,"Shakespeare, William","Comedy plays Falstaff, John, Sir (Fictitious character) -- Drama Married women -- Drama Windsor (Windsor and Maidenhead, England) -- Drama",0.624952095702487,0.6272221214542887,83.33036041259766,Guten_index1116.json
1117,"King Henry IV, Part 2","Shakespeare, William","Great Britain -- History -- Henry IV, 1399-1413 -- Drama Henry IV, King of England, 1367-1413 -- Drama Historical drama",0.8241737417042756,0.8418937445517957,70.0888900756836,Guten_index1117.json
1118,Much Ado about Nothing,"Shakespeare, William",Comedy plays Conspiracies -- Drama Courtship -- Drama Messina (Italy) -- Drama Rejection (Psychology) -- Drama,0.8746823110257802,0.8702949634635723,69.7337875366211,Guten_index1118.json
1119,King Henry V,"Shakespeare, William","Great Britain -- History -- Henry V, 1413-1422 -- Drama Great Britain -- Kings and rulers -- Drama Henry V, King of England, 1387-1422 -- Drama Historical drama",0.8385579753454953,0.8537614226290675,93.46510314941406,Guten_index1119.json
1120,Julius Caesar,"Shakespeare, William","Assassins -- Drama Brutus, Marcus Junius, 85 B.C.?-42 B.C. -- Drama Caesar, Julius -- Assassination -- Drama Conspiracies -- Drama Rome -- History -- Civil War, 43-31 B.C. -- Drama Tragedies (Drama)",0.762752642266703,0.7567341537665353,57.9453239440918,Guten_index1120.json
1121,As You Like It,"Shakespeare, William",Comedy plays Exiles -- Drama Fathers and daughters -- Drama Pastoral drama,1.0875401802520082,1.0683890189901055,93.49604034423828,Guten_index1121.json
1122,Hamlet,"Shakespeare, William",Denmark -- Drama Fathers -- Death -- Drama Hamlet (Legendary character) -- Drama Kings and rulers -- Succession -- Drama Murder victims' families -- Drama Princes -- Drama Revenge -- Drama Tragedies (Drama),0.7241165121309754,0.6720782634793208,86.87226104736328,Guten_index1122.json
1123,Twelfth Night,"Shakespeare, William",Comedy plays Illyria -- Drama Mistaken identity -- Drama Shipwreck survival -- Drama Siblings -- Drama Twins -- Drama,0.7869070992348983,0.8281390316664129,70.93928527832031,Guten_index1123.json
1124,Troilus and Cressida,"Shakespeare, William",Cressida (Fictitious character) -- Drama Tragicomedy Troilus (Legendary character) -- Drama Trojan War -- Drama Troy (Extinct city) -- Drama,0.6024647697184966,0.6231930463976592,80.45842742919922,Guten_index1124.json
1125,All's Well That Ends Well,"Shakespeare, William",Comedy plays Florence (Italy) -- Drama Married women -- Drama Runaway husbands -- Drama,0.8036580974665474,0.8246188039947981,75.28791046142578,Guten_index1125.json
1126,Measure for Measure,"Shakespeare, William",Chastity -- Drama Comedy plays Siblings -- Drama Vienna (Austria) -- Drama,0.7539487443522593,0.8064564991561902,67.556396484375,Guten_index1126.json
1127,Othello,"Shakespeare, William",Interracial marriage -- Drama Jealousy -- Drama Muslims -- Drama Othello (Fictitious character) -- Drama Tragedies (Drama) Venice (Italy) -- Drama,0.7458451362003556,0.8094238871659282,67.65412902832031,Guten_index1127.json
1128,King Lear,"Shakespeare, William","Aging parents -- Drama Britons -- Drama Fathers and daughters -- Drama Inheritance and succession -- Drama Kings and rulers -- Drama Lear, King (Legendary character) -- Drama Tragedies (Drama)",0.7761716544619313,0.8010222459233324,63.032989501953125,Guten_index1128.json
1129,The Tragedy of Macbeth,"Shakespeare, William","Macbeth, King of Scotland, active 11th century -- Drama Regicides -- Drama Scotland -- Kings and rulers -- Drama Tragedies (Drama)",0.9465750384206764,0.9483410505824883,94.25949096679688,Guten_index1129.json
113,The Secret Garden,"Burnett, Frances Hodgson",Gardens -- Juvenile fiction Orphans -- Juvenile fiction People with disabilities -- Juvenile fiction Yorkshire (England) -- Juvenile fiction,0.554427859322612,0.5675870283738883,77.33216857910156,Guten_index113.json
1131,Coriolanus,"Shakespeare, William","Coriolanus, Cnaeus Marcius -- Drama Generals -- Drama Rome -- Drama Tragedies (Drama)",0.7176003253325943,0.726627081560431,60.597747802734375,Guten_index1131.json
1132,Timon of Athens,"Shakespeare, William",Athens (Greece) -- Drama Timon of Athens (Legendary character) -- Drama Tragedies (Drama),0.7974991576237571,0.7815281946362592,63.57396697998047,Guten_index1132.json
1133,Cymbeline,"Shakespeare, William","Britons -- Kings and rulers -- Drama Fathers and daughters -- Drama Great Britain -- History -- Roman period, 55 B.C.-449 A.D. -- Drama Married people -- Drama Tragicomedy",0.6767763585887112,0.6565094038226348,66.5719223022461,Guten_index1133.json
1134,The Winter's Tale,"Shakespeare, William",Castaways -- Drama Fathers and daughters -- Drama Married people -- Drama Sicily (Italy) -- Kings and rulers -- Drama Tragicomedy,0.564033974743851,0.5638045068324088,73.6854476928711,Guten_index1134.json
1135,The Tempest,"Shakespeare, William",Fathers and daughters -- Drama Islands -- Drama Magicians -- Drama Political refugees -- Drama Shipwreck victims -- Drama Spirits -- Drama Tragicomedy,0.851524478216315,0.8397358702142395,71.41191101074219,Guten_index1135.json
1136,King Henry VIII,"Shakespeare, William","Great Britain -- History -- Henry VIII, 1509-1547 -- Drama Great Britain -- Kings and rulers -- Drama Henry, VIII, King of England, 1491-1547 -- Drama Historical drama",0.5851503444624305,0.575880300177571,78.2113037109375,Guten_index1136.json
1137,A Lover's Complaint,"Shakespeare, William",Poetry,0.7806390622295668,0.6648523052523349,53.88778305053711,Guten_index1137.json
1138,The Research Magnificent,"Wells, H. G. (Herbert George)",Conduct of life -- Fiction,0.7691509955796199,0.7824009203530876,91.87466430664062,Guten_index1138.json
1141,Selected Poems of Oscar Wilde,"Wilde, Oscar",Poetry,0.7592358956312487,0.7804185465300381,64.56109619140625,Guten_index1141.json
