id,Title,Author,Subjects,Median Entropy Rate,Mean Entropy Rate,Estimated Posterior Probability,Source File
2555,Under the Redwoods,"Harte, Bret",American fiction -- 19th century California -- Social life and customs -- Fiction San Francisco (Calif.) -- Fiction Short stories,0.8100641538716312,0.8507134236788947,93.44715881347656,Guten_index2555.json
2556,Mr. Jack Hamlin's Mediation,"Harte, Bret",American fiction -- 19th century Short stories Western stories,0.8150799558987663,0.8123837995175273,91.24577331542969,Guten_index2556.json
2557,Old Mother West Wind,"Burgess, Thornton W. (Thornton Waldo)","Animals -- Juvenile fiction Children's stories, American",0.5434539292575404,0.5395010099287694,55.79435348510742,Guten_index2557.json
2558,Poems,"Morris, George Pope",American poetry,0.8419956092668262,0.825735220789747,85.18254852294922,Guten_index2558.json
2559,"The Forsyte Saga, Volume I.: The Man Of Property","Galsworthy, John",Domestic fiction England -- Social life and customs -- 19th century -- Fiction England -- Social life and customs -- 20th century -- Fiction Families -- England -- Fiction Forsyte family (Fictitious characters) -- Fiction Middle class -- England -- Fiction Women -- England -- Fiction,0.7921297211288106,0.8106176997317283,82.11204528808594,Guten_index2559.json
2560,The Three Partners,"Harte, Bret",American fiction -- 19th century California -- Fiction Gold mines and mining -- Fiction Western stories,0.834693746073413,0.8015296569951245,90.65827178955078,Guten_index2560.json
2561,Robert Falconer,"MacDonald, George",Christian fiction Scotland -- Fiction,0.7509814979866495,0.7558806652955486,85.24683380126953,Guten_index2561.json
2562,The Clouds,Aristophanes,Aristophanes -- Translations into English Classical literature Comedy plays Greek drama (Comedy) -- Translations into English Rhetoric -- Study and teaching -- Drama,0.8471631079186852,0.8816325834297171,73.19673919677734,Guten_index2562.json
2563,Memoirs of the Comtesse Du Barry: With Minute Details of Her Entire Career as Favorite of Louis XV,"Lamothe-Langon, Etienne-Léon, baron de","Du Barry, Jeanne Bécu, comtesse, 1743-1793",0.7957903685148473,0.8325931402912258,93.35869598388672,Guten_index2563.json
2564,Wanderings among South Sea Savages and in Borneo and the Philippines,"Walker, H. Wilfrid",Borneo -- Description and travel Ethnology -- Oceania Oceania -- Description and travel Philippines -- Description and travel,0.7567592818704747,0.7669543401141871,89.04729461669922,Guten_index2564.json
2565,The Story of the Glittering Plain: Which Has Been Also Called the Land of Living Men or the Acre of the Undying,"Morris, William","Fantasy fiction, English",0.6956729051955938,0.6632685379284075,56.77460479736328,Guten_index2565.json
2566,How to Fail in Literature: A Lecture,"Lang, Andrew",Authorship -- Humor Literature -- Humor,0.8379696259441863,0.8789576510896322,61.5457878112793,Guten_index2566.json
2567,"A Plea for Captain John Brown: Read to the citizens of Concord, Massachusetts on Sunday evening, October thirtieth, eighteen fifty-nine","Thoreau, Henry David","Brown, John, 1800-1859 Brown, John, 1800-1859 -- Trials, litigation, etc. Government, Resistance to Slavery",0.7838923424228004,0.8266865832325173,70.88142395019531,Guten_index2567.json
2568,Trent's Last Case,"Bentley, E. C. (Edmund Clerihew)","Detective and mystery stories Trent, Philip (Fictitious character) -- Fiction",0.7147377271656918,0.7422405475453124,86.74433898925781,Guten_index2568.json
2569,The Day's Work,"Kipling, Rudyard","Manners and customs -- Fiction Short stories, English",0.7939871687880308,0.8118246211258757,73.09996795654297,Guten_index2569.json
257,Troilus and Criseyde,"Chaucer, Geoffrey",Cressida (Fictitious character) -- Poetry Troilus (Legendary character) -- Poetry Trojan War -- Poetry Troy (Extinct city) -- Poetry,0.5172350738034396,0.49830212094520215,71.89263153076172,Guten_index257.json
2570,Two Men of Sandy Bar: A Drama,"Harte, Bret",American drama -- 19th century California -- Gold discoveries -- Drama California -- History -- 1846-1850 -- Drama,0.8907797679021946,0.8847272800966562,85.41951751708984,Guten_index2570.json
2571,Peace,Aristophanes,"Aristophanes -- Translations into English Comedy plays Greece -- History -- Peloponnesian War, 431-404 B.C. -- Drama Greek drama (Comedy) -- Translations into English Peace treaties -- Drama",0.6929404208354538,0.7518559597993665,64.80169677734375,Guten_index2571.json
2572,On the Decay of the Art of Lying,"Twain, Mark",American essays -- 19th century Truthfulness and falsehood,0.785475300375399,0.7265638468703443,55.536495208740234,Guten_index2572.json
2573,The Caged Lion,"Yonge, Charlotte M. (Charlotte Mary)","James I, King of Scotland, 1394-1437 -- Fiction Scotland -- History -- James I, 1406-1437 -- Fiction",0.7300888852836975,0.7161522183538728,86.389404296875,Guten_index2573.json
2574,On the Frontier,"Harte, Bret",American fiction -- 19th century California -- Social life and customs -- Fiction Western stories,0.7807175190551027,0.8111946332879403,88.17679595947266,Guten_index2574.json
2575,Confessions of an Inquiring Spirit and Some Miscellaneous Pieces,"Coleridge, Samuel Taylor",Bible -- Inspiration,0.8522689553434318,0.8682753235178313,93.5484619140625,Guten_index2575.json
2576,Alps and Sanctuaries of Piedmont and the Canton Ticino,"Butler, Samuel","Butler, Samuel, 1835-1902 -- Travel -- Italy -- Piedmont Butler, Samuel, 1835-1902 -- Travel -- Switzerland -- Ticino Monasteries -- Alps Piedmont (Italy) -- Description and travel Ticino (Switzerland) -- Description and travel",0.8589138785678739,0.879369364101792,88.89269256591797,Guten_index2576.json
2577,The Ancient Regime,"Taine, Hippolyte",France -- Civilization France -- Politics and government France -- Social life and customs,0.8304149276194196,0.8860934498640091,93.66561126708984,Guten_index2577.json
2578,The French Revolution - Volume 1,"Taine, Hippolyte","France -- History -- Revolution, 1789-1799",0.8588521343868203,0.877462255316206,91.00798034667969,Guten_index2578.json
2579,The French Revolution - Volume 2,"Taine, Hippolyte","France -- History -- Revolution, 1789-1799",0.8377193471299934,0.8725375107138158,90.76699829101562,Guten_index2579.json
258,Poems by Adam Lindsay Gordon,"Gordon, Adam Lindsay","Australia -- Poetry Gordon, Adam Lindsay, 1833-1870",0.9046770482739949,0.9346340504661772,86.2551040649414,Guten_index258.json
2580,The French Revolution - Volume 3,"Taine, Hippolyte","France -- History -- Revolution, 1789-1799",0.835910869526851,0.8577179387501841,93.48350524902344,Guten_index2580.json
2581,"The Modern Regime, Volume 1","Taine, Hippolyte",France -- Civilization France -- Politics and government France -- Social life and customs -- 19th century,0.8556157464366365,0.8971602391370368,93.73992919921875,Guten_index2581.json
2582,"The Modern Regime, Volume 2","Taine, Hippolyte",France -- Civilization France -- Politics and government France -- Social life and customs -- 19th century,0.8150866008669473,0.8184496779440128,93.07964324951172,Guten_index2582.json
2583,"The Value of Zeta(3) to 1,000,000 places",Unknown,Mathematics,0.7857142857142856,0.7337662337662337,52.04423141479492,Guten_index2583.json
2584,The First 1000 Euler Numbers,Unknown,Mathematics,0.306098606142058,0.48046230719560024,50.975563049316406,Guten_index2584.json
2585,The First 1001 Fibonacci Numbers,Unknown,Fibonacci numbers Mathematics,0.306098606142058,0.48046230719560024,50.975563049316406,Guten_index2585.json
2586,The First 498 Bernoulli Numbers,Unknown,Bernoulli numbers Mathematics,0.306098606142058,0.48046230719560024,50.975563049316406,Guten_index2586.json
2587,Life Is a Dream,"Calderón de la Barca, Pedro",Drama,0.7948253032198933,0.7998372377911634,65.07836151123047,Guten_index2587.json
2588,Stories by English Authors: Scotland (Selected by Scribners),Unknown,English literature -- Scottish authors Scottish literature Short stories,0.9923581440138817,0.9584185052343617,93.68155670166016,Guten_index2588.json
2589,The Experiences of a Bandmaster,"Sousa, John Philip","Sousa, John Philip, 1854-1932",0.6478688957233579,0.7387381024797264,57.71449279785156,Guten_index2589.json
259,Ballads of a Cheechako,"Service, Robert W. (Robert William)",Frontier and pioneer life -- Yukon -- Poetry Klondike River Valley (Yukon) -- Gold discoveries -- Poetry,0.8419880877160264,0.8912317531789525,63.96162033081055,Guten_index259.json
2590,Guy Mannering,"Scott, Walter",Astrologers -- Fiction Disinheritance -- Fiction Historical fiction Inheritance and succession -- Fiction Scotland -- Fiction,0.8771195447410822,0.881172888579077,93.3851089477539,Guten_index2590.json
2591,Grimms' Fairy Tales,"Grimm, Jacob, Grimm, Wilhelm",Fairy tales -- Germany,0.5423316830453344,0.5292574550367098,68.74893188476562,Guten_index2591.json
2592,マルチン・ルターの小信仰問答書,"Luther, Martin",Lutheran Church -- Catechisms,,,50.0,Guten_index2592.json
2593,The Life of Stephen A. Douglas,"Gardner, William","Douglas, Stephen A. (Stephen Arnold), 1813-1861",0.686724799822738,0.6895710023626231,87.97911834716797,Guten_index2593.json
2594,"The Forsyte Saga, Volume II.: Indian Summer of a Forsyte; In Chancery","Galsworthy, John",Domestic fiction England -- Social life and customs -- 19th century -- Fiction England -- Social life and customs -- 20th century -- Fiction Families -- England -- Fiction Forsyte family (Fictitious characters) -- Fiction Middle class -- England -- Fiction Women -- England -- Fiction,0.7456355058625045,0.7549073658916489,79.96620178222656,Guten_index2594.json
2595,Ramsey Milholland,"Tarkington, Booth","American fiction -- 20th century Bildungsromans World War, 1914-1918 -- United States -- Fiction Young men -- Fiction",0.7858361742062497,0.7769970183083931,75.81892395019531,Guten_index2595.json
2596,"The Forsyte Saga, Volume III.: Awakening; To Let","Galsworthy, John",Domestic fiction England -- Social life and customs -- 19th century -- Fiction England -- Social life and customs -- 20th century -- Fiction Families -- England -- Fiction Forsyte family (Fictitious characters) -- Fiction Middle class -- England -- Fiction Women -- England -- Fiction,0.6779970401747779,0.7033140389525094,77.20155334472656,Guten_index2596.json
2597,Mrs. Skagg's Husbands and Other Stories,"Harte, Bret",American fiction -- 19th century Short stories Western stories,0.9131915089516387,0.9130264454858317,93.87019348144531,Guten_index2597.json
2598,Urban Sketches,"Harte, Bret",American fiction -- 19th century Short stories,0.8192300355664242,0.8449675350386359,93.41825866699219,Guten_index2598.json
2599,Legends and Tales,"Harte, Bret",American fiction -- 19th century Short stories,0.8305205488424537,0.916465526593036,93.4412841796875,Guten_index2599.json
26,Paradise Lost,"Milton, John",Adam (Biblical figure) -- Poetry Bible. Genesis -- History of Biblical events -- Poetry Eve (Biblical figure) -- Poetry Fall of man -- Poetry,0.7845433427732458,0.8093345510245978,80.37227630615234,Guten_index26.json
260,An Introduction to the Study of Robert Browning's Poetry,"Browning, Robert, Corson, Hiram","Browning, Robert, 1812-1889 Browning, Robert, 1812-1889 -- Bibliography Browning, Robert, 1812-1889 -- Criticism and interpretation",0.9405954799901264,0.9142983441697822,89.1898193359375,Guten_index260.json
2600,War and Peace,"Tolstoy, Leo, graf","Aristocracy (Social class) -- Russia -- Fiction Historical fiction Napoleonic Wars, 1800-1815 -- Campaigns -- Russia -- Fiction Russia -- History -- Alexander I, 1801-1825 -- Fiction War stories",0.7407027458166209,0.746428109901062,85.96598815917969,Guten_index2600.json
2601,"Heartsease; Or, The Brother's Wife","Yonge, Charlotte M. (Charlotte Mary)",England -- Social life and customs -- 19th century -- Fiction English fiction -- 19th century Family -- England -- Fiction Marriage -- Fiction Upper class -- England -- Fiction,0.7549286139731937,0.7788432988527232,69.01264190673828,Guten_index2601.json
2602,Queen Sheba's Ring,"Haggard, H. Rider (Henry Rider)","Adventure stories Africa, North -- Fiction",0.6631458450278193,0.663552633078142,86.38330078125,Guten_index2602.json
2603,Questionable Amusements and Worthy Substitutes,"Judy, J. M.",Amusements -- Religious aspects -- Methodist Church Christian ethics,0.7963542975025628,0.8103779522729284,67.68678283691406,Guten_index2603.json
2604,The Longest Journey,"Forster, E. M. (Edward Morgan)",Autobiographical fiction England -- Fiction Marriage -- Fiction Teachers -- Fiction,0.7970226914628832,0.8017047093142945,74.10002899169922,Guten_index2604.json
2605,Noto: An Unexplored Corner of Japan,"Lowell, Percival",Noto Peninsula (Japan) -- Description and travel,0.7730898459737487,0.8180201317320365,88.43954467773438,Guten_index2605.json
2606,The Pigeon Pie,"Yonge, Charlotte M. (Charlotte Mary)","Children's stories, English -- 19th century Families -- Juvenile fiction Great Britain -- History -- Civil War, 1642-1649 -- Juvenile fiction Roundheads -- Juvenile fiction",0.7290232340052955,0.7304257879193947,66.19019317626953,Guten_index2606.json
2607,"Psmith, Journalist","Wodehouse, P. G. (Pelham Grenville)",Humorous stories,0.7440511768331344,0.8046247309878958,81.7437744140625,Guten_index2607.json
2608,Roundabout Papers,"Thackeray, William Makepeace",English essays -- 19th century Great Britain -- Social life and customs London (England) -- Description and travel,0.8259950868034458,0.8701067780051461,91.90555572509766,Guten_index2608.json
2609,The Vicomte de Bragelonne,"Dumas, Alexandre, Maquet, Auguste","Adventure stories France -- History -- Louis XIV, 1643-1715 -- Fiction Historical fiction",0.8079065078107798,0.8237159732565886,93.30475616455078,Guten_index2609.json
261,A Dome of Many-Coloured Glass,"Lowell, Amy",American poetry,0.7689319470574809,0.7978020780738052,77.0520248413086,Guten_index261.json
2610,Notre-Dame de Paris,"Hugo, Victor","Clergy -- Fiction France -- History -- Louis XI, 1461-1483 -- Fiction Historical fiction Notre-Dame de Paris (Cathedral) -- Fiction Paris (France) -- History -- To 1515 -- Fiction People with disabilities -- Fiction Romances",0.7430999474625256,0.7683576786013405,92.11399841308594,Guten_index2610.json
2611,Confiscation; An Outline,"Greenwood, William",Confiscations United States -- Social conditions -- 1865-1918,0.7766251354278018,0.7609679989582964,66.10662841796875,Guten_index2611.json
2612,"The History of England, from the Accession of James II — Volume 3","Macaulay, Thomas Babington Macaulay, Baron","Great Britain -- History -- James II, 1685-1688 Great Britain -- History -- William and Mary, 1689-1702",0.8652350791777424,0.8880876643086268,93.67354583740234,Guten_index2612.json
2613,"The History of England, from the Accession of James II — Volume 4","Macaulay, Thomas Babington Macaulay, Baron","Great Britain -- History -- James II, 1685-1688 Great Britain -- History -- William and Mary, 1689-1702",0.8352451002739619,0.8496292271386837,93.4412841796875,Guten_index2613.json
2614,"The History of England, from the Accession of James II — Volume 5","Macaulay, Thomas Babington Macaulay, Baron","Great Britain -- History -- James II, 1685-1688 Great Britain -- History -- William and Mary, 1689-1702",0.7671643208401182,0.7946061515046846,91.427978515625,Guten_index2614.json
2615,Discourses on Satire and on Epic Poetry,"Dryden, John",Epic poetry Satire Satire -- History and criticism,0.9370871353585312,0.989548848571072,94.95972442626953,Guten_index2615.json
2616,Memoirs of General William T. Sherman — Volume 1,"Sherman, William T. (William Tecumseh)","Generals -- United States -- Biography Sherman, William T. (William Tecumseh), 1820-1891 United States -- History -- Civil War, 1861-1865 -- Campaigns United States -- History -- Civil War, 1861-1865 -- Personal narratives United States. Army -- Biography",0.7826987427941534,0.7821591464429134,89.76766967773438,Guten_index2616.json
2617,Memoirs of General William T. Sherman — Volume 2,"Sherman, William T. (William Tecumseh)","Generals -- United States -- Biography Sherman, William T. (William Tecumseh), 1820-1891 United States -- History -- Civil War, 1861-1865 -- Campaigns United States -- History -- Civil War, 1861-1865 -- Personal narratives United States. Army -- Biography",0.7735141316667818,0.7605305591319843,89.70540618896484,Guten_index2617.json
2618,A House-Boat on the Styx,"Bangs, John Kendrick",Dead -- Fiction Houseboats -- Fiction Household employees -- Fiction,0.8465705113172028,0.8487758900515874,93.43545532226562,Guten_index2618.json
2619,The Home Book of Verse — Volume 1,"Stevenson, Burton Egbert",American poetry Children's poetry English poetry,0.7592923249372856,0.7524477079550109,69.19977569580078,Guten_index2619.json
262,The Collected Poems of Rupert Brooke,"Brooke, Rupert","Brooke, Rupert, 1887-1915 English poetry Poets, English -- 20th century -- Biography",0.6657399780087717,0.6683119199748122,85.79065704345703,Guten_index262.json
2620,The Home Book of Verse — Volume 2,"Stevenson, Burton Egbert",American poetry Children's poetry English poetry,0.7545341035120052,0.7642377953513831,65.1501235961914,Guten_index2620.json
2621,The Home Book of Verse — Volume 3,"Stevenson, Burton Egbert",American poetry Children's poetry English poetry,0.7270936530593995,0.7551810833429073,63.901268005371094,Guten_index2621.json
2622,The Home Book of Verse — Volume 4,"Stevenson, Burton Egbert",American poetry Children's poetry English poetry,0.9270732068930273,0.9324704556451713,94.07042694091797,Guten_index2622.json
2627,"On the Method of Zadig: Essay #1 from ""Science and Hebrew Tradition""","Huxley, Thomas Henry",Bible and science Evolution Paleontology Science,0.9286376090669062,0.8264934147192451,91.99906158447266,Guten_index2627.json
2628,"The Rise and Progress of Palaeontology: Essay #2 from ""Science and Hebrew Tradition""","Huxley, Thomas Henry",Bible and science Evolution Paleontology Science,0.7637651022453488,0.8339452155242372,80.05835723876953,Guten_index2628.json
2629,"Lectures on Evolution: Essay #3 from ""Science and Hebrew Tradition""","Huxley, Thomas Henry",Bible and science Evolution Paleontology Science,0.7920978660674863,0.8048661220205863,93.13111877441406,Guten_index2629.json
263,"Trees, and Other Poems","Kilmer, Joyce","Poetry, Modern -- 20th century",0.6016219967695962,0.6692339318575986,55.038578033447266,Guten_index263.json
2630,"The Interpreters of Genesis and the Interpreters of Nature: Essay #4 from ""Science and Hebrew Tradition""","Huxley, Thomas Henry",Bible and science Evolution Paleontology Science,0.954932609123619,0.956852542857952,93.04153442382812,Guten_index2630.json
2631,"Mr. Gladstone and Genesis: Essay #5 from ""Science and Hebrew Tradition""","Huxley, Thomas Henry",Bible and science Evolution Paleontology Science,0.9241653859954413,0.9215741268802348,93.95405578613281,Guten_index2631.json
2632,"The Lights of the Church and the Light of Science: Essay #6 from ""Science and Hebrew Tradition""","Huxley, Thomas Henry",Bible and science Evolution Paleontology Science,0.8301546315299106,0.8309880112447046,93.18560791015625,Guten_index2632.json
2633,"Hasisadra's Adventure: Essay #7 from ""Science and Hebrew Tradition""","Huxley, Thomas Henry",Bible and science Evolution Paleontology Science,0.7804453671832897,0.8509744300293922,89.83805847167969,Guten_index2633.json
2634,"The Evolution of Theology: an Anthropological Study: Essay #8 from ""Science and Hebrew Tradition""","Huxley, Thomas Henry",Bible and science Evolution Paleontology Science,0.8580486309653661,0.9026655600328436,93.78425598144531,Guten_index2634.json
2635,Clarence,"Harte, Bret",American fiction -- 19th century California -- Fiction Man-woman relationships -- Fiction Marriage -- Fiction Mines and mineral resources -- Fiction,0.7665052482012078,0.7566390696890336,90.40760803222656,Guten_index2635.json
2636,The Historical Nights' Entertainment: First Series,"Sabatini, Rafael","Europe -- Social life and customs -- Fiction Historical fiction, English",0.7570147363295566,0.7544871439894815,91.34429931640625,Guten_index2636.json
2637,Youth,"Tolstoy, Leo, graf","Autobiographical fiction Russia -- History -- 1801-1917 -- Fiction Russia -- Social life and customs -- 1533-1917 -- Fiction Tolstoy, Leo, graf, 1828-1910 -- Childhood and youth -- Fiction",0.7747071233159526,0.8009863621962843,88.6769790649414,Guten_index2637.json
2638,The Idiot,"Dostoyevsky, Fyodor",Historical fiction Russia -- Social conditions -- 1801-1917 -- Fiction,0.6891698088906382,0.6861249874847049,85.8270263671875,Guten_index2638.json
2639,"Villa Rubein, and Other Stories","Galsworthy, John",English fiction Short stories,0.7374131305538197,0.7831359566877356,83.8276596069336,Guten_index2639.json
264,"Main Street, and Other Poems","Kilmer, Joyce","City and town life -- Poetry Poetry, Modern -- 20th century",0.6750779468486029,0.7527310464477921,58.65312194824219,Guten_index264.json
2640,St. Martin's Summer,"Sabatini, Rafael",France -- Social life and customs -- Fiction Inheritance and succession -- Fiction Nobility -- France -- Fiction,0.8579610565462967,0.8398534127951742,93.39598083496094,Guten_index2640.json
2641,A Room with a View,"Forster, E. M. (Edward Morgan)",British -- Italy -- Fiction England -- Fiction Florence (Italy) -- Fiction Humorous stories Young women -- Fiction,0.8097876072705174,0.8144297407879864,78.23139190673828,Guten_index2641.json
2642,Back Home,"Wood, Eugene",Short stories United States -- Social life and customs -- 19th century -- Fiction,0.8192530178328238,0.8186682040886145,66.75142669677734,Guten_index2642.json
2643,The History of John Bull,"Arbuthnot, John","Great Britain -- Politics and government -- 1702-1714 -- Humor Political satire, English",0.8827330344196864,0.8848339535041894,93.64997863769531,Guten_index2643.json
2644,"Isaac Bickerstaff, Physician and Astrologer","Steele, Richard, Sir",English wit and humor Fictitious characters -- Autobiography,0.8638045203230262,0.8808507510020371,93.23680114746094,Guten_index2644.json
2645,The Second Funeral of Napoleon,"Thackeray, William Makepeace","Napoleon I, Emperor of the French, 1769-1821 -- Death and burial",0.8189842731189347,0.8668085680463775,92.96017456054688,Guten_index2645.json
2646,John Leech's Pictures of Life and Character,"Thackeray, William Makepeace","English wit and humor, Pictorial Great Britain -- Social life and customs -- 19th century -- Caricatures and cartoons Leech, John, 1817-1864",0.7806390622295668,0.8382762088855525,61.816627502441406,Guten_index2646.json
2647,Life and Letters of Lord Macaulay. Volume 1,"Trevelyan, George Otto","Authors, English -- 19th century -- Biography Historians -- Great Britain -- Biography Macaulay, Thomas Babington Macaulay, Baron, 1800-1859 Statesmen -- Great Britain -- Biography",0.8847676550958434,0.9101663823036352,93.67354583740234,Guten_index2647.json
2648,George Cruikshank,"Thackeray, William Makepeace","Caricatures and cartoons -- Great Britain Cruikshank, George, 1792-1878 English wit and humor, Pictorial",0.7823790009753344,0.841969223642067,86.05438232421875,Guten_index2648.json
2649,Captains of the Civil War: A Chronicle of the Blue and the Gray,"Wood, William","United States -- History -- Civil War, 1861-1865 -- Biography United States -- History -- Civil War, 1861-1865 -- Campaigns",0.7789208154222634,0.7842662970129561,76.2455062866211,Guten_index2649.json
265,The Life and Death of Cormac the Skald,Unknown,"Kormákr Ögmundarson, approximately 935-970 -- Romances Sagas -- Translations into English",0.8594836384675768,0.8387385523361939,57.34730911254883,Guten_index265.json
2650,Du côté de chez Swann,"Proust, Marcel",Autobiographical fiction France -- Social life and customs -- 19th century -- Fiction Villages -- France -- Fiction,1.078035307193648,1.071197179404081,94.94422149658203,Guten_index2650.json
2651,"Personal Memoirs of P. H. Sheridan, General, United States Army — Volume 1","Sheridan, Philip Henry","Generals -- United States -- Biography Indians of North America -- Wars -- 1866-1895 Sheridan, Philip Henry, 1831-1888 United States -- History -- Civil War, 1861-1865 -- Campaigns United States -- History -- Civil War, 1861-1865 -- Personal narratives United States. Army -- Biography",0.7810027126048762,0.7715422587702548,92.29193878173828,Guten_index2651.json
2652,"Personal Memoirs of P. H. Sheridan, General, United States Army — Volume 2","Sheridan, Philip Henry","Generals -- United States -- Biography Indians of North America -- Wars -- 1866-1895 Sheridan, Philip Henry, 1831-1888 United States -- History -- Civil War, 1861-1865 -- Campaigns United States -- History -- Civil War, 1861-1865 -- Personal narratives United States. Army -- Biography",0.7687124266338337,0.7764654130854772,90.4279556274414,Guten_index2652.json
2653,The Papers and Writings of Abraham Lincoln — Volume 1: 1832-1843,"Lincoln, Abraham","Lincoln, Abraham, 1809-1865 Lincoln, Abraham, 1809-1865 -- Correspondence United States -- Politics and government -- 1829-1837 United States -- Politics and government -- 1837-1841 United States -- Politics and government -- 1841-1845",0.8371289521897827,0.8188834948210332,93.08522033691406,Guten_index2653.json
2654,The Papers and Writings of Abraham Lincoln — Volume 2: 1843-1858,"Lincoln, Abraham","Lincoln, Abraham, 1809-1865 -- Correspondence United States -- Politics and government -- 1841-1845 United States -- Politics and government -- 1845-1861",0.7533039026451959,0.7545848178860572,91.35261535644531,Guten_index2654.json
2655,The Papers and Writings of Abraham Lincoln — Volume 3: The Lincoln-Douglas Debates,"Lincoln, Abraham","Lincoln-Douglas Debates, Ill., 1858",0.7245834973106298,0.719334652287139,89.48267364501953,Guten_index2655.json
2656,The Papers and Writings of Abraham Lincoln — Volume 4: The Lincoln-Douglas Debates,"Lincoln, Abraham","Lincoln-Douglas Debates, Ill., 1858",0.804299468885936,0.781626551995618,92.95532989501953,Guten_index2656.json
2657,The Papers and Writings of Abraham Lincoln — Volume 5: 1858-1862,"Lincoln, Abraham","Lincoln, Abraham, 1809-1865 -- Correspondence United States -- History -- Civil War, 1861-1865 United States -- Politics and government -- 1857-1861 United States -- Politics and government -- 1861-1865",0.7211381497174676,0.7161270420797406,89.31952667236328,Guten_index2657.json
2658,The Papers and Writings of Abraham Lincoln — Volume 6: 1862-1863,"Lincoln, Abraham","Lincoln, Abraham, 1809-1865 -- Correspondence United States -- History -- Civil War, 1861-1865 United States -- Politics and government -- 1861-1865",0.8400322472859514,0.8620433464084079,89.25059509277344,Guten_index2658.json
2659,The Papers and Writings of Abraham Lincoln — Volume 7: 1863-1865,"Lincoln, Abraham","Lincoln, Abraham, 1809-1865 -- Correspondence United States -- History -- Civil War, 1861-1865 United States -- Politics and government -- 1861-1865",0.9181232513652,0.8729468133503451,93.16709899902344,Guten_index2659.json
266,"Confessio Amantis; Or, Tales of the Seven Deadly Sins","Gower, John","Christian ethics -- Poetry Christian poetry, English (Middle) Courtly love -- Poetry Love poetry, English (Middle)",0.7328227233513922,0.7285769780625732,79.58626556396484,Guten_index266.json
2660,"Early Australian Voyages: Pelsart, Tasman, Dampier","Pinkerton, John","Australia -- Discovery and exploration Dampier, William, 1652-1715 Pelsaert, Francisco, -1630 Tasman, Abel Janszoon, 1603?-1659 Voyages and travels",0.7683009881651068,0.7614640204275059,84.01321411132812,Guten_index2660.json
2661,The Story of a Mine,"Harte, Bret",American fiction -- 19th century Mines and mineral resources -- Fiction,0.8428660346377155,0.8868877333830434,93.66561126708984,Guten_index2661.json
2662,"Under the Greenwood Tree; Or, The Mellstock Quire: A Rural Painting of the Dutch School","Hardy, Thomas",Choirs (Music) -- Fiction Church musicians -- Fiction Courtship -- Fiction Love stories Musical fiction Pastoral fiction Wessex (England) -- Fiction Women teachers -- Fiction,0.7555813282181741,0.7944803369890511,88.4120864868164,Guten_index2662.json
2663,Minna Von Barnhelm,"Lessing, Gotthold Ephraim",Comedy plays German drama -- Translations into English,0.7908406326148777,0.8079366388645792,93.16100311279297,Guten_index2663.json
2664,Zanoni,"Lytton, Edward Bulwer Lytton, Baron",Rosicrucians -- Fiction,0.809820488818032,0.8458048239451956,90.64396667480469,Guten_index2664.json
2665,The Professor at the Breakfast-Table,"Holmes, Oliver Wendell",American fiction -- 19th century Conversation -- Fiction Poetry,0.8333979755601965,0.8497215574582785,85.01939392089844,Guten_index2665.json
267,The Touchstone,"Wharton, Edith",Love-letters -- Fiction Married people -- Fiction Psychological fiction Rejection (Psychology) -- Fiction Triangles (Interpersonal relations) -- Fiction Women novelists -- Fiction,0.7706047037475021,0.7845019709305026,65.73177337646484,Guten_index267.json
2672,The Complete Writings of Charles Dudley Warner — Volume 2,"Warner, Charles Dudley",Europe -- Description and travel,0.7765451645595243,0.8327890030504262,88.04456329345703,Guten_index2672.json
2673,The Complete Writings of Charles Dudley Warner — Volume 3,"Warner, Charles Dudley","Adirondack Mountains (N.Y.) -- Description and travel Biography New England -- Climate Pocahontas, -1617 Smith, John, 1580-1631 Spring",0.8376856977837934,0.8583322632917457,83.46095275878906,Guten_index2673.json
2674,The Complete Writings of Charles Dudley Warner — Volume 4,"Warner, Charles Dudley","Appalachian Region -- Description and travel Autobiographies Boys -- Biography Mexico -- Description and travel North Carolina -- Description and travel Tennessee -- Description and travel Virginia -- Description and travel Warner, Charles Dudley, 1829-1900 -- Travel -- Appalachian Region Warner, Charles Dudley, 1829-1900 -- Travel -- Mexico Warner, Charles Dudley, 1829-1900 -- Travel -- Southern States",0.8072553534220506,0.8338477184729962,88.1104507446289,Guten_index2674.json
2675,Burlesques,"Thackeray, William Makepeace",English literature -- 19th century Fiction,0.9028228591156146,0.919333580178541,93.932373046875,Guten_index2675.json
2676,"The Bell-Ringer of Angel's, and Other Stories","Harte, Bret",American fiction -- 19th century Short stories Western stories,0.8356124275211273,0.8789965572470977,93.6121826171875,Guten_index2676.json
2677,Epistles from Pap: Letters from the man known as 'The Will Rogers of Indiana',"Durham, Andrew Everett","Durham, Andrew Everett, 1882-1954 -- Correspondence Indiana -- Politics and government -- 20th century Legislators -- Indiana -- Correspondence Lobbyists -- Indiana -- Correspondence",,,50.0,Guten_index2677.json
2678,"Poems by Emily Dickinson, Series One","Dickinson, Emily",American poetry,0.8540493345643816,0.9074606810761819,72.67691040039062,Guten_index2678.json
2679,"Poems by Emily Dickinson, Series Two","Dickinson, Emily",American poetry,0.793453677584516,0.8578849212932969,93.37974548339844,Guten_index2679.json
