,text_length,binoculars_score,percentage,perplexity,entropy_rate,rates
gpt_4zero18.txt,151139,0.8838383555412292,,0.0,0.6168375498329034,"[0.6564811233262743, 0.0, 0.6768317292014526, 0.0, 0.6605795318635345, 0.5966901091569607, 0.6564811233262743, 0.0, 0.7047690770149013, 0.7426221872137261, 0.6661237989522236, 0.5662873775454269, 0.9040282304635867, 0.738761615015625, 0.0, 0.7894779424898837, 0.5612127391758266, 0.0, 0.0, 0.6740530650312865, 0.0, 0.9201718364533945, 0.6683501400134452, 0.6588355475738548, 0.7709447926691239, 0.8694723946907795, 0.6418780573525106, 0.8316318595234947, 0.6766579423012786, 0.624494341935444, 0.9395594438505903, 0.6561303306421593, 0.8268019629715193, 0.8964277749009966, 0.6928973256012246, 0.7524427209922832, 0.9135357830160928, 0.8074387257014847, 0.8997499725734797, 0.7926710827852302, 0.8558478578236622]"
gpt_4zero19.txt,152048,0.9132652878761292,89.1,34.89,0.6209635356061947,"[0.6066212533044462, 0.767927385628763, 0.0, 0.5145254758719054, 0.8731862316293205, 0.0, 0.6850908696600002, 0.6984726484907426, 0.5709333958764955, 0.5347033186958492, 0.0, 0.8927405762117387, 0.8272615884348369, 0.7805553509708487, 0.754789046212095, 0.6293841638243504, 0.7766555818386802, 0.5170389215424958, 0.6105148450666975, 0.87254040226558, 0.0, 0.5966264423830273, 0.8362700880019248, 0.522456095883875, 0.6287725176570095, 0.5896221507369742, 0.7684284979038836, 0.0, 0.775717612214619, 0.525950425116271, 0.6349117818441093, 0.5421439196017559, 0.5861455218079008, 0.8361682498120638, 0.7919712981753475, 0.8306723933286958, 0.8382369287130902, 0.7768319240123767, 0.8646531798554552, 0.8446929570103006, 0.7562919202704506]"
gpt_4zero2.txt,150434,0.9308510422706604,91.76,3.62,0.804071635044841,"[1.0714849095371293, 0.717224819164541, 0.7228278486715405, 0.7415976743518014, 0.6994560847191734, 0.8813026619231609, 0.9952995507390711, 0.9787490453594827, 0.7653668885775676, 0.7202921154570932, 0.8126225037885034, 1.0562494651264713, 0.7191459586214864, 0.7684369817678847, 0.7675171900078633, 0.7498446064327766, 0.7621642341327608, 0.741817503745704, 0.0, 0.7718214427154293, 0.9991126236700734, 0.7812367308763416, 1.0648123261707152, 0.7306929860155074, 0.7455719629017561, 0.7432316699568154, 0.7306453185487106, 0.7800843823487411, 0.7565077519364981, 0.7465903121600882, 0.7505931971903375, 0.0, 1.0534905360560334, 0.8463275852126704, 0.9919226223620876, 1.0086690594455785, 1.0658140608315665, 0.9121804267602138, 1.0200381851081997, 0.760171212283642, 1.0360226021634655]"
gpt_4zero20.txt,152965,0.8947368264198303,76.16,39.13,0.7199113501713866,"[0.9865243474739213, 0.0, 0.7122519609909485, 0.830223675962856, 0.0, 0.0, 0.7846630593956488, 1.0348843459273749, 0.8003695777229672, 0.7064549747661852, 0.7621100574562302, 0.7126118763353648, 0.9783200551986622, 0.0, 0.8352213718617665, 0.9842666673601531, 0.8391261832524284, 0.866288002463715, 0.7715568682655755, 0.8933832579423215, 0.7627059667909938, 0.0, 0.7712457263476811, 0.7074607436072646, 0.8517965011393752, 0.9236113087554026, 0.7269314687479527, 0.7134356477234768, 0.0, 0.7459558156877102, 0.7090061277487686, 0.7411299950613955, 0.9680845531451047, 1.0592570587298162, 0.9214598177315956, 0.7803577631132209, 1.0151026101272527, 0.9081919718234638, 0.8351429672762992, 0.9152668722316534, 0.96196615886231]"
gpt_4zero21.txt,151417,0.9141414165496826,90.42,32.36,0.7641554788360149,"[0.0, 0.7729611910552097, 0.7681546869083332, 0.7574038858812311, 0.7782323948102563, 0.7474007010524812, 0.7447964568999319, 0.7502802074645387, 0.8265959643125859, 0.9976499756929529, 0.7550253754523222, 1.05250113634981, 0.9666874060649714, 0.7414189463359396, 0.7577706654082194, 0.7484689773044924, 0.73718184043099, 0.7913620798453846, 0.7483777468512782, 1.0100797103932324, 0.0, 0.7412130355782167, 0.0, 1.0915605323214634, 0.7690916054646868, 0.7641518539026614, 0.7338544269207665, 1.0839290488801334, 0.7168061954830484, 0.745202357408978, 0.7609640480340133, 0.0, 1.0530051440756827, 0.947321743596791, 1.0447503414084989, 0.8818652983191156, 0.7447591926088845, 0.9828454000731318, 1.053493750176447, 1.0379441605463147, 0.7252671489636121]"
gpt_4zero22.txt,150012,0.9038461446762085,100,27.25,0.604888011258497,"[0.6906057591267866, 0.696623266479915, 0.7364290811828659, 0.731084137981803, 0.7362568742346338, 0.7006149563195415, 0.0, 0.0, 0.6856087702900331, 0.7167624054018592, 0.9772274811615049, 0.0, 0.0, 0.0, 0.7175228858790257, 0.9427089521236522, 0.9760424992267466, 0.7264224789779798, 0.7595511153880269, 0.0, 0.8562041518880447, 0.0, 0.0, 0.7123743681455069, 0.7060373682364429, 0.0, 0.737714507346866, 0.860936921462674, 0.7472092523648665, 0.720918441291117, 0.0, 0.9551635864072686, 0.7087618292915189, 0.9868748348793381, 0.9630347804923697, 0.9713802009945024, 0.8581042765831575, 0.8937101663243632, 0.6688525489401035, 0.7300739909887851, 0.9295965721870729]"
gpt_4zero23.txt,111272,0.9217877388000488,84.19,49.6,0.8476462105591915,"[0.7388233975783044, 1.1077311985917815, 0.7327020312936295, 0.8101482355344071, 0.7625785303870459, 0.7696536456805466, 1.1172135332754225, 0.7830769560935358, 0.8475223158879388, 0.9859849343653564, 0.7696745359656183, 0.7587845212994919, 0.0, 0.7275330064872304, 0.7720467106813845, 0.7813537053993305, 0.7813537053993305, 0.809695474366292, 0.877715601581866, 0.7327641498264428, 0.7810856299416805, 0.7759028178288832, 0.753454559786439, 1.0429139526655473, 0.9568649902772809, 1.1759638191496529, 0.7471473507656966, 0.7767734012818321, 0.6921355689139871, 0.8359732315950487, 0.8171268096858764, 0.7879512016105227, 1.086167239032902, 1.144658639481143, 1.0397273707021166, 0.9389267360074811, 0.8609282467461147, 1.0123026707079252, 1.1482323927307356, 0.9147789585764975, 0.7981228557445325]"
gpt_4zero24.txt,153160,0.9108911156654358,73.16,35.4,0.8469069632952487,"[0.7859379258940488, 0.9577046534312569, 0.7671938960537061, 1.0831046416244117, 0.7826977875213125, 1.034958307646401, 0.7862166587574684, 0.7546036038182793, 0.780534265441923, 0.8014656889866821, 0.7650387947482525, 0.793476964534855, 0.7461721697132728, 1.0598276895153382, 0.7573235506653948, 0.7703448586507949, 0.7593352617339716, 0.7824172085567006, 0.7591050514390759, 0.7420085779272851, 0.7828068838736123, 0.762394259460693, 0.7539661602868885, 0.7458812490273938, 0.8610242173990178, 0.7504928177985891, 0.7480283820036674, 0.7653214197209732, 0.755427684403737, 0.986282149032276, 0.9578296323216635, 0.7574489212033434, 1.0252739060378868, 1.0340203203386713, 0.9792129471810997, 0.9156080999956523, 0.7447906007346633, 1.0633596033833457, 0.8234485410528847, 1.0330032471515391, 1.0080968960371623]"
gpt_4zero25.txt,152088,0.934272289276123,79.43,8.88,0.6240667770648951,"[0.6137271175770008, 0.0, 0.647046925731106, 0.6277282759861768, 0.6845575789155341, 0.7380948154533907, 0.6253147649243105, 0.7860127440935584, 1.01798087531377, 0.6590102264999232, 0.0, 0.9809705709582023, 0.0, 0.0, 0.8956342190188081, 0.8559901779590755, 0.0, 0.9590209209340114, 0.6721301266827819, 0.6594903235900771, 0.7059328760806837, 0.0, 0.7052959961095353, 0.6656689394135311, 0.5967919359330854, 0.9469816517162749, 0.6052944619241009, 0.0, 0.6872314092083175, 0.7084110651414477, 0.0, 0.7136944715050009, 0.9863712775978178, 0.9378152166380173, 0.9760319434648467, 0.67584423723516, 0.9671186366455121, 0.8431097210765982, 0.7784003340678255, 0.9128297936703024, 0.75120422859491]"
gpt_4zero26.txt,151496,0.8743718862533569,81.39,44.94,0.7535728731772458,"[0.6883867920670362, 0.6958545159093764, 0.682791372695153, 0.6785760064684894, 0.6803964424254322, 0.7551539773078023, 0.7867961836078191, 0.7787159815515899, 0.6584212390545959, 0.6977035341480691, 0.6834134692027911, 0.754806293767672, 0.8766786727540485, 0.7113227731248174, 0.7312062249350721, 0.9637432414794602, 0.7539041914923518, 0.6435714719515954, 0.6633507162053551, 0.671289279721737, 0.0, 0.9652900790232233, 0.6803174076589277, 0.9785936949233415, 0.6728998680042866, 0.7399475045502927, 0.9630544158142471, 0.7928029672996321, 0.8747129566904673, 0.9145498246253169, 0.0, 0.6581802263168047, 0.8439053816897579, 0.9176217101329114, 0.8902035107326831, 0.9715113920332736, 0.9924566913511017, 0.9486637735948769, 0.7400174145517816, 0.8379926035308185, 0.9576839978730579]"
gpt_4zero27.txt,153628,0.8865979313850403,82.67,39.75,0.7697645002088539,"[0.7020894009297406, 0.9721601990831191, 0.9810541456949466, 0.6672464109656541, 0.0, 0.6775799129578225, 0.6803195770234705, 0.7659197690558198, 0.6690980776651342, 0.6787178043037148, 0.7896977089173339, 0.959840691253501, 0.7712273246380067, 0.8074046046935811, 0.9428054140501602, 0.9688123882545631, 0.7736205517088252, 0.670994106713405, 0.6665673639463241, 0.6804413782354869, 0.664804898481369, 0.6741573786299678, 0.6813000516862304, 0.6489159790186152, 0.6479896622477397, 0.8777531261414963, 0.9769061876471788, 0.7293706983730234, 0.6961998198985733, 0.6692140107899899, 0.7031185516750976, 1.0564258261850505, 0.6809549306084244, 0.840255093837102, 0.788767534915565, 0.9237641175154024, 0.9540467448792728, 0.9388677844055711, 0.7832729600841518, 0.7885882205108073, 1.01007410094178]"
gpt_4zero28.txt,153490,0.9234693646430969,93.57,41.73,0.8274977560880609,"[0.8962680999596935, 0.7961248671159868, 0.9142967363298574, 0.7687883267796525, 0.7939540107466034, 0.8049657653043799, 0.8193738297993387, 0.8181018132783857, 0.811519666802474, 0.8915703227196446, 0.9685072493347815, 0.7680656936686178, 0.7826019902245983, 0.7756383443613915, 0.7972846833757647, 0.8132829285980574, 0.8055529461037215, 0.8802275117118172, 0.8079100448633364, 0.8243872135859134, 0.6859228446607962, 0.7811377632219425, 0.6708833978834643, 0.8186798448855057, 0.6935982187796638, 0.7331524124670963, 0.9897734152134743, 0.8160146950514168, 0.8282126977344975, 0.74537319565872, 0.9077336611562862, 0.8063631143750198, 0.8082678278690598, 0.8905784362636442, 0.8798368507172355, 0.9403547203873857, 0.7516551413825158, 0.8848920154471638, 0.8932738264826903, 0.8836725981648522, 0.97960927714405]"
gpt_4zero29.txt,153269,0.9162303805351257,73.16,42.91,0.7344107824092567,"[0.7674624191077147, 0.765460246603085, 0.0, 0.8002221104623864, 0.7733081844445766, 0.792246955453263, 1.0023310416688154, 0.931273311241588, 0.7761360454293695, 0.7980579478861304, 0.8170703375508884, 0.7714283865163946, 0.7727054083855088, 0.0, 0.0, 0.9665739159113261, 0.8152018818237209, 0.7869963676701776, 0.7819611800463672, 0.7767700067604971, 0.0, 0.0, 0.8778292248704169, 0.7802315615587678, 0.7710891897671003, 0.7745778731923952, 0.8524036685706786, 0.7633949745508147, 0.7812467903693112, 0.7847438363677773, 0.8028651457716766, 0.7965847859010864, 1.013231512673427, 0.8939363196321836, 0.9937721963999885, 0.9554572270940531, 0.9210923389385659, 0.7710063098921341, 0.7770387720347036, 0.8923792409027285, 1.01275536332991]"
gpt_4zero3.txt,150528,0.9739583134651184,75.52,39.39,0.8724571653932984,"[0.7824601548033542, 0.8105924292737182, 0.7690073059722674, 1.0887257006720323, 1.1133133990813169, 0.7313259713518937, 0.6039392197719932, 1.0168762215689389, 0.8313685477128661, 0.7743619242011721, 0.7793596914683946, 0.6209534814461425, 0.7730026716868837, 1.0926977289587154, 0.8044158687542644, 0.7961940944395252, 0.799290238164227, 1.0320679321004624, 0.7749500437477116, 0.795981647517775, 0.8532076549659328, 0.7975827881472509, 0.8195566126136236, 1.0575162756173038, 0.785634376711998, 0.8006070811976173, 0.9328891431949747, 0.8187521767042475, 0.7609087328522153, 0.8306623769326903, 0.7906046611412124, 0.7638804694700866, 1.027990441006819, 1.1364065385860096, 0.9900311621267545, 0.9642603890047295, 1.1157907557805693, 1.0392148554976308, 1.040597417736943, 0.8351132304875948, 0.8186523686553876]"
gpt_4zero30.txt,153767,0.9054054021835327,75.65,43.45,0.7509514565256179,"[1.0929157461016303, 0.743525049389263, 0.7410035524262358, 0.0, 0.0, 0.7386437514260948, 0.7374288651953047, 0.8527010814251776, 0.7391743995241563, 0.7608197578438136, 0.9514958746739969, 0.7562827536893334, 1.0164721998850819, 0.7151512688233395, 0.7674722634028157, 1.0135798043192292, 0.7732775852324587, 0.0, 1.031093721638074, 0.7284160946133276, 0.7647929074293751, 0.7318689046892107, 0.7415513871012064, 0.7575002551092392, 1.1426534433885296, 0.0, 0.7287726420111671, 0.7716724726634518, 1.0723788065488757, 0.7320106643054933, 0.7174510641403928, 0.0, 0.8606265851395957, 0.9812692055192878, 0.9034103687233691, 0.978933458848622, 1.068956787579163, 1.048494792332762, 1.0927681147979864, 0.7386906311848821, 0.7957534564283968]"
gpt_4zero31.txt,120849,0.9241706132888794,73.98,66.51,0.6811399383936727,"[0.6241295843164273, 0.7011248691237939, 0.6376071153782685, 0.6051774577793, 0.6402956309171918, 0.7110730699662725, 0.0, 0.633665204567285, 0.6353193358056652, 0.6490651211388487, 0.6822596772380021, 0.6372268367355667, 0.7540087788344801, 0.6050940307679042, 0.6320124071296124, 0.9140091070859581, 0.6445750754875538, 0.6083157467970091, 0.8655827518715621, 0.7631723428189512, 0.6639002988914025, 0.6148654758510226, 0.6065302215664055, 0.6889188311615125, 0.8662556972748985, 0.7079471494608, 0.9099900298109687, 0.6100432517637155, 0.6257204067359821, 0.9064953795821654, 0.0, 0.6259267192190849, 0.7107590870059304, 0.6991001809805402, 0.831064575153499, 0.8672996765354031, 0.7736688102565478, 0.7087084569268421, 0.8959504962320906, 0.7982946946095707, 0.8715838913625477]"
gpt_4zero32.txt,150701,0.9082125425338745,89.45,48.38,0.8193046729784862,"[0.7280112833932245, 0.7247410179213951, 0.7241906576420153, 0.9099927200701755, 0.7458355320839495, 0.828091978723652, 0.7057405154947524, 1.0160834045129061, 0.9828228454552151, 0.741943555930271, 0.7201400084803624, 0.7749507570519519, 0.9645726318672102, 0.718916541935358, 0.8898540049023277, 0.7133689341247365, 0.7326318150580612, 0.751689367177534, 0.7343169587533358, 0.7121544391267032, 1.0282047835907855, 0.7390399377351468, 0.7309728966177941, 0.7147045755662979, 0.7417978549465594, 0.7089127667166678, 0.7517810243152553, 1.0149615599458357, 0.6996587016516851, 0.7314316240312689, 0.7240000636546242, 0.7037757878554856, 0.9201973848959711, 1.0514342660846006, 0.9455809378489198, 0.7323372299907924, 1.0290340841655388, 0.9736125337388285, 0.8274440268744947, 0.9932522243066424, 1.009308357879594]"
gpt_4zero33.txt,152126,0.9417475461959839,90.72,34.65,0.7269803189513779,"[0.7266718430765176, 0.9570695213274829, 0.7474427648432008, 0.7404351795948145, 0.0, 0.7092742023472974, 0.7662110502119244, 0.9324852565405379, 0.72073673695917, 0.8891896890191104, 0.9162896161092174, 0.767284904267272, 0.7430813487476916, 0.7804440767946702, 0.7605046008287923, 0.8654335357726659, 0.9702118840413795, 0.6394045143015394, 0.0, 0.9389724865513712, 0.6944969284651856, 0.7231609126069753, 0.7032489746029483, 0.8083724297335733, 0.7077917416184496, 0.0, 0.7059970687679101, 0.6971707894642843, 0.738922583742497, 0.715342538254096, 0.0, 0.7540514680280612, 0.9173390121877019, 0.9266777764735472, 0.8343650683895292, 0.9071313055731037, 0.8909797994549841, 0.96471029924102, 0.8433563391166766, 0.7751798727034855, 0.9267549572478061]"
gpt_4zero34.txt,152004,0.9545454382896423,78.9,8.94,0.6532468077811389,"[0.7253178771188221, 0.7546897011385256, 0.0, 0.0, 0.6534941877117969, 0.637778069903186, 0.7239939939324298, 0.8105720834482001, 0.0, 0.7398021460022765, 0.7871663509231387, 0.9652693631438214, 0.9990131637270921, 0.7119005688228172, 0.0, 0.8989303403140264, 0.6408596232074673, 0.7671965601821741, 0.0, 0.9678816878606912, 0.6611001556460233, 0.706309192696663, 0.6725593705409753, 0.6670692144462117, 0.0, 0.7395366998567063, 0.9401873143663824, 0.0, 0.6854540954530751, 0.7254229132745335, 0.6115004158021156, 0.6500845020637956, 0.7838562268799348, 0.8921535921367503, 0.9723405239806137, 0.8579411068321001, 0.7611384139107, 0.9594818334114863, 0.9703027635104351, 0.7673293581349245, 0.9754857086468014]"
gpt_4zero35.txt,150574,0.8594594597816467,82.59,29.79,0.7656158487255003,"[0.7455423829826161, 0.6910339529803717, 0.8153558880168885, 0.657682463455612, 0.6375710533761677, 0.8054013438792081, 0.7198508955379783, 0.6557743582057741, 0.6397976696434806, 0.7851825024530374, 0.7574539389276721, 0.8104574324115166, 0.7802467039422105, 0.9597526094342016, 0.6405049380766111, 0.7852536496069056, 0.652579730917695, 0.6754273157490501, 0.7736953929593071, 0.6529406769069369, 0.6375600768946686, 0.797904725311833, 0.8856330533213941, 0.7667343542321738, 0.9223881225019149, 0.6433443210138325, 0.733764353509345, 0.6439446071716785, 0.6374857232645517, 0.7857880120845819, 0.8747075818857711, 0.7843974393259567, 0.8087995394980323, 0.779324127280199, 0.8560156471069765, 0.8227799960338369, 0.7618926160416832, 0.9350008874838865, 0.8523924736813389, 0.9210693583878096, 0.8978178822508037]"
gpt_4zero36.txt,151540,0.9090909361839294,72.95,39.5,0.7432320938071661,"[0.8990145629380232, 0.0, 0.8483210595688427, 0.6901372674686523, 0.7066579953723767, 0.7221969419185718, 0.6444545766009666, 0.7324877364344556, 1.0593212695575371, 0.6821859447212878, 0.78715658756368, 0.9895081139327259, 0.6805221778757603, 0.6659379751160737, 0.714132374406609, 0.8386663714767058, 0.6995976169776649, 0.0, 0.7250828565417381, 0.6932054039959098, 0.6716182370068857, 1.0660955177200162, 0.6773538430346774, 1.0543078213892676, 0.7056143049040102, 0.7025258948291735, 0.689478152622085, 0.6927419732573266, 0.0, 0.7924591789518364, 0.6906017880437704, 0.6646926094593212, 0.8189898982619649, 0.7774716070760642, 0.9913582414406952, 1.1029110913309255, 0.9568745639118845, 1.0562523333787797, 0.9928295755553066, 0.8774151767813194, 0.7123372046709228]"
gpt_4zero37.txt,151045,0.9095744490623474,96.22,38.84,0.7590278028558697,"[1.0065006186780616, 0.7486532324952571, 0.7800194345427053, 0.761697510985746, 0.7463296460259128, 0.7364754979693547, 0.7551718590446002, 0.8277245299209677, 0.7496042899720038, 0.0, 0.7769283397241017, 0.7291948462034714, 0.9973505743534793, 0.7515744354688839, 0.0, 0.0, 1.0792366520576586, 0.0, 0.7603615185864367, 0.7491644418158698, 0.7337289804671653, 1.0135834819018033, 1.0647018274838056, 0.8503812439243746, 0.7397293611769656, 0.7336798404767668, 0.7569519115887351, 0.7602145574011498, 0.7511332647561791, 0.7580094964217208, 0.8953782730523921, 0.7582825006033166, 1.009983463857859, 0.7911753658878119, 0.9623373687256201, 1.0397134332665756, 1.0277640583619385, 0.7545031040764042, 1.0671610595918568, 0.876137235585167, 0.8196026606385319]"
