,text length,binoculars score,percentage,perplexity,entropy_rate,rates
edwinbrothertoft00wintrich.txt,366471,0.991561174,0,0,1.162845433,"[1.1299608958006322, 1.1582449874709544, 1.1572744686607044, 1.1858994159340817, 1.1279236676544702, 1.183581668740854, 1.188195717225124, 1.1610377143016406, 1.191469326590758, 1.128636345055828, 1.117400001119122, 1.1722904378322943, 1.1550623388908192, 1.1310534885591295, 1.1122985069247995, 1.1309252944234758, 1.1959112618886911, 1.113872624126423, 1.1735155774756791, 1.166738511567858, 1.1343790866705372, 1.1603376075005756, 1.15951403475803, 1.139016658386546, 1.1111077084383945, 1.1572391645833475, 1.1826609432986517, 1.170158049600741, 1.1712400028800827, 1.1916663375821797, 1.1929099574729005, 1.0992624284913792, 1.2079015907068105, 1.18147985657786, 1.1876058585521285, 1.1741906215221831, 1.1884510476695813, 1.1966018414075414, 1.1846589850816203, 1.1972530928400142, 1.2077356287031213]"
electricalengine00apperich.txt,85542,1.015384674,0,0,0.623835573,"[0.6087036677088202, 0.6219543957035828, 0.6021314253924566, 0.6376977827020142, 0.6316963842464465, 0.7010238474108351, 0.6148563901889645, 0.6504805006606612, 0.6435973153231291, 0.6000010460808312, 0.6104557134488324, 0.6195965122411847, 0.5825082268047889, 0.6475270838699265, 0.6111804371310291, 0.6175447010725837, 0.6316925272505031, 0.60074501880692, 0.6752000679778166, 0.6629942773756973, 0.5933290146304973, 0.6331715167284037, 0.6039783201269131, 0.6731710201806537, 0.6706773871731601, 0.6281636631323685, 0.6218472929173007, 0.6251760003935087, 0.589386705728813, 0.6085864081699403, 0.6137614275387804, 0.659311024196117, 0.5710998297081228, 0.6282500050574086, 0.6009583037253582, 0.6211420379784788, 0.5961637293005926, 0.6151563680222556, 0.6121039326341755, 0.6336846665379384, 0.6065525132806524]"
elementsofsocial00firt.txt,517667,0.957446814,0,0,0.793566772,"[0.9672862969026642, 0.7462881972308435, 0.9102856332805297, 0.6636097228260649, 0.7691067811649906, 0.7203434381036197, 0.886711478290869, 0.6869749075950252, 0.8816310964947729, 0.7812559063772907, 0.8133101075146857, 0.7291608905443597, 0.8301360085378271, 0.8700899547238242, 1.0066945168524415, 0.0, 0.8201853358567057, 0.8012812379401135, 0.0, 1.0097940568329462, 0.7544856078634666, 0.7943563388872606, 0.7280782213652168, 0.7450409776579748, 0.7965165679408862, 0.1914332110477717, 0.724866677975249, 0.8706414336325136, 1.0910970973544214, 0.9469608005391013, 0.7920389289992831, 0.8370786326241049, 0.8652005586242612, 0.8029525821860068, 0.8762443961909512, 0.8962731983263055, 0.8293156931150252, 1.0111013714132357, 1.0308880889274314, 1.0314946312688693, 1.0260270621242742]"
elmerbeltflorenc00univ.txt,34693,0.983673453,0,0,0.807458309,"[0.8166753164560204, 0.0, 0.8166753164560204, 0.8166753164560204, 0.0, 0.8166753164560204, 1.060319179227018, 0.9100585318826236, 0.8166753164560204, 0.8166753164560204, 0.8166753164560204, 0.8166753164560204, 1.1325506097690345, 1.0960887179670957, 0.8166753164560204, 1.1432046408209087, 0.8166753164560204, 0.8166753164560204, 0.8166753164560204, 1.1516832427168928, 0.8166753164560204, 0.8166753164560204, 0.8166753164560204, 0.0, 0.0, 0.8166753164560204, 1.060319179227018, 0.8166753164560204, 1.060319179227018, 0.0, 0.0, 1.060319179227018, 1.060319179227018, 1.0079762220218944, 1.1408767310261712, 1.1325506097690345, 1.1325506097690345, 1.1358608130865024, 1.060319179227018, 0.8166753164560204, 1.060319179227018]"
essaysonsociolog00mann.txt,774219,0.966507196,0,0,0.820130298,"[0.7454176389777437, 0.9098532599242627, 0.868076910085975, 0.8346283189559375, 0.8313663232271384, 0.6719206865923257, 0.7999473237195629, 0.9102527753354842, 0.8746649587773476, 0.7659260973837534, 0.8253171342477166, 0.8914903904906158, 0.7999405213640447, 0.7790082552738865, 0.8476612313433254, 0.7951147353347385, 0.7772803308830404, 0.7450935214852112, 0.9050195383484197, 0.7448800346002278, 0.7378448806693814, 0.8345712434868355, 0.9058822243326371, 0.8875152976066636, 0.8484164370003454, 0.8151393383974208, 0.5688706816561137, 0.8876409940203579, 0.6929008456001345, 0.8593675469045834, 0.7977689550854224, 0.8606460781331038, 0.7718984708056489, 0.7924726123091803, 0.8950937945069697, 0.8551003992057459, 0.8314980284197591, 0.8892596233970214, 0.8753081668148115, 0.8348678261667217, 0.8604187917561599]"
evolutionofcultu00whit.txt,210097,1.00851059,0,0,0.891244841,"[0.8329387023299027, 0.9624096761048399, 0.8744174681568085, 0.8600967247537886, 1.0075566230059383, 0.88630369568263, 0.989200151180937, 0.8418974407585439, 0.8519403379369327, 0.8696424635751486, 0.8618838084618664, 0.930633878344649, 0.7609579289647052, 0.8758542515058946, 0.8384992916098035, 0.8238888824547637, 0.8270676291954961, 0.8471941636203016, 1.0144331403117222, 0.8680923759333458, 1.0208091074364904, 0.8740357778849797, 0.8892091300479538, 0.8106444513662825, 0.8508123447333817, 0.9708363745799524, 0.7526068789347602, 0.7407710831745377, 0.872451007352276, 0.8228660711247411, 0.8557400400900288, 0.9601275599597704, 0.8159344286745079, 0.9970299255355646, 0.9630934832034135, 0.8814102091860564, 0.8918794071838999, 0.9368999321105773, 1.005347597531516, 1.0050969639983822, 0.9985280577504996]"
findingofdrakepl00bocqrich.txt,41207,1.034722209,0.005555556,0,1.23333043,"[1.2168746584172807, 1.2148659157198496, 1.2135529063904449, 1.2081732663277367, 1.224724488494953, 1.307184712210104, 1.2076277083307165, 1.2199376429568423, 1.2159610272833772, 1.2202312509378679, 1.2030495234999963, 1.2144638955245513, 1.203372133817674, 1.213272138169738, 1.205460632693037, 1.2171628875377132, 1.2136165058194583, 0.910554383766197, 1.2102114802470598, 1.2089630324364924, 1.2105777009143819, 1.230102130544768, 1.3222559303872947, 1.2197440190135296, 1.2104555572800486, 1.2202537757802265, 1.2184541398538706, 1.3263133434404564, 1.2042968181005234, 1.3197042764437108, 1.2185649692342164, 1.2956906579437282, 1.2128347998706908, 1.2207356186383742, 1.3033869228131227, 1.3341586997733619, 1.2945929324317609, 1.2293460782253474, 1.3232857523850714, 1.3127580076580183, 1.2897752931630773]"
florencenighting00wood.txt,811144,0.969026566,0,0,0.861683789,"[0.8026187409432326, 0.7964528851456789, 0.7971832444840339, 0.8678116741453407, 0.7616443931269647, 0.8183444812112345, 0.8446771602603041, 1.022033473849762, 0.8011321986519909, 0.9899675148251006, 0.8223280888574116, 0.8284787703498043, 0.8092573823155266, 0.8769781987001816, 0.9776131159858211, 0.7788633812602734, 0.8113704987181248, 0.787473503646014, 0.7215384062490134, 0.8082806878255024, 0.7875779254877967, 0.7701853339093662, 0.7779372395690207, 0.7615199139309012, 0.8234090879239119, 0.8218786211493109, 0.9192561594707327, 0.7758641068507446, 0.9915418394246146, 0.7539477594306528, 1.0987819558378509, 0.884451495169367, 0.7767210655042271, 0.9344349270749014, 0.9803966826673317, 1.0189765416035472, 0.8252211979101196, 1.039412841347999, 0.9061241596091546, 0.9427392724594462, 1.0146094266063128]"
fortyyearsinoffi00stevrich.txt,221987,1.012145758,0.005405405,0,2.870545987,"[3.2833874948697264, 1.9593003132728843, 3.208762091247826, 3.356353008707417, 3.274542380962835, 2.2184988401027956, 3.245563862222109, 3.29267056121858, 3.2492751038467977, 3.2317751561829846, 3.2310209518413604, 2.7246098182254395, 3.237723287144586, 3.2383205850340344, 3.3534435535717373, 2.2404447560413683, 2.635944955298468, 0.9303902739431996, 3.3398645204285144, 3.1388344654544253, 3.3021707211251363, 3.302365562732978, 2.665552820575087, 3.286946586885466, 3.2080670610971276, 3.2945155118754705, 2.6034233653081897, 3.207742983032425, 3.1824472647997553, 3.1472862414512424, 2.9249276006166633, 3.2211706190690035, 2.0828591789004056, 2.1471933982452143, 2.2456935211594535, 2.6936823829056262, 2.3243604433808773, 1.8921234533389244, 2.46173111223068, 2.9580632587019453, 3.1493363975006914]"
frightfulnessint00andl.txt,166606,0.974895418,0,0,0.699368519,"[0.8114037503890964, 0.7979975265663676, 0.0, 0.7875250844181412, 0.7470160014397943, 0.0, 0.0, 0.8108979878039425, 0.7585541125479369, 0.8983122310532144, 1.0742899253915568, 0.9092101215485553, 0.9674101795265938, 0.7455813617938039, 0.0, 0.7887106258945696, 0.7480074408163172, 0.8039318756220801, 0.7306986799997143, 0.9411783597499268, 0.8085958902162272, 0.796504487464038, 0.9341896600029405, 0.0, 0.0, 0.7958611975336317, 0.0, 0.8169471912549526, 0.9948411052516624, 0.7943970960648166, 0.9623143934107833, 0.0, 0.863806310890448, 1.0184165661197653, 0.848552546963735, 0.8913804127644608, 0.9442211254156069, 0.9885654035140481, 0.8971612742568483, 0.9939969119895636, 1.0036324347224277]"
fromhoratioalger00coggrich.txt,168051,1,0.019047619,0,2.137554371,"[1.9933701122130403, 2.260324482654357, 2.267863567672299, 2.3867821686910777, 2.2429957051488505, 2.2379137341773605, 1.3401996597352344, 2.5146745479327053, 2.4477572689247813, 2.3008363232921893, 2.6713724888234363, 2.2401114415801797, 2.167328539323324, 2.4516117377557665, 1.9345982309808036, 2.579515825093798, 2.0161869348332186, 0.8643919252530233, 2.366204362073313, 2.5196151938932063, 2.439321614414207, 1.5952383627291586, 2.392451825489275, 2.4415926551506906, 2.472055097628213, 2.1931311455195432, 2.377204054071607, 1.5578996049709706, 2.1856982478697446, 2.586681422510679, 2.533229651712505, 2.4211018934334803, 2.01253797792958, 1.4783115574543186, 2.2111611780379117, 1.8888105722289377, 2.0404835823630147, 1.3236370953449057, 1.9130440370026385, 1.613893800375274, 2.158589571387471]"
fundamentalsofla00jako.txt,145110,1.012396693,0,0,0.946060907,"[1.0084435806031864, 1.003025151583901, 0.9417619310382342, 0.9740211748513804, 0.8455399472069008, 0.8355854701964026, 0.9599319712883475, 0.9024757914962949, 0.8449704443746019, 0.892204995763941, 1.0505395049310977, 0.8826873470372095, 0.9352181653022693, 0.89564678583238, 0.9766454509789817, 0.8571844394984371, 1.01083939789019, 0.8388450301298742, 1.0195543493023569, 0.8201411304440351, 0.8372800491539839, 0.8843286275306962, 0.9840160648269951, 0.9397251346549471, 1.0009575730535958, 0.932517766342308, 0.9597046581505729, 0.8789239301237702, 1.0560876319192019, 0.9177351989003982, 0.951161824175831, 0.9132687310494838, 0.9854763088833471, 0.949136661628533, 1.0030288750013707, 1.0170680332339572, 0.9149465531744317, 1.010298746832137, 1.0136312525669247, 1.0882354335428823, 1.0557060907288407]"
giftformsfunctio00maus.txt,278976,1.00454545,0,0,1.752688878,"[1.4610322129169644, 1.5191840472008402, 1.708943020199236, 1.7432594618116248, 2.6312875050608824, 0.8764990362827244, 2.3256183637640944, 2.3923774473638604, 2.0146221092419725, 1.419957486911045, 1.607196147876702, 1.6743279303578327, 1.598820474944946, 2.5340814987275375, 2.350974723252232, 1.3838579531679616, 2.4063785418630186, 1.4259068072360355, 1.7189110891239907, 1.417253209713355, 2.139711528063777, 2.1459414088941307, 1.6211350729790865, 1.7478268955447966, 1.3848708038678375, 1.2141717100441793, 2.493093516135992, 1.609407655964198, 1.9415079410077187, 1.9891899886341848, 1.5117295491265832, 2.4305470717116924, 1.518156922758187, 1.2789123374748246, 1.462954706142495, 1.5381182107064266, 1.550774117097877, 1.4185943824083391, 1.5008267878389099, 1.5065049379854343, 1.6457793823437994]"
grabhornrecollect00grabrich.txt,117389,1.004739285,0,0,1.182817909,"[1.1717822772128414, 1.1846833464423951, 1.1427425939535814, 1.2130978928352152, 1.1724883072093613, 1.1188481321287105, 1.1514951173797507, 1.1082586684742155, 1.1290060884485429, 1.1705078098576682, 1.1726891821958096, 1.2715095881461271, 1.1719404609092796, 1.2108551937074665, 1.1676065478466522, 1.1105204800154165, 1.1527017325755746, 1.2496996974954966, 1.159100383709373, 1.1670650286292699, 1.1754200307044043, 1.1721676196303177, 1.1622965322573722, 1.175156296525046, 1.2177997671590137, 1.1744345062090458, 1.1602756091835784, 1.1611865143563682, 1.1667899074145744, 1.2273030044223938, 1.239608147698535, 1.1782590196327367, 1.1630820541857696, 1.2347222248020404, 1.2341091173469605, 1.161562950620173, 1.171409550630084, 1.260036945647505, 1.1913717676640068, 1.2527281712380733, 1.219215991780994]"
grangermableyusf00chririch.txt,185722,1.051643133,0,0,1.159497703,"[1.1740889483630468, 1.036320957199492, 1.1858135134654952, 1.054059633240789, 1.1881244038242376, 1.2050824989922206, 1.1677351768482134, 1.1888343507074663, 1.1219470372634182, 1.15420668726464, 1.1625552306486084, 1.0514607767703599, 1.1768341171973273, 1.1632265456700834, 1.0795398928542517, 1.1699203302856052, 1.180338882183491, 1.1517207732017811, 1.219156665463541, 1.1986382420899948, 1.2087923304225212, 1.0597537607977034, 1.2076584732703934, 1.0545161154360094, 1.2674628304020614, 1.1496609765746904, 1.1400885209084428, 1.1389600436346747, 1.09441412372627, 1.2089428099358268, 1.1759061514567775, 1.1405777962624652, 1.1649340286995498, 1.155956350273694, 1.2170377502240266, 1.2222208951693927, 1.1267339980217066, 1.1838602092483739, 1.1789848169520303, 1.1950398207864183, 1.2182993455186721]"
healingtouch00will.txt,561839,0.943548381,0,0,0.920519794,"[0.8903017519631681, 0.8714774719189935, 1.0750821541452713, 0.8804686151143104, 0.8767668986088818, 0.8970141498062292, 0.8683212011269672, 0.8514052258941375, 0.8743612281721833, 0.8932828246264228, 0.9064518358906756, 0.9851618570152784, 0.8270337065359034, 0.7915739860149741, 0.824185226559573, 1.1159382221370893, 0.8957719439668163, 0.8832785666213585, 0.8855661205994563, 0.8645289122444456, 0.8655254964102035, 1.0037529809263905, 0.7813233826713789, 0.8526519193516907, 0.8065241201185017, 0.9011042963972835, 0.9049913660580983, 0.9385088802659516, 1.0890285924504162, 0.8847664909470031, 0.8978713018421158, 0.8498396721152236, 1.0402273258392005, 0.9179711745721862, 0.9878251863405064, 1.0637988380719783, 1.061300509298712, 0.9930507200416077, 0.951202577726671, 1.0597584142404943, 0.9323164096989772]"
henrycwaringonun00waririch.txt,123171,1.01449275,0,0,1.963041053,"[2.1983239621325934, 1.5287203988906568, 2.0409827409189596, 2.099960768924692, 2.167252842781025, 2.1414923963742623, 2.1993304046731255, 2.1645076200364546, 2.176072840590268, 2.10618809973502, 0.8396360967370425, 2.0707283126393627, 2.2090055911519557, 2.2243379372257146, 1.3481320074861511, 2.1607858471830683, 2.0893998020560787, 1.8463319343652143, 2.06199589871084, 1.4640471623923195, 2.124045906667447, 2.0653051070960933, 2.0684560784856183, 2.155674624970617, 2.1203977975384083, 2.1126537164143695, 2.112913317502603, 2.1114584026326084, 2.036108769810733, 2.290865342340946, 1.8791009195714024, 2.1111765105216183, 1.73238754072629, 2.029006461663687, 2.235093531260448, 1.3203733101098578, 1.919194601221575, 2.0930628384370453, 1.425243219140986, 1.5439621495204654, 1.86097036687801]"
herbertcjonesonc00jonerich.txt,472324,0.952000022,0.003154574,0,2.391566781,"[2.166715317476249, 2.48350461425681, 1.894048507812688, 2.44462350743696, 2.5651618630612343, 2.7408189265571488, 2.5135594388774143, 2.508013268876888, 2.677907962823455, 2.5555364276605004, 0.9511951385423077, 2.361691409856396, 2.4984539375537933, 2.3621869710178918, 2.585994379985036, 2.6076549416519805, 2.58918492232901, 2.5186494302060622, 2.5484278537338665, 2.4827390027815563, 2.744209625464887, 2.3341547820839508, 2.3616331189663384, 2.552425412532708, 2.5348353895441247, 2.285893119935009, 2.414745402267305, 2.456614337353327, 2.508360039690294, 2.6675116611758094, 2.63266613994177, 2.4881704426030553, 2.2097956143866875, 2.117059923074914, 2.429825108117179, 1.689005009094104, 2.247062308198353, 2.566969823249535, 2.4224301809808, 2.1647013836283553, 2.170101366749085]"
humanbehaviorsoc00rose.txt,1754122,0.938202262,0,0,0.755697754,"[0.8229908624629476, 0.6820694421527315, 0.7962906309253367, 0.7600697016173061, 0.8070421724382272, 0.5472679950716471, 0.760821609388056, 0.717280089036978, 0.7776004901772927, 0.7704230887108311, 0.646994816897914, 0.6849405188962816, 0.818646503851573, 0.6380495044236213, 0.8207543890014615, 0.7411240549775919, 0.7601306363444891, 0.6750031967151449, 0.7982321667513064, 0.8341298178256797, 0.8279391854903947, 0.8329420671828954, 0.728923934713457, 0.756573733385207, 0.8466922885776308, 0.6974559551898426, 0.8020404288224949, 0.7140699555955226, 0.8882214914240261, 0.6327131716982357, 0.638854712429497, 0.6310106390764728, 0.7014899196313326, 0.8120690617147421, 0.7971757913150382, 0.7564993822499599, 0.785023980685672, 0.7998519143327814, 0.7887299414072783, 0.8333672612650028, 0.8521014158859874]"
indexroydgravesp00gravrich.txt,88824,1.014563084,0,0,0.977617117,"[1.2227286553605736, 1.2871770254200265, 0.8144967398452023, 0.8278271931409982, 0.3466020528316923, 0.7978354806866483, 1.3691665064078598, 1.2936252584790826, 1.3409855359787668, 0.554436511150986, 1.261282427167517, 0.8115458318106854, 0.8148191115649779, 1.3482860355306021, 0.8292594395461746, 0.7490680592482508, 0.8829687854966322, 1.324824902054739, 1.184166784858087, 0.8165445212833241, 1.3874234770161429, 1.011260964586141, 0.8544739355210907, 1.3157173537535611, 0.8393257079339468, 0.5117866145678754, 0.0, 0.7902127477091969, 0.8858303703562413, 1.1474093153247154, 0.0, 0.0, 1.2623817162802844, 1.2506697518563379, 1.1403136164689747, 1.2806579712957022, 1.2378803430370668, 1.4346899788065732, 1.3301566736761223, 1.3334736092671935, 1.1909908097180888]"
industrialexperi00womerich.txt,370504,0.981707335,0,0,0.782045309,"[0.9059374405059388, 0.8920255654141658, 0.7498999024883563, 0.8022045433971311, 0.8272354955243019, 0.743964638604956, 0.8198369613105971, 0.7279070293733968, 0.6763153200950537, 0.8851933414502627, 0.7006985339177219, 0.7043820423995921, 0.8906664552771854, 0.736538248915875, 0.6989507222435359, 0.6952176261388473, 0.7622433271680013, 0.732144964205677, 0.8697590820889068, 0.8317150392267842, 0.6887594089727415, 0.8261099041969999, 0.825071939151102, 0.6903147457975211, 0.8338166566901146, 0.6978321924851234, 0.7662837754945312, 0.7343465334436602, 0.710318972326396, 0.8026867915734003, 0.7173288830060297, 0.8028490447530167, 0.7808743145473678, 0.7152086964032353, 0.8323395427432688, 0.7796314670299798, 0.8535791513614845, 0.8222020916881865, 0.8556642970330365, 0.8166147216801463, 0.8591882441069056]"
jewsofohioohiose00ameriala.txt,17324,0.963114738,0,0,0.224465059,"[0.6643856208736154, 0.9232196764398807, 0.9232196764398807, 0.9232196764398807, 1.0821955942103996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8978184065859666, 0.9232196764398807, 0.9232196764398807, 0.9232196764398807, 1.019349730366567, 0.0, 0.0, 0.0, 0.0]"
johnknoxheroofsc00cowarich.txt,765979,0.935185194,0.003039514,0,0.80821766,"[0.8140747900217616, 0.789291737476797, 0.8571179123538234, 0.7904974621868517, 0.5430573541399931, 0.5280912418930227, 0.6860310740816964, 0.858299952923888, 0.701170772648033, 0.8554523402748798, 0.7484106242589721, 0.8118649601645753, 0.7670859218260669, 0.9191268512875922, 0.8623609143839371, 0.6807867035226826, 0.8559140102166513, 0.8906635536673354, 0.8338956991609908, 0.7249843755717206, 0.9373233442587029, 0.8040639125269384, 0.7373652787541989, 0.7489243668452619, 0.7236609801277026, 1.0345025811054616, 0.8703310670941651, 0.862532513958483, 0.8034244869755558, 0.8357465045589022, 0.8407549296103962, 0.7516354947679857, 0.8367194143482695, 0.7722390761672304, 0.8324962385086891, 0.8181050405093876, 0.9333397077406441, 0.8896190491931616, 0.9015247065324402, 0.8292813095197703, 0.8551557995401531]"
johnmarrotherpoe00melvrich.txt,102792,0.98046875,0,0,0.602640095,"[0.0, 0.0, 0.7695363069146164, 0.7701256711302631, 0.0, 0.7385617953959546, 0.0, 0.7462122236336555, 0.7546781000940684, 0.7916917342928119, 1.0637549474843173, 0.8434313502980457, 0.0, 0.0, 0.0, 0.0, 0.7697623643250076, 0.0, 0.7722935890693772, 0.7751454215045074, 0.0, 1.0271915398572224, 0.7794461253852314, 0.7340558871474375, 0.9739172221956537, 0.7707520550715699, 0.754751459691989, 0.7707730078689105, 0.0, 0.7664691133723562, 0.7435971223098812, 0.760585377480194, 0.7453387534123456, 0.7533941479725691, 1.0312552121045546, 0.7829860206322757, 0.9535515535365009, 0.9814191823873561, 0.7592179938341754, 1.0630290724992186, 0.7613195586451487]"
johnmarrpoems00melvrich.txt,100826,0.984063745,0.035714286,0,1.057879102,"[1.036828011164994, 1.0068080336440177, 1.0663764958970137, 1.0315633876281896, 1.0170072263767804, 1.0172833840584434, 1.0547038498008914, 1.044155629677551, 1.028045913364658, 1.0161082442035994, 1.0577946363993989, 0.9580274856427592, 1.0545610779429773, 1.0341371683436658, 1.025499071695136, 1.065534544562261, 1.0777263703972872, 1.1475494284928474, 1.031758953806614, 1.0935636428100595, 1.0423256726960244, 1.0659744979714094, 1.116333981078212, 0.9853010740703328, 1.0877196174067068, 1.0429496417614694, 1.1727212950103363, 1.0040749428587221, 1.0156237207873064, 1.0817257040383, 1.0851603624253778, 1.0699950229841462, 1.0091558950568869, 1.0225324296560838, 1.113486618852743, 1.1824933344640927, 1.108511551351102, 1.0344898612966802, 1.0610770035398027, 1.0414859902529092, 1.1648724004534252]"
koreamongolinvas00hent.txt,540960,1.009009004,0,0,1.67777854,"[1.7934966180993421, 1.7355947061963237, 1.7268374109459104, 1.7124833687406718, 1.697608666623527, 1.61492527281027, 1.679544568677607, 0.9193092937878033, 1.6602603977115076, 1.8680779160358187, 1.7152087062764785, 1.7466542567553736, 1.7037559961464575, 1.547454452538355, 1.6522704779242388, 1.8035463107193621, 1.7331274824796656, 1.4038822355027432, 1.6808636153955347, 1.6845687295699694, 1.9205104915332105, 1.710206297411839, 1.771025300575026, 1.7414464781834862, 1.6403660657476729, 1.6767160621721326, 2.0276308247922636, 1.7697387826967872, 1.760643484895707, 1.6990163398192224, 1.816350245677993, 1.746648586290653, 1.3076988601283512, 1.7374183695092653, 1.5555319562427548, 1.669184405812946, 1.3780712657007945, 1.6632302130889052, 1.7127333754308043, 1.6461566744715954, 1.7591255871229952]"
languagethoughtr00whor.txt,567131,1,0,0,1.17591842,"[1.2424827671905616, 1.0496441214886698, 1.0886617631488251, 1.198626722917924, 1.2983008156924194, 0.9137181164520336, 1.098989746678395, 1.120581127549106, 1.0233364688111228, 1.900940457971725, 1.1775340141776727, 1.1283900984157018, 1.1279718462534654, 1.5999626972658794, 1.1109590798997688, 0.9640579692315233, 1.0179999480936075, 1.0999674400133173, 1.0898035704461737, 1.0064998693417244, 0.9819073740570823, 1.070755120304095, 0.906138876857784, 1.2004873416513873, 1.0986987351518778, 1.2329842955984425, 1.1969353527611672, 1.2894997856666555, 1.4427361257731597, 1.362946667244874, 1.1362974272082906, 1.306703332702764, 1.118198393629892, 1.3161182771813658, 1.1016058833077726, 1.2110142175992382, 1.196002433912768, 1.065259862050689, 1.2242129164052507, 1.3615172008682082, 1.13420697302892]"
lifewithgrandfat00tuttrich.txt,184102,0.983471096,0,0,0.505616079,"[1.02417331831821, 0.5864424142218223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7771067813155619, 0.0, 0.9209161157854502, 0.0, 0.8741529927391836, 0.8172513983877504, 0.5096842710143956, 0.0, 1.0231452380927166, 0.0, 0.0, 0.0, 0.0, 0.6121972154991543, 0.0, 1.0058182718631643, 0.569779525382633, 0.7552692539282398, 0.0, 0.6392330586750901, 0.7947603022129136, 0.9477358685868714, 0.5515434102451778, 0.7420953023486361, 0.0, 0.5675150436084103, 0.8894004742695218, 0.9515931900892984, 0.8180978015911741, 0.7941691069080213, 1.0151345340371556, 0.8208603795371717, 0.9244324073821202, 0.797751578547368]"
malletteartpaint00deanrich.txt,99403,1.014084458,0.041666667,0,1.000295551,"[0.8985363794059441, 0.8929560529303104, 1.0437132870260135, 1.0924244583692213, 0.8184781363814081, 0.9742721325344009, 0.8512995981487206, 1.0787178530844848, 0.9115975195327536, 0.9522428621262372, 1.1194628356183394, 1.1077838909765887, 0.8960090951069758, 1.0592937029829546, 0.9850627421989474, 0.9625424637110005, 1.060589589525536, 0.9362121022534159, 1.052572346831456, 0.8086770484518411, 1.0336627818857105, 1.111668903611734, 0.8840024523784799, 0.866849641696229, 0.8110506814578656, 0.9027082100915724, 1.0761204324287375, 1.089992360894744, 0.9735651955527359, 1.1056131541770389, 0.9937880073492963, 0.9058936177671973, 1.0812719611441404, 1.115297913175829, 1.0928013206891285, 1.0986707464683123, 1.0689078101888692, 1.0428756766669056, 1.1147958971937386, 1.0461019119315957, 1.0940348363478012]"
merchantscompani00sapo.txt,226340,0.978417277,0,0,0.776062317,"[0.0, 0.7811237859653076, 0.8698137807208791, 0.8500352119072773, 0.8113376969484462, 1.0678539743769868, 0.8568311059126045, 0.8568164232815113, 0.8106299466008813, 0.8793711130487247, 0.0, 0.8423778603219413, 0.8216169861753111, 0.0, 0.1871762550761158, 0.8259452503269157, 0.0, 0.8228027219971156, 0.9320648217586399, 0.8510811977510647, 1.043259435183421, 0.8170308665827232, 0.0, 1.1316905274437494, 1.0833477780726362, 0.8454759903021599, 0.9715555461734765, 0.848481893140056, 0.8285364621884934, 0.8063644848260613, 0.8393699935532155, 0.8558245977387625, 0.9705625623300044, 0.8354041736160145, 0.9764008219970004, 0.8254854071016169, 1.107234674133175, 1.1324261850909787, 0.9044769108419336, 1.0980650916523755, 0.8306834771005656]"
methodinsocialan00radc.txt,321701,0.95767194,0,0,0.810433666,"[0.9043750824070595, 0.8340394216431414, 0.8161069801182833, 0.6794145458536482, 0.8051657608280142, 0.7165070707777533, 0.6708106755956748, 0.904757741583832, 0.9157048523386425, 0.8161804593251046, 0.6970416871205006, 0.9728642510766388, 0.7558758322506534, 0.7685857494525554, 0.8208878454760226, 0.8363552062603169, 0.7911511566222452, 0.8164056635782125, 0.7094253419416445, 0.8176153165031591, 0.67216133232012, 0.8591851536174389, 0.7807502609994835, 0.7828575901412755, 0.7656832613448481, 0.7935585032006881, 0.8326645631254924, 0.7818028017166505, 0.9112400981938529, 0.7838140027261414, 0.7065497308229913, 0.6583190473606948, 0.6900238775075122, 0.9411739221239995, 0.963964930693927, 0.9228025371038933, 0.8892176261736543, 0.8079616492853331, 0.8279613401883058, 0.8126861910718541, 0.9941312628213989]"
myafricanhomeorb00feil.txt,586805,0.995475113,0,0,0.855028082,"[0.7323322789070248, 0.9086432802331448, 0.6516613090187636, 0.6497593411064134, 0.6335817256965067, 0.7686812971345428, 0.902870055338348, 0.9226214429836265, 0.6882639445595634, 0.6887656247663746, 0.7592389659666757, 0.8720760113064343, 1.0177662732594708, 0.6351215923142624, 0.9580233276898722, 1.0495028338172467, 0.6466313775877206, 0.9129932654581675, 0.897455482311146, 0.6966682156696816, 0.607535634938868, 1.0804043252806736, 1.0664522955481397, 0.8663559091457755, 0.6570757331109689, 0.6908246703399248, 1.0724092518010233, 0.9627529290275044, 0.6647062951949337, 0.6354114107803497, 0.8019556555478493, 0.9195157699338405, 0.9675103019923206, 0.991903643192455, 0.9988188041441042, 0.9790776525467298, 1.0793506426977422, 1.0595043507717619, 0.9938109938318739, 0.9223455832797107, 1.045771883524177]"
