,perplexity,prediction,percentage,entropy_rate,rates
42,94.94,Human,2.15,0.1960372329509867,"[0.5969947478986118, 0.0, 0.6571395162207989, 0.5841164484701664, 0.725661677962652, 0.4994533997197215, 0.0, 0.0, 0.613903650028299, 0.0, 0.0, 0.0, 0.0, 0.6530570693893263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5281525672281994, 0.6213094886426178, 0.5848034481075256, 0.6984945469256274, 0.5842977712642546, 0.0, 0.0, 0.6901422191326532, 0.0]"
43,60.93,Human,4.27,0.40560943298608665,"[0.9444450216526581, 0.8782430471577701, 1.215533205836732, 0.0, 0.0, 0.0, 0.789627178526446, 0.0, 0.0, 0.0, 0.5522793076233868, 0.0, 0.0, 0.0, 0.8903514649815311, 0.0, 0.0, 0.9070967683720618, 0.0, 0.0, 0.0, 0.8879943007290549, 0.0, 0.0, 0.8987957257349806, 0.0, 0.0, 0.0, 0.0, 0.7971122017820259, 0.0, 0.0, 0.863135134646888, 1.119027939488718, 0.8977388413745303, 0.8715615250246634, 0.7313344701028439, 0.9280229371750357, 0.8241350028744332, 0.7896197460648009, 0.8439329332809894]"
44,52.0,Human,0.92,0.24421707797656034,"[0.0, 0.8152368985811959, 0.0, 0.0, 0.6349367224831496, 0.557263212894384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6616662233951401, 0.0, 0.0, 0.0, 0.6364527923326376, 0.0, 0.5693177929949814, 0.0, 0.6240177005294997, 0.0, 0.0, 0.0, 0.7285674338423003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8396551604425903, 0.6341786875584056, 0.7419553618663135, 0.661292025764896, 0.0, 0.5656054217085228, 0.612818245973266, 0.7299365166716921, 0.0]"
45,64.63,Human,2.31,1.0944460882736384,"[1.1597007596265945, 1.3832259981402897, 0.0, 0.0, 0.9518134979664644, 1.2918662385879855, 1.216706215017532, 1.2576736099857901, 1.2803305863076027, 1.3066430968332317, 0.0, 1.268583175245783, 0.8188747392990172, 1.3016250774002582, 1.2006184268917062, 1.340918747705095, 1.3180768238635785, 1.5120062218390011, 1.2620427262836902, 1.370347472828452, 0.0, 0.0, 1.3390071900635803, 1.3242652590078041, 1.1786902937371524, 1.3976140682718985, 1.2118130424029827, 1.216992179050655, 1.4425568307407068, 0.0, 1.219794469322666, 1.1792014501318953, 1.4044567461946174, 1.340441636149262, 1.1346006285267514, 1.3312735422977082, 1.3430555459217302, 1.3218311443911486, 1.4040037500156226, 1.3573908512789739, 1.484247577891943]"
46,76.56,Human,17.3,0.40339999864712806,"[0.7967448418114257, 0.0, 0.0, 0.7817290865631338, 0.7019719932623306, 0.722908023313922, 0.6457122072858749, 0.0, 0.0, 0.0, 0.7014619767478419, 0.7287530144041973, 0.0, 0.7121815623614564, 0.0, 0.0, 0.7953718310365486, 0.0, 0.0, 0.681793111330842, 0.8388753166030025, 0.0, 0.0, 0.0, 0.0, 0.799611651349188, 0.0, 0.8482905225817767, 0.7348918046328909, 0.0, 0.0, 0.0, 0.0, 0.7352323228865171, 0.7893870942254544, 0.7107448537478745, 0.6909601221720758, 0.7015564732619212, 0.8134886698676329, 0.8543950897184498, 0.7533383753678928]"
47,51.44,Human,3.64,0.4869422103034003,"[0.0, 0.7929498855790044, 0.7913315614331233, 0.7715112524413816, 0.6822817981491408, 0.0, 0.0, 0.7781204802177255, 0.7895066046052613, 0.5452803934674029, 0.7101157624130793, 0.6168614100282483, 0.7525031532060668, 0.79268712143423, 0.7642452299714028, 0.7863421388491335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7797475905328218, 0.0, 0.7904155224656516, 0.0, 0.0, 0.7722376477542002, 0.0, 0.0, 0.7478972731762049, 0.7824169382346057, 0.0, 0.7756602629754558, 0.699058860906447, 0.779708514314895, 0.6057529036659127, 0.6071128941048861, 0.7231732675034085, 0.7874807768889688, 0.7570649788159466, 0.7831663993048024]"
48,76.65,Human,2.1,0.4849206035321577,"[0.7114694176337479, 0.0, 0.7202788314227456, 0.8792466004109355, 0.6785472351923847, 0.0, 0.713577974045985, 0.0, 0.6709615265983337, 0.8323679166524661, 0.7578376164889953, 0.0, 0.0, 0.9617049842969695, 0.0, 0.7140156562534312, 0.0, 0.7955118623297217, 0.8423852983120724, 0.9651721197465782, 0.0, 0.7232771331937625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7020240481260938, 0.0, 0.705860778591042, 0.0, 0.8549938246219251, 0.7747457707985052, 0.8234238501939821, 0.8365643752023902, 0.6629739334905568, 0.9662095706236639, 0.7723559257266018, 0.8945478404719309, 0.9216906543936454]"
49,76.19,Human,2.63,0.32378075569543063,"[0.0, 0.0, 0.6915499898898474, 0.8857402872193982, 0.0, 0.6864174791900994, 0.0, 0.6945367357137753, 0.0, 0.0, 0.6394929977095856, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7054687388166131, 0.0, 0.0, 0.0, 0.6714398229925034, 0.0, 0.0, 0.0, 0.0, 0.794442355732024, 0.0, 0.0, 0.8476210407979561, 0.0, 0.8562815355639705, 0.0, 0.0, 0.0, 0.9490719168037304, 0.7058138954632915, 0.7884212355062402, 0.7112695432595929, 0.7727455462357723, 0.9063087883858483, 0.9683890742324076]"
50,77.04,Human,1.31,0.3544018424139121,"[0.0, 0.0, 0.8181202093316428, 0.0, 0.7957802647308279, 0.0, 0.0, 0.803974037086717, 0.7760606453627137, 0.8410070993237031, 0.0, 0.8695323381468577, 0.0, 0.0, 0.0, 0.59015144704158, 0.0, 0.0, 0.8516806845555424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8612075698573675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8707516992639699, 0.7952649708512631, 0.8553700702987919, 0.7858653318071576, 0.796509861639884, 0.8500449301302181, 0.8616208250187982, 0.7323184944860635, 0.775215060037298]"
51,70.31,Human,7.14,0.3148471086603333,"[0.0, 0.7075866681028692, 0.0, 0.5944605055195861, 0.0, 0.0, 0.6706939200617037, 0.5537388341605917, 0.6973323036735021, 0.0, 0.0, 0.6552346540849229, 0.0, 0.0, 0.0, 0.6265859206405962, 0.0, 0.44064545690137263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7324809368883665, 0.5868340695050785, 0.0, 0.0, 0.6865904602066752, 0.0, 0.0, 0.0, 0.0, 0.6702703452017166, 0.5742581796021816, 0.6588268107157791, 0.6502854088350034, 0.6338631756582283, 0.6898347090120315, 0.7331938867366236, 0.6407771771350554, 0.7052380324317818]"
52,67.98,Human,7.86,0.4264966249744756,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.864851936615115, 0.7994105131160403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8474096203200921, 0.6493151956988615, 0.8712181522124005, 0.0, 0.0, 0.0, 0.8474797946849651, 0.0, 0.8015434136097923, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8015215327652772, 0.8263732800626293, 0.8881244915022191, 0.0, 0.8457065360954645, 0.8695770265750971, 0.8569885562605357, 0.7973030060695342, 0.7752419485393515, 0.8169099489246757, 0.8572649753016016, 0.9085224987782736, 0.8288844020955654, 0.8030030303504743, 0.9297117643755316]"
53,60.29,Human,1.84,0.248581149099209,"[0.0, 0.7511829537209318, 0.0, 0.0, 0.0, 0.0, 0.5910372178436456, 0.7970333578084323, 0.5799518236265931, 0.8213585283391328, 0.0, 0.0, 0.0, 0.601480713453305, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5778655461760509, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6513169325608577, 0.0, 0.0, 0.7767546768867888, 0.7376552452240283, 0.7982587791408292, 0.6194770219113727, 0.6550729402488998, 0.5734238489168338, 0.0, 0.0, 0.6599575272098696]"
54,163.9,Human,0.0,0.26291728204340525,"[0.0, 0.8281702906791432, 0.0, 0.0, 0.6831245162881168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6220471176503742, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6681591041032485, 0.7442676377844355, 0.0, 0.0, 0.6820436078086549, 0.8843597614856755, 0.6030081836590995, 0.825969197339898, 0.6658193617594862, 0.0, 0.7577293889290838, 0.6771297732699882, 0.7189101680210837, 0.0, 0.8280410793605184, 0.5908293756408086]"
55,88.51,Human,5.08,0.41533332442613385,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.8994763228339889, 0.8470137445634723, 0.7073850172124914, 0.0, 0.0, 0.0, 0.7109548353997095, 0.0, 0.7321342019161178, 0.7056569834152568, 0.7394158514333637, 0.0, 0.0, 0.9915177449826885, 0.0, 0.0, 0.0, 0.0, 0.7088244755527751, 0.0, 0.0, 0.7750338119412121, 0.7416102600538261, 0.988158902485514, 0.0, 0.0, 0.0, 0.9185902006455112, 0.851693349441426, 0.8360970147194938, 0.7068281912585661, 0.734554521980888, 0.9798413836125082, 0.7129285675307229, 0.7718883465046887, 0.9690625739872668]"
56,71.68,Human,0.0,0.30836434152841197,"[0.6936712499692992, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6043937200246766, 0.7491352870715109, 0.0, 0.0, 0.0, 0.0, 0.7280876829394436, 0.7542018783190539, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5338388530338758, 0.7346292964938175, 0.0, 0.0, 0.0, 0.0, 0.4221616034792652, 0.5837183705956763, 0.0, 0.7751551429028024, 0.5752202898211056, 0.0, 0.7184657211906297, 0.6440959030863865, 0.7488865284164841, 0.4943900908990882, 0.7813130454666015, 0.7517361842953117, 0.5822859264269625, 0.7675512282328962]"
57,80.06,Human,9.51,0.3166577159358393,"[0.0, 0.0, 0.7284865385759304, 0.0, 0.0, 0.840754736921434, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6415544949289522, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6510719781015039, 0.0, 0.0, 0.6891624835549472, 0.0, 0.0, 0.7708443438846947, 0.6798700995052315, 0.0, 0.6891772040337153, 0.8027171350448901, 0.0, 0.0, 0.6181932008174026, 0.8311451813016753, 0.7666318544942743, 0.6513669302023961, 0.6465659661453814, 0.6716579209599441, 0.7352561665292447, 0.7432011558787496, 0.8253089624890425]"
58,38.26,Human,6.55,0.43892960333441317,"[0.67380571988592, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6764848752312386, 0.0, 0.0, 0.0, 0.6074516498295156, 0.0, 0.6017595101107984, 0.0, 0.8153074574017937, 0.701683649130413, 0.6552836980393474, 0.7332093429248925, 0.6552836980393474, 0.0, 0.0, 0.6312717002294961, 0.7298990926018082, 0.0, 0.8451024300881804, 0.6093962582602851, 0.6103726128223236, 0.649653997504809, 0.0, 0.6465770759334801, 0.0, 0.7435373381749616, 0.6098110554293326, 0.5807829647035623, 0.6414998099867124, 0.6899937640348314, 0.8096620668925136, 0.6890064856931082, 0.7732062416031422, 0.7494068312988581, 0.866664410860267]"
59,86.33,Human,2.27,0.32188018042541555,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5264421240474123, 0.0, 0.6274034320543104, 0.0, 0.7228656694555189, 0.0, 0.6215720207433322, 0.5434938527653735, 0.0, 0.5244206236128084, 0.0, 0.0, 0.5448620355273394, 0.0, 0.6462550410941087, 0.8092852204527775, 0.0, 0.0, 0.0, 0.0, 0.7440429850293009, 0.0, 0.7385105755238875, 0.6923881542232109, 0.739544328333791, 0.8068688408999207, 0.4888311742484103, 0.781604282790796, 0.5408032720422882, 0.5188926355393579, 0.7848242241555077, 0.7941769049025872]"
60,69.72,Human,0.0,0.2659739093830297,"[0.0, 0.0, 0.0, 0.8422205172528574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5866506891886415, 0.0, 0.533189575295059, 0.47954865035959987, 0.0, 0.0, 0.0, 0.6977306726925481, 0.7956344522846258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8009907156511668, 0.7613832186885594, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7886023957311363, 0.4341963645051813, 0.6683227630433869, 0.46251081942457084, 0.7611755605538003, 0.5962014601001225, 0.0, 0.8743991038548924, 0.822173326078069]"
61,96.89,Human,0.74,0.37413736807381953,"[0.773980520316923, 0.8961647844372413, 0.0, 0.0, 0.0, 0.0, 0.7386025463498076, 0.0, 0.0, 0.0, 0.0, 0.7600329274036238, 0.0, 0.0, 0.876416590060501, 0.6283861170809201, 0.829978257187183, 0.0, 0.7741657568557682, 0.0, 0.0, 0.0, 0.0, 0.7564438092560372, 0.6998769790938546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7165058506213366, 0.0, 0.7809686470795468, 0.7051232422426207, 0.7661299500185579, 0.887869608254481, 0.8316316851734294, 0.7118510381309253, 0.7766403096108361, 0.723822652820231, 0.7050408190327745]"
62,114.49,Human,2.18,0.4812435377334499,"[1.008749894952049, 0.6205961966207595, 0.8836581337373637, 0.8444434449415668, 0.0, 0.0, 0.0, 0.0, 1.0319281357271748, 0.7146746990131689, 0.0, 0.0, 0.8015065622503211, 0.0, 0.6946419479077955, 0.0, 0.6807709630584249, 0.6452008216235503, 0.6512932227528667, 0.0, 0.0, 0.0, 0.6442369187638981, 0.0, 0.5862118468015378, 0.0, 0.0, 0.6548840127849431, 0.0, 0.9839959584681601, 0.6411937275759964, 0.0, 0.8386197566472794, 0.9063539669975682, 1.006667123002122, 0.8064049471136341, 0.7782583948280285, 0.9971810464399123, 0.6768744284056522, 0.6504492951635114, 0.9821896014941608]"
63,57.19,Human,11.49,0.3405246032976231,"[0.0, 0.0, 0.5636215832304676, 0.0, 0.6532948583389852, 0.6817680988936158, 0.8251011198318301, 0.7807540007423007, 0.0, 0.7664783068266992, 0.6422904499021047, 0.0, 0.0, 0.0, 0.0, 0.6710096095665655, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7243605902910164, 0.6520806203870315, 0.0, 0.6641358321456267, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7356432258500317, 0.8414305978692312, 0.6744544834426885, 0.7021097715328063, 0.6651591447115329, 0.6045831954089301, 0.6468090331601561, 0.6554407703291644, 0.8109834427417606]"
64,59.59,Human,5.66,0.4443629199465095,"[0.0, 0.0, 0.0, 0.8767056376028362, 0.0, 0.8107293198809712, 0.7061599118534194, 0.0, 0.0, 0.62504301400841, 0.7971407677305817, 0.0, 0.0, 0.0, 0.0, 0.8760303807243485, 0.0, 0.0, 0.826526442053469, 0.7738691658783127, 0.0, 0.0, 0.8152202887730692, 0.0, 0.0, 0.0, 0.7402512275766256, 0.759851848230221, 0.0, 0.797435316015091, 0.6758145931285398, 0.9098116938669006, 0.8298226638853207, 0.7324563308508455, 0.7851657907711656, 0.8123646700952474, 0.7908740800106353, 0.7515449888844808, 0.89295710354751, 0.7723273805123424, 0.8607771019265446]"
65,70.37,Human,5.79,0.4532363199424831,"[0.8058330955018177, 0.7867382855137335, 0.8462893250440789, 0.0, 0.0, 0.7560295407518951, 0.0, 0.802399745991022, 0.0, 0.0, 0.6652563592076673, 0.0, 0.0, 0.0, 0.0, 0.7578273310780452, 0.0, 0.7518331411559411, 0.0, 0.0, 0.7960460153219346, 0.0, 0.0, 0.0, 0.8312450425515643, 0.0, 0.7602159665361643, 0.7522821421821334, 0.0, 0.7578273310780452, 0.7482849597531472, 0.790798678737844, 0.7989076846972689, 0.7585903120154512, 0.7578997492118359, 0.7744615329261351, 0.7926460844151347, 0.75283140198917, 0.7594222322247436, 0.7577078997521316, 0.8213152600049016]"
66,49.59,Human,17.09,0.37274875546392505,"[0.80511406245564, 0.0, 0.0, 0.0, 0.8888032867512682, 0.7082078754367314, 0.6580521117143564, 0.0, 0.0, 0.0, 0.0, 0.972353525405641, 0.0, 0.0, 0.6988771452946507, 0.7129700398815528, 0.0, 0.6287999741269505, 0.0, 0.8263544489486139, 0.0, 0.7688182679369591, 0.0, 0.0, 0.0, 0.0, 0.5882636864517798, 0.0, 0.9089964081555997, 0.0, 0.0, 0.0, 0.0, 0.8170358865321784, 0.6820089694059451, 0.7403051077069571, 0.9410728710849519, 0.628840783141926, 0.7259813760903222, 0.708584964470982, 0.8732581830279217]"
67,82.91,Human,8.37,0.4277514697522252,"[0.0, 0.6860955288974117, 0.0, 0.6667232833990719, 0.0, 0.6779411884793886, 0.7747449391344581, 0.648652675782126, 0.9307965324305953, 0.651226022527173, 0.0, 0.0, 0.8372612214816627, 0.0, 0.0, 0.0, 0.9373220222671917, 0.0, 0.8598654649849734, 0.0, 0.0, 0.0, 0.8431872304440415, 0.6929003112049947, 0.0, 0.0, 0.5812816431959513, 0.0, 0.6934958021264985, 0.0, 0.5885112799791528, 0.0, 0.0, 0.7210957761018201, 0.7502101661597188, 0.9229379575155866, 0.8708035562221478, 0.91405410083748, 0.7802875600785364, 0.8136831416826993, 0.6947328549085559]"
68,79.72,Human,1.52,0.24691256045620716,"[0.0, 0.0, 0.5693928729676746, 0.0, 0.0, 0.5825875476290636, 0.0, 0.0, 0.7680768086352037, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7377384091319303, 0.5457213426359137, 0.0, 0.6804317595835632, 0.0, 0.0, 0.5474571614693461, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5794692651662159, 0.0, 0.0, 0.6354175964522782, 0.6008218449393352, 0.7510432481802868, 0.6940219652135589, 0.6823795140581976, 0.6216592718606644, 0.5663759896878335, 0.0, 0.560820381093429]"
69,45.65,Human,3.56,0.46378070501187946,"[0.0, 0.660216941773066, 0.9233863857109728, 0.0, 0.0, 0.6968121698440215, 0.0, 0.0, 0.695581963440838, 0.7805365998535727, 0.0, 0.8755646378301681, 0.0, 0.0, 0.8604642461939136, 0.7085553707525827, 0.0, 0.7720378063245154, 0.0, 0.8547361139298353, 0.0, 0.8306770173414866, 0.2498822418474253, 0.0, 0.7902564882617896, 0.0, 1.0247728613676321, 0.0, 0.8519265012189371, 0.0, 0.0, 0.0, 0.9597082681382979, 0.7374648303188348, 0.827175418212112, 0.7481810996208066, 0.8342560761550959, 0.7596501801489365, 0.8234817422840027, 0.7606575059975256, 0.9890264389206909]"
70,73.47,Human,2.63,0.5423968846206165,"[0.8616822108286287, 0.7457647193953457, 0.0, 0.7680692737680253, 0.0, 0.7755825707857894, 0.0, 0.7134052164604121, 0.0, 0.7397526296875088, 0.0, 0.8432558701994372, 0.7800254386254547, 0.9231958190640913, 0.7480421047278953, 0.0, 0.0, 0.761745487810403, 0.747087306105467, 0.7691772622884208, 0.0, 0.7703547934374534, 0.9324749540746269, 0.7800254386254547, 0.7857115899770668, 0.0, 0.0, 0.0, 0.768573733630749, 0.0, 0.0, 0.7919829450910273, 0.7908389738357522, 0.8693441049875223, 0.7896836067081525, 0.8546273566265213, 0.7288481613517852, 0.7793679309076613, 0.7086047411708267, 0.9184255623272293, 0.7926224669465708]"
71,82.96,Human,3.46,0.2682092277479338,"[0.0, 0.6616675103934784, 0.0, 0.0, 0.658541316623088, 0.0, 0.0, 0.7130722222532433, 0.614334475610724, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6739512769802107, 0.0, 0.0, 0.8938182297090727, 0.0, 0.0, 0.0, 0.8666812632843771, 0.0, 0.7150490640716849, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6931463495208376, 0.6448529211689177, 0.0, 0.7722068242469857, 0.681309851932983, 0.810560663887042, 0.0, 0.8919494537681385, 0.7054369142145043]"
72,80.84,Human,4.96,0.2773972992124204,"[0.6729106107744649, 0.7508936555934846, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6225485740545387, 0.0, 0.5415814105396406, 0.0, 0.0, 0.6602327431614737, 0.7471903322229221, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7615597604239793, 0.7970224683236211, 0.7455660142303316, 0.0, 0.7417821631145439, 0.0, 0.696329832303394, 0.7331884923479157, 0.6423325586924661, 0.7247457076779807, 0.775167171451088, 0.7602377727973901]"
73,125.51,Human,0.99,0.373427522650931,"[0.0, 0.7049859834960523, 0.0, 0.7911821058203132, 0.0, 0.9408037284667164, 0.0, 0.0, 0.0, 0.692863587605075, 0.6679491503073033, 0.6967766403929382, 0.0, 0.7374004784676789, 0.0, 0.9002577752082701, 0.0, 0.0, 0.7495880886148185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7355283915052901, 0.7207562264565511, 0.0, 0.0, 0.0, 0.0, 0.7162220174114987, 0.77013044318978, 0.9138813834320076, 0.7387133355764537, 0.874235240512813, 0.7286627871339155, 0.839844595030176, 0.6970132028615293, 0.6937332671989903]"
74,86.79,Human,6.57,0.6029808228177728,"[0.0, 0.8991258041867277, 0.6961711251429091, 0.0, 0.0, 0.6236861968583925, 0.6408868885698262, 0.5920958138822247, 0.0, 0.0, 0.6666250009093707, 0.9400432705917677, 0.8740147067587626, 0.7927752004212295, 0.658494405513827, 0.0, 0.8876719140470619, 0.6954648039112808, 0.5891698792697158, 0.7324853076998303, 0.6448042752498637, 0.600399107385323, 0.4224735091967846, 0.9200406670361171, 0.5446825862008949, 0.6630323513421349, 0.5890565534663474, 0.5911055695973174, 0.6312678882549636, 0.8276442602019376, 0.611618407283974, 0.0, 0.8990726530462679, 0.6970208715187916, 0.646878398720523, 0.9361287508132125, 0.7869649202510807, 0.9419778658622763, 0.6934055704974346, 0.9023052240212537, 0.8836239878192518]"
75,78.71,Human,8.56,0.27914942378770274,"[0.0, 0.0, 0.7047230537436374, 0.0, 0.6509532053180608, 0.0, 0.0, 0.5693256831948016, 0.0, 0.0, 0.0, 0.5713104438786927, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.651975648160401, 0.0, 0.0, 0.6203789394371994, 0.0, 0.0, 0.0, 0.0, 0.538071462967804, 0.7186446240193977, 0.0, 0.0, 0.0, 0.6359482325763893, 0.6224462805975535, 0.6249612979055733, 0.6063952289981599, 0.6172724899210712, 0.6851193600445772, 0.6252302089366529, 0.601498133017674, 0.6796481913369213, 0.7212238912412441]"
76,84.35,Human,2.87,0.3770422897135263,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.7232994054623165, 0.0, 0.623605690427533, 0.8564011210102452, 0.0, 0.6450987197873468, 0.8226254036091676, 0.6925762012806269, 0.0, 0.0, 0.0, 0.6725114676143336, 0.0, 0.0, 0.8569964262408748, 0.0, 0.0, 0.0, 0.0, 0.6768403302633028, 0.703003791809127, 0.0, 0.0, 0.0, 0.70403323201669, 0.0, 0.7473382447903991, 0.792232022634941, 0.7023699894884199, 0.8199058623563288, 0.6382865032167064, 0.6651610981880027, 0.8766432866762025, 0.8396801779723084, 0.6676666570818769, 0.7324582463278267]"
77,59.88,Human,5.2,0.3896001463777385,"[0.0, 0.7042129400882875, 0.7821534493870349, 0.0, 0.7264006610073284, 0.0, 0.0, 0.0, 0.0, 0.6677453397830052, 0.0, 0.8568485493548882, 0.0, 0.7368206121926537, 0.0, 0.0, 0.0, 0.0, 0.7265600315373076, 0.7275465052641746, 0.0, 0.0, 0.0, 0.0, 0.772576570377838, 0.0, 0.0, 0.8654958380685329, 0.0, 0.8333650117723903, 0.7139861130557289, 0.7345617727407108, 0.7553161007440901, 0.0, 0.7181027243636071, 0.8422915500437848, 0.7573655882793855, 0.6801842072969218, 0.850749733132497, 0.81880530211034, 0.7025174008867712]"
78,89.7,Human,4.01,0.5135277008253526,"[0.7633614552234441, 0.757540583684737, 0.7543655362060319, 0.0, 0.7776772304856033, 0.8499178455917142, 0.7503586632401852, 0.7466732947014721, 0.7594254546792669, 0.0, 0.0, 0.766380440834461, 0.6140521664513443, 0.7644540997214048, 0.7555430934326736, 0.0, 0.0, 0.7405876233195209, 0.0, 0.0, 0.0, 0.0, 0.7686441952807095, 0.0, 0.0, 0.7590403012495011, 0.7447568473664503, 0.0, 0.7144004592254192, 0.0, 0.7605579436160571, 0.7626718617214363, 0.7750588928719129, 0.8340763665560363, 0.726853779172554, 0.7360640454705792, 0.7007890620188134, 0.7502450656885405, 0.7576103977573758, 0.7405502683347281, 0.7229787599374785]"
79,79.04,Human,17.52,0.42851033705989816,"[0.9040132729128826, 0.0, 0.8093850387156311, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.688974286005776, 0.9610852479883557, 0.6377264075186858, 0.9717990301512499, 0.0, 0.5982998726136771, 0.0, 1.034260497124117, 0.0, 0.0, 0.0, 0.596588046851942, 0.5958734762805266, 0.6165912709397413, 0.5885751700892624, 0.0, 0.5646819546437739, 0.7757549854853933, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8785421358029857, 0.7314370665577754, 0.9635815970813788, 0.8177696313042605, 0.5904022369755252, 0.9590825626375508, 0.9170836672516225, 0.6150788948851987, 0.7523374696385153]"
80,76.9,Human,4.27,0.523315097482418,"[0.7328933115347468, 0.7399128677862508, 0.0, 0.0, 0.0, 0.0, 0.7335684892942024, 0.7483869930995565, 0.0, 0.0, 0.6975557091326207, 0.8508400736456053, 0.7836164863772569, 0.8310998895640501, 0.0, 0.803635545706189, 0.0, 0.803635545706189, 0.0, 0.0, 0.9303870789291774, 0.7951976289277419, 0.0, 0.7660488496768526, 0.0, 0.8020636961948141, 0.0, 0.0, 1.0134423042187075, 0.7838947441615813, 0.711766003226812, 0.7435722842169051, 0.9902386444703946, 0.0, 0.7856878516884943, 0.8588606722502685, 0.8957525490105469, 0.854922309718122, 0.7469314462094596, 1.0227797771717886, 1.0292282448608032]"
81,72.07,Human,1.96,0.55610708078232,"[0.8006141979985214, 0.7515931509064061, 0.7697212729828832, 0.0, 0.0, 0.7581634016828264, 0.821471349686868, 0.0, 0.7959087280125424, 0.6344021978634206, 0.0, 0.8158929685620867, 0.0, 0.7961135478646917, 0.7048217627187872, 0.8372934412470274, 0.0, 0.7716567005071503, 0.8394020075832298, 0.0, 0.8433223774364638, 0.828470193705693, 0.0, 0.0, 0.8270189132601128, 0.7967318877519555, 0.0, 0.7319463701744011, 0.0, 0.8270189132601128, 0.8058948516239298, 0.0, 0.7956038555927578, 0.7415119448769147, 0.74504421004013, 0.6950563332798912, 0.7530291727708914, 0.8677815635568314, 0.8854261903899459, 0.7844847252304704, 0.7749940815081766]"
82,80.59,Human,1.74,0.46918340635659883,"[0.0, 0.0, 0.6449121085893381, 0.7859646702647629, 0.0, 0.7830622979934104, 0.7381259994899152, 0.5553718897030016, 0.0, 0.0, 0.0, 0.7718664139163477, 0.0, 0.740113004379168, 0.7795998077295964, 0.7103134749687253, 0.0, 0.0, 0.7830546057256588, 0.825262592004311, 0.0, 0.7176476848234129, 0.0, 0.7629580901600914, 0.7233510109921396, 0.0, 0.0, 0.783855829780961, 0.0, 0.7445961086658128, 0.0, 0.801246800591952, 0.7144761511875815, 0.6357858284561835, 0.7317922379299876, 0.6954720918902322, 0.7730245604146176, 0.7836637026513753, 0.7210124591784741, 0.7042449927423022, 0.8257452463911866]"
