fpr,tpr,ppv,acc,npv,LR+,LR-
0.0,0.0,0.9728309526898973,0.5,0.5,32.0799068272916,1.0
0.01,0.3554619304856753,0.9726373688588831,0.6727309652428377,0.6056757064668196,35.54619304856753,0.6510485550649744
0.02,0.47924636662798165,0.9599396183189387,0.7296231833139908,0.6530052489681829,23.962318331399082,0.531381258542876
0.03,0.5352908934158788,0.9469299782653152,0.7526454467079393,0.6760952415709267,17.843029780529292,0.47908155317950646
0.04,0.5903317967389142,0.9365413577310487,0.7751658983694572,0.7008996760779771,14.758294918472856,0.4267377117302977
0.05,0.6717874421420342,0.9307275285205628,0.8108937210710171,0.7432253690200119,13.435748842840685,0.345486903008385
0.06,0.6989180032705403,0.9209400755530487,0.8194590016352701,0.7574036223852405,11.64863338784234,0.3202999965207018
0.07,0.7257633642107256,0.9120341509194393,0.8278816821053627,0.772273465497472,10.368048060153223,0.2948781029992198
0.08,0.7523093641988814,0.9038818936309793,0.8361546820994408,0.787879915958061,9.403867052486017,0.2692289519577376
0.09,0.8015638966190055,0.8990537858909512,0.8557819483095028,0.820976506651383,8.90626551798895,0.2180616520670269
0.1,0.824297238154185,0.8918096951152864,0.8621486190770925,0.8366623494167441,8.242972381541849,0.19522529093979446
0.11,0.8467081462178281,0.8850224068490844,0.8683540731089141,0.8530690590303626,7.697346783798437,0.17223803795749654
0.12,0.8687584740844708,0.8786356798498111,0.8743792370422354,0.870217428228425,7.239653950703924,0.14913809763128316
0.13,0.8992755556020833,0.8736975737037149,0.8846377778010417,0.8962378613424222,6.917504273862179,0.11577522344588129
0.14,0.9080641343178101,0.8664203883943355,0.884032067158905,0.9034222062677452,6.486172387984357,0.10690216939789526
0.15,0.9232038123564126,0.8602315811097913,0.8866019061782062,0.9171379979034608,6.1546920823760844,0.09034845605127932
0.16,0.9321225455940848,0.8534962943073715,0.8860612727970424,0.9252350038251232,5.82576590996303,0.08080649334037524
0.17,0.9346455308849337,0.8461044785436169,0.8823227654424668,0.927007155970685,5.497914887558434,0.0787403242350196
0.18,0.9371566103374447,0.8388766639033449,0.8785783051687224,0.9288170581573073,5.206425612985804,0.07663828007628697
0.19,0.9396553635226045,0.8318071102610243,0.8748276817613023,0.9306658144966201,4.945554544855813,0.07449955120666113
0.2,0.9421413409178824,0.8248903241351285,0.8710706704589413,0.9325545549146469,4.710706704589412,0.07232332385264703
0.21,0.9446140610056963,0.818121043998819,0.8673070305028482,0.9344844331570118,4.498162195265221,0.07010878353709324
0.22,0.9470730069867935,0.8114942264254685,0.8635365034933968,0.9364566241013067,4.304877304485425,0.0678551192477006
0.23,0.9495176230440479,0.8050050329842244,0.8597588115220239,0.9384723202182047,4.12833749149586,0.06556152851422356
0.24,0.951947310078999,0.798648817803789,0.8559736550394995,0.9405327269862825,3.9664471253291627,0.06322722358026445
0.25,0.9543614208270625,0.7924211157242821,0.8521807104135313,0.9426390570196099,3.81744568330825,0.06085143889724994
0.26,0.9567592542368111,0.7863176309572594,0.8483796271184055,0.9447925226093093,3.6798432855261964,0.05843344022052557
0.27,0.9591400489728521,0.7803342261724941,0.844570024486426,0.9469943263069986,3.552370551751304,0.05597253565362726
0.28,0.9615029758689572,0.7744669119266335,0.8407514879344786,0.9492456490845879,3.4339391995319897,0.05346808907089283
0.29,0.9638471291160141,0.7687118363428759,0.8369235645580071,0.9515476354849982,3.323610790055221,0.05091953645631816
0.3,0.9677444368272144,0.7633592455346833,0.8338722184136071,0.9559504020249083,3.225814789424048,0.046079375961122215
0.31,0.9693072877502075,0.7576813616491104,0.8296536438751037,0.9574122067170918,3.126797702420024,0.04448219166636599
0.32,0.9708596659365115,0.7521031848432248,0.8254298329682557,0.9589075213131516,3.0339364560515985,0.04285343244630659
0.33,0.9724011388219429,0.7466218431761401,0.8212005694109714,0.9604373477166376,2.946670117642251,0.04119233011650314
0.34,0.9739312408249732,0.7412345566983205,0.8169656204124865,0.9620027018773256,2.864503649485215,0.039498119962161855
0.35,0.9754494696888978,0.7359386321365008,0.8127247348444488,0.9636046089834375,2.7869984848254226,0.03777004663246494
0.36,0.9769552822842976,0.730731457685772,0.8084776411421488,0.9652440972682881,2.713764673011938,0.03600737143078497
0.37,0.9784480897710186,0.7256104978703111,0.8042240448855094,0.966922190096247,2.6444542966784286,0.03420938131584349
0.38,0.9799272519958532,0.7205732884297265,0.7999636259979266,0.9686398959075558,2.578755926304877,0.032375400006688426
0.39,0.9813920709727667,0.715617431181907,0.7956960354863833,0.9703981954920152,2.516389925571197,0.03050480168398901
0.4,0.982841783254831,0.7107405888050985,0.7914208916274155,0.9721980259200635,2.4571044581370773,0.02859702790861507
0.41,0.9842755509582322,0.705940479471061,0.7871377754791161,0.9740402602757025,2.4006720755078836,0.02665160854536922
0.42,0.9856924511349217,0.7012148712466213,0.7828462255674609,0.9759256820943957,2.34688678841648,0.024668187698410938
0.43,0.9870914631062354,0.6965615761614647,0.7785457315531177,0.9778549530899782,2.2955615421075244,0.02264655595397296
0.44,0.9884714532573585,0.691978443813726,0.7742357266286792,0.9798285723288067,2.2465260301303602,0.02058669061185978
0.45,0.9898311566406296,0.6874633543491819,0.7699155783203149,0.9818468244353128,2.1996247925347325,0.01848880610794619
0.46,0.9911691545279534,0.6830142106006711,0.7655845772639767,0.9839097136305244,2.1547155533216378,0.016353417540827034
0.47,0.9924838467644829,0.6786289291059169,0.7612419233822414,0.9860168793248826,2.111667759073368,0.014181421199088926
0.48,0.9937734173701016,0.6743054296253059,0.7568867086850508,0.9881674874751099,2.070361286187712,0.011974197365189215
0.49,0.9950357912545585,0.6700416226426112,0.7525178956272793,0.9903600897671407,2.030685288274609,0.009733742638120503
0.5,0.9962685790654836,0.6658353941293866,0.7481342895327419,0.9925924395829946,1.9925371581309672,0.007462841869032788
0.51,0.99813068969094,0.6618330205159383,0.7440653448454699,0.9961995792990511,1.957118999394,0.0038149189980816586
0.52,0.9987803869924451,0.6576200190274207,0.7393901934962226,0.9974655791771818,1.9207315134470098,0.0025408604324060613
0.53,0.9994173640470102,0.6534628071715097,0.7347086820235051,0.9987618838680481,1.88569313971134,0.001239650963808077
0.54,1.0000408068103732,0.649359940585983,0.7300204034051866,1.0000887183275764,1.8519274200192095,0.0
0.55,1.0006498080837416,0.6453099873789829,0.7253249040418708,1.0014461061671531,1.8193632874249845,0.0
0.56,1.0012433518202704,0.6413115230581511,0.7206216759101352,1.002833807363213,1.7879345568219112,0.0
0.57,1.001820293854996,0.6373631246342824,0.715910146927498,1.0042512380406456,1.757579462903502,0.0
0.58,1.0023793380078965,0.6334633636393541,0.7111896690039483,1.0056973665923203,1.7282402379446493,0.0
0.59,1.002919006124367,0.6296107977043399,0.7064595030621834,1.007170578259074,1.6998627222446898,0.0
0.6,1.0034376000590148,0.6258039602053008,0.7017188000295074,1.008668497213872,1.6723960000983582,0.0
0.61,1.0039331527835524,0.6220413472838499,0.6969665763917763,1.0101877506755905,1.6457920537435287,0.0
0.62,1.0044033645534094,0.6183214012423238,0.6922016822767048,1.011723652817533,1.6200054266990473,0.0
0.63,1.0051627065215751,0.6147172403777621,0.6875813532607875,1.0141507094089888,1.5954963595580558,0.0
0.64,1.0054598844562543,0.6110509857786722,0.6827299422281272,1.0153999060102994,1.5710310694628973,0.0
0.65,1.0057350450365847,0.6074251119172043,0.6778675225182924,1.0166588116330173,1.5472846846716688,0.0
0.66,1.0059858167302917,0.603838163943476,0.6729929083651458,1.017920845970359,1.5242209344398359,0.0
0.67,1.0062093631050457,0.6002885947618871,0.6681046815525229,1.0191770928418173,1.5018050195597696,0.0
0.68,1.0064022440154567,0.5967747301018371,0.6632011220077283,1.0204154650129968,1.4800033000227304,0.0
0.69,1.0065602184296991,0.593294719218013,0.6582801092148496,1.0216195068285048,1.4587829252604336,0.0
0.7,1.0066779557628425,0.5898464630445658,0.6533389778814213,1.0227666344689839,1.4381113653754893,0.0
0.71,1.0067485977495128,0.5864275055003746,0.6483742988747564,1.0238254698684413,1.417955771478187,0.0
0.72,1.0067630637228786,0.5830348615126795,0.6433815318614393,1.0247516452754373,1.3982820329484427,0.0
0.73,1.0067088875066084,0.5796647295056684,0.6383544437533042,1.025480873406909,1.3790532705569978,0.0
0.74,1.0065681300811093,0.57631197589433,0.6332840650405547,1.0259167486836263,1.36022720281231,0.0
