fpr,tpr_upper,tpr_lower,tpr
0.0,0.0,0.0,0.0
0.01,0.12400794278552564,0.08940170562003445,0.10670482420278005
0.02,0.22829346002913245,0.1829902685072535,0.20564186426819298
0.03,0.2651870594069459,0.21723321859796002,0.24121013900245297
0.04,0.30185316655907257,0.25170366091435337,0.27677841373671297
0.05,0.3575291234498555,0.3047766819467103,0.3311529026982829
0.06,0.42811779038655523,0.37319046799447503,0.40065412919051513
0.07,0.44711678255085857,0.39180390428479145,0.419460343417825
0.08,0.4660745201281057,0.4104585951621642,0.43826655764513495
0.09,0.5098108460698856,0.4538032177077104,0.48180703188879803
0.1,0.5345612639744045,0.4785213198358981,0.5065412919051513
0.11,0.5592430477034791,0.5033080561395298,0.5312755519215044
0.12,0.6017121483840483,0.5462845809699991,0.5739983646770237
0.13,0.629638342620642,0.5747770294153352,0.6022076860179886
0.14,0.6515080007768935,0.5972246239164835,0.6243663123466885
0.15,0.663265195624255,0.609343144522924,0.6363041700735895
0.16,0.6750044507058469,0.6214796048951344,0.6482420278004907
0.17,0.6867253633702718,0.6336344076845116,0.6601798855273917
0.18,0.7069647976227366,0.6547141339662522,0.6808394657944944
0.19,0.7154915917478544,0.6636307849215379,0.6895611883346962
0.2,0.732247019197818,0.6812171399736183,0.7067320795857182
0.21,0.7396799491288032,0.689047224487986,0.7143635868083946
0.22,0.7566358956219841,0.706978168155612,0.731807031888798
0.23,0.7661522483233498,0.7170856911696999,0.7416189697465249
0.24,0.7837146246346105,0.7358274849320288,0.7597710547833196
0.25,0.7917642327261682,0.7444581711986069,0.7681112019623876
0.26,0.7998008721751311,0.7531018261077798,0.7764513491414554
0.27,0.8078240303102309,0.7617589623308159,0.7847914963205234
0.28,0.8229997300192329,0.778215081334581,0.8006074056769069
0.29,0.8301540364964958,0.7860122992119495,0.8080831678542226
0.3,0.8372955169782199,0.7938223430848568,0.8155589300315383
0.31,0.8444235701095402,0.8016458143081682,0.8230346922088542
0.32,0.8515375297868023,0.8094833789855375,0.8305104543861699
0.33,0.8586366552573956,0.8173357778695756,0.8379862165634856
0.34,0.8703596888198442,0.8303762065194853,0.8503679476696647
0.35,0.8749918266400277,0.8355560065570286,0.8552739165985281
0.36,0.8796162185009313,0.840743552553852,0.8601798855273917
0.37,0.8883799739518109,0.8506224790326534,0.8695012264922322
0.38,0.8925202765680181,0.8553129204884004,0.8739165985282092
0.39,0.8966531085276322,0.8600108326007406,0.8783319705641864
0.4,0.9007781186412218,0.8647165665591052,0.8827473426001635
0.41,0.9084457210857415,0.8735112154092162,0.8909784682474788
0.42,0.9119897787145169,0.8775986650031172,0.8947942218588171
0.43,0.9155267707723355,0.8816931801679752,0.8986099754701553
0.44,0.9190563419646849,0.8857951161983022,0.9024257290814935
0.45,0.9225781023034403,0.8899048630822233,0.9062414826928318
0.46,0.9260916221542521,0.8940228504540881,0.9100572363041701
0.47,0.9295964263316786,0.8981495534993381,0.9138729899155084
0.48,0.9330919870078096,0.9022855000458836,0.9176887435268466
0.49,0.9365777151287388,0.9064312791476309,0.9215044971381848
0.5,0.940052949935488,0.9105875515635581,0.9253202507495231
0.51,0.9435169460502623,0.9147550626714603,0.9291360043608613
0.52,0.949181117669789,0.9216283672034736,0.9354047424366313
0.53,0.9513876992973943,0.9243277545047316,0.937857726901063
0.54,0.9535882861343448,0.9270331365966447,0.9403107113654947
0.55,0.9557825295202192,0.9297448621396337,0.9427636958299265
0.56,0.9579700433717893,0.932463317216927,0.9452166802943581
0.57,0.9601503982761057,0.9351889312414741,0.9476696647587899
0.58,0.9623231143246799,0.9379221841217634,0.9501226492232216
0.59,0.9644876523440244,0.9406636150312822,0.9525756336876533
0.6,0.9680753501231698,0.9452525321335759,0.9566639411283728
0.61,0.971253316727213,0.9493706218852784,0.9603119693062457
0.62,0.972996142835669,0.9516532061799925,0.9623246745078308
0.63,0.9747307401276172,0.9539440192912142,0.9643373797094157
0.64,0.976456429300445,0.9562437405215565,0.9663500849110007
0.65,0.9781724284687282,0.9585531517564433,0.9683627901125857
0.66,0.9798778299779985,0.960873160650343,0.9703754953141708
0.67,0.9815715699994093,0.9632048310321021,0.9723882005157557
0.68,0.9832523879496027,0.9655494234850788,0.9744009057173407
0.69,0.9849187712329724,0.9679084506048791,0.9764136109189258
0.7,0.9865688782389138,0.9702837540021078,0.9784263161205108
0.71,0.9882004281121889,0.9726776145320025,0.9804390213220957
0.72,0.9898105378743942,0.9750929151729673,0.9824517265236807
0.73,0.9921364973627875,0.9787002428934131,0.9854183701281003
0.74,0.992870110097204,0.9798745069646656,0.9863723085309348
0.75,0.9935955292063907,0.9810569646611482,0.9873262469337695
0.76,0.9943118234722205,0.9822485472009875,0.988280185336604
0.77,0.9950178682315709,0.9834503792473062,0.9892341237394385
0.78,0.9957122838492241,0.9846638404353223,0.9901880621422732
