threshold,fpr,tpr
0.0,1.0,1.0
0.000749064,0.575,0.9796238244514106
0.14,0.5703781512605042,0.9796238244514106
0.15,0.5699579831932773,0.9796238244514106
0.17,0.5686974789915966,0.9796238244514106
0.18,0.5678571428571428,0.9796238244514106
0.19,0.5663865546218487,0.9796238244514106
0.2,0.5647058823529412,0.9796238244514106
0.21,0.5619747899159664,0.9796238244514106
0.22,0.5596638655462185,0.9796238244514106
0.23,0.5565126050420168,0.9796238244514106
0.24,0.5544117647058824,0.9796238244514106
0.26,0.5434873949579831,0.9796238244514106
0.27,0.538235294117647,0.9796238244514106
0.29,0.5302521008403361,0.9796238244514106
0.3,0.5239495798319328,0.9796238244514106
0.31,0.5186974789915967,0.9796238244514106
0.32,0.5130252100840336,0.9796238244514106
0.33,0.5107142857142857,0.9796238244514106
0.34,0.5048319327731092,0.9796238244514106
0.35,0.5,0.9796238244514106
0.36,0.49558823529411766,0.9796238244514106
0.37,0.4930672268907563,0.9796238244514106
0.38,0.4899159663865546,0.9796238244514106
0.4,0.48025210084033615,0.9796238244514106
0.41,0.4766806722689076,0.9796238244514106
0.42,0.47289915966386553,0.9796238244514106
0.43,0.4699579831932773,0.9796238244514106
0.44,0.4665966386554622,0.9796238244514106
0.45,0.4634453781512605,0.9796238244514106
0.46,0.4613445378151261,0.9796238244514106
0.48,0.4550420168067227,0.9796238244514106
0.49,0.4531512605042017,0.9796238244514106
0.5,0.4504201680672269,0.97923197492163
0.51,0.4476890756302521,0.97923197492163
0.52,0.4441176470588235,0.97923197492163
0.53,0.44201680672268906,0.97923197492163
0.54,0.4384453781512605,0.97923197492163
0.56,0.43340336134453783,0.97923197492163
0.57,0.4300420168067227,0.97923197492163
0.58,0.4241596638655462,0.97923197492163
0.61,0.41407563025210087,0.97923197492163
0.62,0.4111344537815126,0.97923197492163
0.63,0.4077731092436975,0.97923197492163
0.64,0.4031512605042017,0.97923197492163
0.65,0.3997899159663866,0.9788401253918495
0.66,0.39810924369747897,0.9788401253918495
0.67,0.39621848739495796,0.9788401253918495
0.68,0.39201680672268907,0.9788401253918495
0.69,0.3884453781512605,0.9788401253918495
0.7,0.3859243697478992,0.9788401253918495
0.71,0.3821428571428571,0.9788401253918495
0.72,0.37941176470588234,0.9788401253918495
0.73,0.3745798319327731,0.9788401253918495
0.74,0.3722689075630252,0.9788401253918495
0.75,0.3697478991596639,0.978448275862069
0.76,0.36701680672268905,0.978448275862069
0.77,0.3653361344537815,0.978448275862069
0.78,0.3630252100840336,0.978448275862069
0.79,0.3592436974789916,0.978448275862069
0.8,0.35798319327731093,0.9776645768025078
0.81,0.3560924369747899,0.9776645768025078
0.82,0.35378151260504204,0.9776645768025078
0.83,0.3506302521008403,0.9776645768025078
0.84,0.3487394957983193,0.9772727272727273
0.85,0.3464285714285714,0.9772727272727273
0.86,0.344327731092437,0.9772727272727273
0.87,0.3430672268907563,0.9772727272727273
0.88,0.34096638655462186,0.9768808777429467
0.89,0.33865546218487397,0.9768808777429467
0.9,0.3369747899159664,0.9764890282131662
0.91,0.334453781512605,0.9764890282131662
0.92,0.33214285714285713,0.9764890282131662
0.93,0.3296218487394958,0.9760971786833855
0.933840817160894,0.32794117647058824,0.9760971786833855
