metric,x_center,x_jitter,x,auc
Nero,0,0.006286511054669665,0.006286511054669665,72.13934104643336
Nero,0,-0.006605243164565094,-0.006605243164565094,87.91106548026465
Nero,0,0.032021132522164104,0.032021132522164104,87.86298548721493
Nero,0,0.0052450058576519855,0.0052450058576519855,70.61194721925676
Nero,0,-0.02678346865805555,-0.02678346865805555,65.86878090308223
Nero,0,0.01807975274547424,0.01807975274547424,65.34868177358112
Nero,0,0.06520000225650686,0.06520000225650686,65.12662869413248
Nero,0,0.04735404815646211,0.04735404815646211,79.96332420716405
Nero,0,-0.03518676179034963,-0.03518676179034963,79.84641787606542
Nero,0,-0.06327107355230263,-0.06327107355230263,79.0156103125713
Nero,0,-0.03116372312686761,-0.03116372312686761,78.88242340474544
Nero,0,0.00206629896736218,0.00206629896736218,63.658430777683506
Nero,0,-0.11625153873194172,-0.11625153873194172,85.77457449235682
Nero,0,-0.010939583196627287,-0.010939583196627287,83.04686858316222
Nero,0,-0.06229554736265326,-0.06229554736265326,85.71185671504263
Nero,0,-0.03661336773517258,-0.03661336773517258,82.96255355908777
Nero,0,-0.027212949142865497,-0.027212949142865497,62.10139582679756
Nero,0,-0.015815007818457728,-0.015815007818457728,67.4554106939647
Nero,0,0.020581526818706643,0.020581526818706643,78.19691535477983
Nero,0,0.05212566847213388,0.05212566847213388,78.068468094909
Nero,0,-0.006426733147201713,-0.006426733147201713,60.85122986480462
Nero,0,0.0683231735274843,0.0683231735274843,61.43760062753692
Nero,0,-0.03325973367433068,-0.03325973367433068,79.3079165716024
Nero,0,0.017575503504650987,0.017575503504650987,79.19572064808416
Nero,0,0.045173509082590435,0.045173509082590435,65.59620353886928
Nero,0,0.0047006148880437285,0.0047006148880437285,83.07107004334931
Nero,0,-0.03717496246769042,-0.03717496246769042,70.71033006312277
Nero,0,-0.04608626881292097,-0.04608626881292097,82.99173577516702
Nero,0,-0.022886291283366958,-0.022886291283366958,70.53049297396923
Nero,0,0.011009756173502472,0.011009756173502472,70.41480150581798
Nero,0,-0.050480909176936796,-0.050480909176936796,68.1788729180927
Nero,0,-0.010458778743585653,-0.010458778743585653,68.10406646893297
Nero,0,-0.007961250495723887,-0.007961250495723887,76.70751996349533
Nero,0,0.027042279234290385,0.027042279234290385,67.13351281466274
Nero,0,0.010732956125317045,0.010732956125317045,70.22259348844356
Nero,0,0.01776863545199607,0.01776863545199607,76.55669200645012
Nero,0,-0.03269143047091697,-0.03269143047091697,67.96798164785385
Nero,0,-0.006480681684638473,-0.006480681684638473,67.89198648544877
Nero,0,0.03919877350306648,0.03919877350306648,85.53929728496463
Nero,0,0.07467155726103804,0.07467155726103804,66.91530215772099
Nero,0,-0.06295327660520601,-0.06295327660520601,78.66448399117803
Nero,0,0.07569618873695313,0.07569618873695313,69.09281314168389
Nero,0,0.06729377118911523,0.06729377118911523,85.47759041695461
Nero,0,0.039065570035021376,0.039065570035021376,78.54198111034323
Nero,0,0.013222781516465177,0.013222781516465177,68.27369571830553
Nero,0,-0.01569614072682139,-0.01569614072682139,68.8944252476389
Nero,0,0.07290103417684794,0.07290103417684794,78.20075290896644
Nero,0,0.09801291582249824,0.09801291582249824,69.36977374705295
Nero,0,0.09008174349330626,0.09008174349330626,68.06851455117867
Nero,0,0.0657551882367185,0.0657551882367185,59.73429544010504
Nero,0,0.0178690205329478,0.0178690205329478,78.07863165169316
Nero,0,-0.060415931614108576,-0.060415931614108576,63.037797411913154
Nero,0,-0.00022270665600416145,-0.00022270665600416145,67.93274697695641
Nero,0,0.032823746753816795,0.032823746753816795,69.16908316056201
Nero,0,-0.06441807318747772,-0.06441807318747772,69.39080994752467
Nero,0,0.019756103009100412,0.019756103009100412,57.940680432269744
Nero,0,0.021493184741111504,0.021493184741111504,67.719663671965
Nero,0,0.03480213619814342,0.03480213619814342,68.072454179025
Nero,0,-0.059205898337859456,-0.059205898337859456,69.18930661138005
Nero,0,-0.03308512860195175,-0.03308512860195175,69.00615065784467
Nero,0,-0.021821762357161063,-0.021821762357161063,69.07213780515632
Nero,0,-0.05849009538864321,-0.05849009538864321,67.86223604392228
Nero,0,0.0869683938565067,0.0869683938565067,72.50058635637686
Nero,0,-0.024795536422107595,-0.024795536422107595,57.73079184789789
Nero,0,0.016448481473010104,0.016448481473010104,66.8015248307856
Nero,0,-0.012928627273696201,-0.012928627273696201,68.80953889272821
Nero,0,0.07917364394010612,0.07917364394010612,62.16938826738342
Nero,0,0.06601804935409196,0.06601804935409196,66.45513803331046
Nero,0,0.03166763114124576,0.03166763114124576,68.8759801888966
Nero,0,-0.11017549403233254,-0.11017549403233254,72.38316138109367
Nero,0,0.0026014487129943256,0.0026014487129943256,72.32352683713424
Nero,0,0.03418430953882672,0.03418430953882672,66.57831797588881
Nero,0,0.05019807879210848,0.05019807879210848,66.22910619672881
Nero,0,-0.030895352235380043,-0.030895352235380043,72.20872379636035
Nero,0,0.09110056816641617,0.09110056816641617,77.32764944102209
Nero,0,-0.06602154850066468,-0.06602154850066468,57.970800764212505
Nero,0,-0.03307640109076095,-0.03307640109076095,68.63499429614413
Nero,0,0.04675249940570111,0.04675249940570111,77.5496003498365
