,perplexity,prediction,percentage,entropy_rate,rates
245,55.06,Human,61.01,0.7303755396724884,"[0.654452277874444, 0.7869716497393404, 0.8070167057403649, 0.7922806208413301, 0.7510042537445795, 0.6886320304093914, 0.8250947801304453, 0.6489046983721047, 0.6209529223498151, 0.7304196033558334, 0.6033487704908409, 0.6652362068020788, 0.6465943007966992, 0.7697851393795275, 0.5868809080322799, 0.7695593959896144, 0.7260552242695474, 0.6617565905178496, 0.6315516389110181, 0.6911275849923304, 0.6267181320412285, 0.7582914506550039, 0.6546054472122897, 0.6729306860481509, 0.8212521371845313, 0.7949853670261853, 0.702136860366987, 0.6430371105463247, 0.8890448160064065, 0.6380122976147753, 0.8661074345422287, 0.6835489646559603, 0.8256225500027575, 0.8089170397071531, 0.7880562372920726, 0.7009019286451027, 0.7600386039168261, 0.8040968690930934, 0.8103306936947522, 0.8465359265322238, 0.7926012710485361]"
246,89.26,Human,4.47,0.7662042920566945,"[0.6357493195923342, 0.6364099872581133, 0.718676417307443, 0.8647317665601048, 0.8678357322794631, 0.7981302556673504, 0.6706471072019856, 0.8453178942897976, 0.6416776218471165, 0.6902960062735863, 0.645684026070204, 0.6843387391634985, 0.6310320751992214, 0.6420773429209352, 0.7963292866249874, 0.8719106996533206, 0.7222255517664113, 0.807760779495468, 0.8802605173487437, 0.8630282880158937, 0.7841697621980903, 0.7616886477383712, 0.7271400650942312, 0.8013111426862471, 0.6364367467564817, 0.6184557521067897, 0.6465306677250416, 0.631074420757958, 0.6852514891483885, 0.8471979072599497, 0.8971639710782994, 0.7558039158915827, 0.8687154409587722, 0.868221327793751, 0.8136761734612726, 0.8541419607777009, 0.8787208057482637, 0.879973519911776, 0.8463524985430859, 0.7991147206175881, 0.8991156235348533]"
247,31.08,Human,100.0,0.6933715032548853,"[0.7853668388590783, 0.7009549517246768, 0.6101467273001152, 0.6947234887871373, 0.6059488407454441, 0.6840328896818997, 0.7444125166316578, 0.6768141287786175, 0.7064898123299845, 0.6478342247107926, 0.6564445575498798, 0.6705471680402282, 0.6862480014608385, 0.6548553515127494, 0.667548090752741, 0.7960523644730227, 0.6922432984387195, 0.680491315769662, 0.6671775606350461, 0.7870630215012262, 0.5697933430469341, 0.6335560150497707, 0.7782458903441178, 0.6184157410590555, 0.7513542399576355, 0.6854526096064334, 0.7180319719131536, 0.6878484954247697, 0.6647602501917804, 0.577153316371166, 0.7723082081225161, 0.6944130781353484, 0.6632315027675624, 0.6546555168190508, 0.7563763058613492, 0.6755955690575185, 0.7511140796222608, 0.7856530978959315, 0.765879932059611, 0.6626216678301139, 0.7463756526307053]"
248,55.14,Human,82.98,0.7560632313688812,"[0.6564178840987402, 0.8582695321221193, 0.7431156503790319, 0.6727847427954405, 0.8702841532154407, 0.6482287598867406, 0.6752659193115229, 0.6474936327037253, 0.8457517618149833, 0.610117306443376, 0.768377554756275, 0.5919038239747384, 0.7677910859822814, 0.853101027700584, 0.6063343856151014, 0.598632476432755, 0.5988170792383719, 0.8518623183900628, 0.8475107317269157, 0.6299930817978423, 0.831532933876014, 0.8447166518117926, 0.7791324108854664, 0.5917110578384726, 0.7770826460637196, 0.8343044346499016, 0.6773387296205065, 0.6535866513785453, 0.8601337233073573, 0.8432462145641796, 0.7257380377795547, 0.6569817845254243, 0.8083717555869129, 0.8459488743140207, 0.8747902994012168, 0.8113615904012892, 0.8738333318539886, 0.8455459288904497, 0.8465112327866053, 0.8171718801987764, 0.8574994080038952]"
249,63.19,Human,40.23,0.9668024459211627,"[1.0712853690082014, 0.9914968440947924, 1.061305446463049, 0.9461368561948921, 1.0489582519459533, 0.9709135935618002, 0.8396241163769221, 0.978864499302333, 0.8257734648012084, 0.9629414203000236, 1.0242417668236123, 0.7999481778910779, 1.02462698989657, 0.9219240716558967, 1.064826373356872, 0.9593971848909693, 1.0121574406453109, 0.8682147051692863, 0.9060077098099821, 0.7890687778393126, 0.9646929764357968, 0.9584052934674753, 0.7676059543171618, 0.9965966583537079, 1.0852637330414003, 1.002767672179696, 0.8783808021882964, 1.012727323788879, 0.8313307683837253, 0.7993740228470768, 1.0620833048712384, 0.8258266406514563, 1.07332991287339, 1.0592007716438865, 1.015164793373262, 1.0610712819178378, 0.956859210425744, 1.0579081276523128, 1.0471933204102088, 1.0839433044160023, 1.0314613495010525]"
250,65.42,Human,76.59,0.7311235238052642,"[0.8640370547016903, 0.7008119648030212, 0.8134057107828532, 0.710031061968622, 0.6443386841248103, 0.6963284734309954, 0.7688146381281349, 0.7081637318938003, 0.6826526741507176, 0.7123819038302011, 0.7208020403457992, 0.6601354597384513, 0.7171189984389296, 0.7319546717432562, 0.7717509826798788, 0.7278802669137086, 0.7806804936479979, 0.7248621025925459, 0.7292665929681078, 0.6805421692745608, 0.6557505260920758, 0.7327071970556566, 0.7204161985188479, 0.7046802684681751, 0.719956770726056, 0.7200548299174184, 0.6742355165399242, 0.8664543300806409, 0.7133755639142079, 0.8468724353912017, 0.721829349703951, 0.6853978377679716, 0.7030139892867086, 0.730472325891585, 0.7600100200616609, 0.6823213307188531, 0.7505194770217506, 0.78584945578349, 0.8260734350905216, 0.7382691552873385, 0.6918447865397115]"
252,75.41,Human,96.42,0.6692616918152039,"[0.630553288615183, 0.6520665300161516, 0.6923670592476431, 0.6909516180819061, 0.6405474491448518, 0.6406337685828114, 0.7240219926675944, 0.6797724533025086, 0.6560416320095047, 0.6486345289011439, 0.6447305972917659, 0.6313027627722795, 0.6415627702876873, 0.6956765529641837, 0.7076308173898271, 0.6247703325991234, 0.6883388156655842, 0.6639847344656351, 0.6131436338712549, 0.7090164336242264, 0.6809272713044985, 0.6207917505063116, 0.7144935250558974, 0.6074629287060702, 0.6825448309231824, 0.6175435114804805, 0.7116002554143457, 0.6221685687848706, 0.669456762029028, 0.619471860759657, 0.6336670744271088, 0.6243102494734352, 0.716820560037057, 0.7410239740720972, 0.6712736424663089, 0.6771235502982341, 0.7072950297059689, 0.6762936858806285, 0.7411195053251185, 0.7360464082347538, 0.6925466480374376]"
253,50.77,Human,73.94,0.7104758708662243,"[0.6960891311800309, 0.7109900834369713, 0.7963434032523126, 0.6645121055198232, 0.6342654921594671, 0.7394080685966736, 0.6852635132556664, 0.7243400670720302, 0.7584722747975421, 0.7171785763285777, 0.6734117909210655, 0.6770857104608738, 0.7850054049030876, 0.7836372736578325, 0.687402255754716, 0.6245732984507544, 0.7145350472745202, 0.7427359787888708, 0.6892013334667589, 0.6468479485084077, 0.7447638569732064, 0.6686899933187769, 0.702260382861688, 0.758111377971602, 0.6425989196904859, 0.7166977884283224, 0.7164132198161911, 0.6621123902351794, 0.6263059220962284, 0.6747787988966479, 0.7682062002505101, 0.6997877909441474, 0.6279067066000213, 0.7879833529524167, 0.7137246712399486, 0.7279225064445698, 0.7552900586009647, 0.810183797210921, 0.7137028857796289, 0.7445917410242695, 0.7161795863934909]"
254,54.68,Human,68.31,0.7047430602566115,"[0.6025174724659971, 0.5954996929833054, 0.7135068639537143, 0.8048375781315982, 0.6317692486659823, 0.7368705146950452, 0.7057103065383178, 0.6050072450738968, 0.8446482714551782, 0.6998819510881614, 0.7213695684031818, 0.6265445418353194, 0.6170579776688194, 0.6057362655845285, 0.6077239439701689, 0.7055782438825854, 0.5948109424710769, 0.8206948290890048, 0.8330961310416289, 0.781329272460319, 0.7708569584933039, 0.6076942949273391, 0.6507608131409301, 0.6042595622778617, 0.7538427159859754, 0.6255040082392227, 0.8023661976698906, 0.6851386108863707, 0.642249255833578, 0.6017562493073783, 0.7037200818725, 0.6136759209821757, 0.6947805842051468, 0.7295012644329805, 0.7352069305929038, 0.8671624191445102, 0.8478734867811705, 0.8188014471836862, 0.7613052623814088, 0.7848858613603126, 0.7389326833645975]"
255,51.63,Human,98.16,0.690114059416855,"[0.762524003264999, 0.6525585319177324, 0.6629176231642233, 0.8416198712459321, 0.7020687148976518, 0.0, 0.6721201697731305, 0.0, 0.681490225450921, 0.6896149600790226, 0.7036193246326893, 0.7969015805791285, 0.6767273357246346, 0.6721201697731305, 0.7085180130009127, 0.7311504852538548, 0.6815678106657554, 0.6722725700395075, 0.7530294296670976, 0.8171250124730534, 0.6807803587836884, 0.6861491462971462, 0.7460033414395818, 0.8198374021383023, 0.6467186754859134, 0.6560014867581574, 0.6752971556085228, 0.6632018575582045, 0.700901266267176, 0.7095671534972259, 0.7164429511034242, 0.8299402212599775, 0.6558691483595384, 0.844368158106826, 0.8393543472076839, 0.7307312672955995, 0.7219071011096065, 0.714676628979568, 0.7719100634664388, 0.7931269719345378, 0.8139459018305613]"
256,66.02,Human,26.5,0.7772929502008794,"[0.7692276768545753, 0.6749543449809429, 0.8565356865606214, 0.6770257632553691, 0.7384493222148919, 0.8319398171453646, 0.8551693166874543, 0.7164173217865962, 0.8430449520839617, 0.8113293472942519, 0.7368217597640835, 0.7222930177096788, 0.8052710377050787, 0.6668547574227416, 0.7332365297422899, 0.7642385474489243, 0.7129795552433984, 0.7462788175462649, 0.6742235605850477, 0.8437641597168223, 0.8498722455410082, 0.6878411120289852, 0.7176872542190523, 0.7098036083640455, 0.7084945564881526, 0.7714387511822007, 0.7434872209259581, 0.8387412851559873, 0.7003572649329238, 0.7747039929666779, 0.7395626841259959, 0.8680914873759131, 0.8296106647213496, 0.7994474289445014, 0.8517628776040396, 0.9040687764896744, 0.8585935909851831, 0.7896438779068661, 0.8483404905879214, 0.8617478601167652, 0.8356586358245042]"
257,50.09,Human,83.09,0.7188771314164324,"[0.6788931946325264, 0.750855090675519, 0.6817103548252835, 0.6672027786351277, 0.7696030709222533, 0.7614470884982506, 0.7240493387628961, 0.7183476438209827, 0.6784622254371506, 0.7212985708672127, 0.7203509158300466, 0.7032691148435657, 0.6985595727625085, 0.700462012286083, 0.7242866513737701, 0.62763058621855, 0.6614855507655839, 0.7789883743266747, 0.6848855183392749, 0.727191550002537, 0.7716252901097109, 0.6811950341870073, 0.6658017990864142, 0.7654496989633696, 0.6924941752657549, 0.7392165816852709, 0.7560126179254076, 0.677652460472252, 0.661153052158326, 0.6843950318167034, 0.746491057018781, 0.6857924679422621, 0.7297879470685587, 0.7416957688846247, 0.7488967495462204, 0.7408450454529061, 0.7630002941933769, 0.7644729265995405, 0.770235181564117, 0.7457247909505389, 0.7630452133567914]"
258,47.96,Human,62.7,0.697890559711716,"[0.6021287299281166, 0.60912705525761, 0.8047855745189602, 0.6255726986278447, 0.6118653098124743, 0.6013990768341014, 0.649739588100172, 0.619288727716538, 0.7440479028098029, 0.6412301842429446, 0.6014376076913708, 0.6278960086168014, 0.7402078406390474, 0.8588422740659676, 0.6118858889738178, 0.6563918124694493, 0.6635471360904546, 0.6691166235306542, 0.8378507065430243, 0.7731948872606217, 0.6547077507791849, 0.5954221084494422, 0.6183994147846603, 0.6839555346385897, 0.680004994720761, 0.6412858398331769, 0.5834215919511817, 0.6501406097845789, 0.590657192578746, 0.8369556909951382, 0.8315043369377891, 0.607285379050163, 0.8405246292187226, 0.7614505761112226, 0.7034656439073561, 0.8159886435672533, 0.7670176389721863, 0.8062928335691321, 0.6750899233032556, 0.8528257498894425, 0.8675612314085984]"
259,32.13,Human,99.38,0.6842126491847754,"[0.663020066203923, 0.6832437173096311, 0.704200727306498, 0.730706640477239, 0.6121166284482941, 0.5969660887223243, 0.728085514340388, 0.7673139645928796, 0.6583053267370941, 0.6213925801754877, 0.7055305396062729, 0.6609880232378009, 0.7668580902391605, 0.6775150501480968, 0.624597841124135, 0.716096917577298, 0.7042072753885924, 0.5955337988569175, 0.6532701509345329, 0.7457321777125655, 0.681076266093229, 0.7008019847586827, 0.6966594560836973, 0.6275609333772485, 0.6483907342977528, 0.6929629451477557, 0.7041639817324331, 0.7036051116559604, 0.5899093621434612, 0.6144888928932355, 0.7061892225508707, 0.6498875799624038, 0.683832784374845, 0.7149893034331755, 0.7656936242412409, 0.7005873900412922, 0.6539287560534324, 0.7364859762093217, 0.7524737924864497, 0.7146394991834959, 0.6987099007166785]"
260,67.85,Human,92.27,0.7976989991496608,"[0.9303777905505934, 0.7142553157423367, 0.9263305642471652, 0.7737570191999154, 0.9453433688692863, 0.7205448386730061, 0.9195160182902565, 0.7644193994272931, 0.7774326308214616, 0.852734503571486, 0.9203971047303938, 0.732814011156069, 0.7147697928972221, 0.7257559363941924, 0.8720217833621452, 0.6822748141444002, 0.9412330447686867, 0.7538979394473274, 0.72554199249787, 0.8287404551055622, 0.6713531461441934, 0.7034385375597648, 0.6709143025744854, 0.6788456522946177, 0.7030566704763537, 0.7353132046165617, 0.6795169727722338, 0.7013427451209295, 0.6959638980224844, 0.7322152175563119, 0.7047969757591889, 0.6653243335899167, 0.904702995868266, 0.9422363394703661, 0.9602782129385334, 0.9367846725988961, 0.895822561150427, 0.9174727942123692, 0.9374864796860606, 0.8551096562379076, 0.7915252725895503]"
261,53.82,Human,69.34,0.8246867439389627,"[0.8388191670350306, 0.8178692775899175, 0.80474525232102, 0.7921560788959848, 0.8186502911371643, 0.7790502475682185, 0.8339153338417752, 0.733620242674956, 0.7754155368937073, 0.9263092915892103, 0.7827589655518724, 0.7848695438280578, 0.7508128659062966, 0.8295770682449584, 0.8586317075381223, 0.8201327245729331, 0.9547773328141459, 0.763844414857536, 0.8516300561816891, 0.7849896236028366, 0.8317887424190613, 0.7958132892755672, 0.7536507033046739, 0.7787835426531363, 0.7728404238723744, 0.9712797849476192, 0.7802005655900318, 0.8163745149512749, 0.8007681383598128, 0.6713289755592594, 0.9114891408157206, 0.7923560259013769, 0.7455265296783748, 0.7914321582581293, 0.9537153086714804, 0.9484949974219841, 0.8751910046356344, 0.8516443480530334, 0.8802261601033811, 0.8562117730500586, 0.9304653513300488]"
262,34.81,Human,99.99,0.7621161729057006,"[0.6525143674010128, 0.6604206437908675, 0.7665487503970253, 0.6664928109585043, 0.6608158303203532, 0.6622918134023847, 0.781597686203408, 0.8710142199660653, 0.804211117721579, 0.6893174634477256, 0.9017982220125494, 0.6767376613180267, 0.7719712959984062, 0.6602366633539988, 0.7388612113990217, 0.6760567125161645, 0.7138043620267059, 0.786113475630891, 0.7039276150893828, 0.8743335417191083, 0.7492508500098232, 0.7863757609912787, 0.9019640993932388, 0.7314248970266645, 0.66569220333979, 0.6846067003363907, 0.9047146600329566, 0.9196344219387523, 0.6841153891048383, 0.6477988366881734, 0.6550430916262504, 0.6304094490828028, 0.8021109765484177, 0.7027838373902395, 0.8677187264764711, 0.8016174367966717, 0.9292493983436309, 0.8729697680384808, 0.8810637738571496, 0.7534689113504953, 0.95568443608802]"
263,46.71,Human,92.91,0.6887245349431333,"[0.7875197814443404, 0.80901154384333, 0.5395244794569317, 0.5743094392797397, 0.6771146778250627, 0.718160799820703, 0.8102883813576073, 0.5287984410047575, 0.7014535276917055, 0.8396764726121473, 0.5497079557445494, 0.607820451604475, 0.7145019837067335, 0.7051359123424548, 0.5592126465360905, 0.7094354710744745, 0.6873787150106239, 0.5579449487614407, 0.5228795080387219, 0.7449398783189264, 0.6717031225783451, 0.7360674272240456, 0.5890312716780063, 0.5858238272347104, 0.7468551089780214, 0.7096758160933724, 0.884985996608009, 0.8775639656080477, 0.5195879031710555, 0.5694930185304066, 0.6514897947886292, 0.6704136144703234, 0.756922017232203, 0.5134474874108058, 0.7603691879364798, 0.7836379595961501, 0.7385059773507301, 0.728772987056791, 0.8258927470101445, 0.7263454796093735, 0.8463062070280121]"
264,47.0,Human,98.03,0.5845037077296444,"[0.7043893901648643, 0.6626102988416791, 0.735605958320642, 0.7039453367141544, 0.6458428056778964, 0.6971927227953868, 0.6703983632919196, 0.7136065946944626, 0.70471530534553, 0.0, 0.7044417298528431, 0.7654263613476926, 0.0, 0.69146551091615, 0.0, 0.6897427193213633, 0.6955419497079748, 0.7695716178818326, 0.6839385432240055, 0.7037471975313961, 0.706568745004987, 0.0, 0.8283433784142991, 0.0, 0.8108884706621919, 0.0, 0.7050420885879096, 0.6984073169447125, 0.0, 0.7250478162523435, 0.7019973315800448, 0.0, 0.7170103776872828, 0.683984436452833, 0.7785353972562886, 0.7307491692129522, 0.763549876334751, 0.7553984861960714, 0.8458246396085921, 0.8256907968963749, 0.7454312841939998]"
265,49.85,Human,87.18,0.7704781295867966,"[0.8222765321554472, 0.8077478465065359, 0.8245136747885312, 0.8190293045465474, 0.7893718585085887, 0.6734694343128932, 0.7836336373928858, 0.649068686995389, 0.6687207749391276, 0.7766874307495336, 0.7356380879891534, 0.7789994569392171, 0.8353524093375008, 0.7599649961105348, 0.8464669063088408, 0.7885471230043704, 0.6612926828812983, 0.7537768883499812, 0.6370956150194078, 0.6767940311865851, 0.7897220549475511, 0.8108831734904575, 0.7752012604476983, 0.6392766157434725, 0.87225282257074, 0.6840421043156568, 0.822620443363111, 0.8053369818762705, 0.7309034056520316, 0.6952541982317627, 0.8202757308789355, 0.805635704388943, 0.6578466091857713, 0.8298149964834185, 0.8307472506899221, 0.8417360944561701, 0.8348721599913522, 0.7701519159629926, 0.8286342345286883, 0.8325349678302397, 0.8234132100011082]"
266,74.09,Human,51.68,0.7620835874355942,"[0.7560590739925529, 0.7544259233279126, 0.7749484816093452, 0.741964084726029, 0.7571732236852702, 0.734476418665798, 0.7505308447703801, 0.7586230202092527, 0.6773131109454859, 0.7591951301505497, 0.7544577391974706, 0.7462789208170447, 0.7752502723370648, 0.7454725714150736, 0.7593473277860074, 0.6982351567062987, 0.8033079749771957, 0.7426173545839442, 0.7627293193065902, 0.7844930191483189, 0.7558600908686034, 0.7415380971757083, 0.7508685822929034, 0.7477563237421739, 0.776002576168381, 0.781619102372772, 0.7488678885037718, 0.7593267524553203, 0.7426057908846417, 0.8174656619797906, 0.7971683508111563, 0.8303204266476126, 0.7770253615458482, 0.7496805933917403, 0.7004557478690513, 0.7842428014309752, 0.7085583153630585, 0.81459141276912, 0.8138374794455825, 0.8163952555605452, 0.7943415052230218]"
267,43.37,Human,51.68,0.5215099112599024,"[0.6552249164203001, 0.0, 0.7163938210413047, 0.6634755342931989, 0.0, 0.6973932777061629, 0.0, 0.6238351724093807, 0.6869413865978571, 0.0, 0.6740935158907985, 0.6879070448212059, 0.0, 0.6668989794195572, 0.6781292358401182, 0.0, 0.6534155495324115, 0.6798414848843016, 0.0, 0.7672228554074865, 0.0, 0.665781237157258, 0.6439160856485027, 0.6712083390329024, 0.715277254368475, 0.7199243274070309, 0.0, 0.7446206981064942, 0.6420109543784445, 0.6536523421172807, 0.0, 0.7170915511258948, 0.6892217971594136, 0.6777217731416806, 0.6832061789646421, 0.6595504660534135, 0.6889691576944235, 0.7622677923083185, 0.7821975760558404, 0.6293707597348014, 0.7851452969370996]"
268,40.54,Human,100.0,0.6790258486418437,"[0.6827460185800401, 0.0, 0.7745021704844401, 0.7543712454976202, 0.7227311601934381, 0.716491550455141, 0.7239131195431427, 0.7644316699034023, 0.7231057748756088, 0.7908885798945674, 0.7247316911381209, 0.7515297698019204, 0.7223887082723389, 0.7294229056108401, 0.773941366753034, 0.8538899929879978, 0.7559583237225204, 0.7600504420284152, 0.734603583051993, 0.7904913229135424, 0.7480839822416407, 0.7628857254656349, 0.732648538609668, 0.0, 0.7050546853820073, 0.7416020023806891, 0.7169062991324782, 0.0, 0.743349765713266, 0.7186615322370773, 0.7310506952988463, 0.8073253735360376, 0.0, 0.7117671243886762, 0.7820056398426972, 0.7896948644294377, 0.8287274892280742, 0.7214760676487387, 0.7571446123562634, 0.7467280772280251, 0.8447579234882097]"
269,36.25,Human,77.14,0.6955107126058804,"[0.7116435294681912, 0.9529082934242928, 0.9348745623841139, 0.7486577098637368, 0.0, 0.8349623872652983, 0.0, 0.7361834967253863, 0.7481227756113523, 0.7199043215325738, 0.7462280479804925, 0.7428514455545696, 0.7232004172511902, 0.7740227283143272, 0.7343396209584397, 0.7106773115212389, 0.0, 0.9969793958114008, 0.0, 0.7743110821353799, 0.753550703941686, 0.9480002598569665, 0.0, 0.9298578579640504, 0.9818515548163519, 0.7223495856691194, 0.7251720342418583, 0.7390271342342454, 0.7393496938195326, 0.8711249640710668, 0.7264237275321775, 0.7412269853435026, 0.0, 0.9090027272059189, 0.9141021200735959, 0.8074780780897888, 0.7367341295526365, 0.9614627686150234, 0.9704499091604795, 0.9236152644817773, 0.8252925923693228]"
270,71.98,Human,59.05,0.7611274541106718,"[0.7355220571264309, 0.7241414553884414, 0.712085387122054, 0.8364650197641621, 0.7305188598786735, 0.8050301817647154, 0.8085138188852697, 0.7308778668351491, 0.8367139690331757, 0.7303580831165056, 0.7373686015679562, 0.7173560836625962, 0.7365023646570485, 0.7212664811129125, 0.7348924085424455, 0.7211000350957776, 0.7325296333059094, 0.7219771691892862, 0.7219280059388083, 0.7372760709082569, 0.7466121243549437, 0.734461404146761, 0.7328668992581585, 0.7304808512250724, 0.7325895999040559, 0.7244159426920349, 0.8737100978785743, 0.7241782251693426, 0.738154254407656, 0.8424811696484092, 0.7488497026423377, 0.7202014618028755, 0.8055632529304144, 0.8017765847769833, 0.8584129291749696, 0.7478253091341487, 0.7884847843867725, 0.7612447731475483, 0.8428956427205986, 0.7769919132265282, 0.8416051430137816]"
271,74.47,Human,23.0,0.7217601733988149,"[0.7657001269691288, 0.7806397634171558, 0.706748583093927, 0.6080121716668374, 0.7743270308895202, 0.774144208561088, 0.7725352921895954, 0.7163859372109544, 0.6286481482952895, 0.7716222433438314, 0.6519003837194611, 0.6443386122454858, 0.7521856740702833, 0.7707940232721628, 0.7563996121002732, 0.5900405599120319, 0.744803628570425, 0.7561810051137969, 0.5893683049084744, 0.7936286962816688, 0.6486647995740531, 0.7690858161614287, 0.6990589242042689, 0.7721764605926329, 0.6979727744014964, 0.6619286271332921, 0.6488911781262011, 0.7980223746594483, 0.7637830374182956, 0.6654529103536135, 0.7614869349420609, 0.710729669320445, 0.7736877276221862, 0.7499913302654918, 0.7931735899172153, 0.7039282233729194, 0.6780553506558875, 0.7315116281909942, 0.7760140980085486, 0.6623813802502915, 0.7777662683492488]"
272,49.7,Human,64.71,0.7537528759671562,"[0.8106035125034217, 0.78810553562073, 0.7684147329906982, 0.678680915182687, 0.6525745161272356, 0.6290047313033514, 0.7752638123784689, 0.8479647369775728, 0.6873247198803004, 0.8177336101266889, 0.7318776616574636, 0.7476811423213782, 0.8157054976287742, 0.6424604528536075, 0.8561871869481573, 0.8371535292310687, 0.8041735704674563, 0.6180200474195513, 0.6385500062005012, 0.7880970889571578, 0.6907531745617594, 0.7791791458271574, 0.6692746435181276, 0.730539452634141, 0.8075369693790465, 0.7623946663532217, 0.7859595616757742, 0.7814749476949161, 0.6556019528157732, 0.7604447798712758, 0.6080350284186046, 0.8347699927519161, 0.7282457765977616, 0.7874177274581139, 0.7383454739166487, 0.7695191426248605, 0.8184361672095469, 0.8467240379718262, 0.840532595017214, 0.7748363516114697, 0.7982693199679797]"
273,68.45,Human,93.26,0.744687711422356,"[0.6864204294405254, 0.7901748724732152, 0.8158166236235654, 0.6415600239572783, 0.6475172379250509, 0.6496866161310443, 0.6601227593932278, 0.7831500436903984, 0.7651248751479685, 0.7947751192741883, 0.7386556193994824, 0.803344389982284, 0.7874162473027743, 0.8151585915221938, 0.7996005162716827, 0.8180384953281871, 0.7455173733406806, 0.7915029943081631, 0.7349162722651889, 0.6659632706134985, 0.7693587917483752, 0.6596745035853219, 0.7857623613306219, 0.6491608240385217, 0.6768529304722288, 0.6380616010529542, 0.6552843459111731, 0.8024158942541919, 0.7972035561182776, 0.7871621258308819, 0.661908047025101, 0.6393781781602007, 0.815325323911073, 0.7766420273231686, 0.7430228524203085, 0.8327756370450294, 0.7894256811724377, 0.7633216324375134, 0.7804727747027251, 0.7802043505892313, 0.7943203577966609]"
274,33.5,Human,97.3,0.6522331038517143,"[0.6421026439472316, 0.5916310348111969, 0.7988685970436239, 0.8093001798835867, 0.6892843126162083, 0.6629998075609607, 0.8704148691721334, 0.6411266795884207, 0.7352384409864211, 0.7723992696289269, 0.0, 0.7026467233761371, 0.6208654363095625, 0.7481392163635833, 0.7020792142894231, 0.6104814940963231, 0.6826825833051616, 0.0, 0.668284927284316, 0.6077395997081153, 0.6455219400587356, 0.6163850587421549, 0.7195104753217388, 0.7422887280630289, 0.5984642881266071, 0.6806294157600312, 0.852384103635914, 0.0, 0.8653044628057158, 0.6696322492774359, 0.0, 0.6593714128756664, 0.874117503496995, 0.6008945217542944, 0.721651382237838, 0.8575920305435755, 0.8107053388735258, 0.7184491765322512, 0.8355006303940035, 0.8412983648202162, 0.8755711446292271]"
275,55.93,Human,33.11,0.671304356344747,"[0.7541961875680574, 0.5943860062084257, 0.7122436088413131, 0.7676874948619083, 0.7589573383175507, 0.5930625924579613, 0.6956325462321999, 0.6806176587923918, 0.7523192227093798, 0.5833602516233732, 0.6276628975611468, 0.6025157833272987, 0.7650121746923174, 0.6317713038728042, 0.5837281099744245, 0.6318724549958994, 0.6734473287380095, 0.618187103429598, 0.595342115984809, 0.6299851919602436, 0.6539182782104684, 0.6270566208851881, 0.7591257853565896, 0.6073338584544208, 0.5997534158006388, 0.6076769216612163, 0.7414643938758928, 0.6116262072444478, 0.67694301057567, 0.5956879933063212, 0.7250193832415132, 0.6307635273550644, 0.6127676798438103, 0.6389159092374038, 0.7647645678970914, 0.6765337531099191, 0.7757941058427037, 0.7487217332628632, 0.6991780653018067, 0.7830469738888954, 0.7353990536335908]"
276,96.56,Human,33.11,0.7933214993938021,"[0.9431402514032471, 0.7250609973502988, 0.8851179225905639, 0.7053503156554112, 0.7325451210540846, 0.7053051243726836, 0.7205236294752163, 0.8115746648383199, 0.7315006851305262, 0.8311313638081884, 0.8089513777785196, 0.7205523168673545, 0.7311513113027693, 0.9273272064928111, 0.7203288594820186, 0.7457459118760372, 0.723468414268339, 0.7134519085057818, 0.7243297608031832, 0.7321938621819373, 0.7124269927460215, 0.7413235907941714, 0.7188891124944203, 0.9150526736591289, 0.7509236154039878, 0.9252398073376752, 0.718849642483098, 0.8422693832243262, 0.8145164395503978, 0.8031312300166242, 0.8586377316911119, 0.7095048547021595, 0.7116887112242019, 0.8904583760599769, 0.8325308364055176, 0.8549532888520679, 0.8410624353136217, 0.9328454076012295, 0.9191733364703041, 0.841665875437697, 0.852287128440856]"
277,48.29,Human,33.11,0.7929679613308633,"[0.8633103908292434, 0.8137780560845803, 0.6783115154429761, 0.7656402371758266, 0.7291195914075586, 0.8563623190181886, 0.8148694694186941, 0.8707918525313213, 0.6383929652987268, 0.7631938381100946, 0.9351102636644071, 0.8405141453748881, 0.8312811847885786, 0.8282655570955929, 0.7610442082848969, 0.8002589154624794, 0.8203510323450363, 0.7489398627523592, 0.746070007715634, 0.7389187830401277, 0.7670820603170946, 0.7455479027167554, 0.7214309038992965, 0.725676651432535, 0.825866918468862, 0.6668102323146088, 0.7535457977861523, 0.9070932431912951, 0.8193883590734934, 0.71033026306523, 0.7733684785973495, 0.7502133540948187, 0.7696241265124482, 0.8842206851371307, 0.828517186173317, 0.8596261573652941, 0.828860908925932, 0.8562192560306495, 0.8533342899513556, 0.8081891141397487, 0.812216329530827]"
