entropy_rate,label,lens
0.5728174945864322,0,121565
0.5440476928274697,0,194997
0.4522671337108188,0,146569
0.7067498620130652,0,172371
0.5680067210701952,0,175686
0.4941904253343849,0,158164
0.4437221089083346,0,141331
0.4881859153119082,0,121625
0.7006668459009114,0,182697
0.4396792543144703,0,159129
0.2553447995576651,0,131883
0.688806569550346,0,121462
0.7077110225481006,0,153726
0.5708043021619125,0,164714
0.6018388345298433,0,187813
0.5975991050935884,0,196392
0.7706761916231135,0,133137
0.4074990337340061,0,161271
0.6404564646324168,0,136480
0.6420621379729358,0,121050
0.7645103222614763,0,199499
0.6959560902077833,0,124034
0.6668300488454892,0,117102
0.575708887935221,0,130561
0.7686201502843046,0,189841
0.448250936762331,0,134892
0.8374632159028269,0,161302
0.6363332227814628,0,179672
0.6145790863480022,0,133409
0.957563565688474,0,132224
0.7598767746611453,0,135341
0.6657192547716827,0,180829
0.5187197419245402,0,185258
0.5830528576201517,0,123955
0.5009871231674901,0,141562
0.7374827360535602,0,138445
0.5456282360547815,0,144895
0.957332281678902,0,152917
0.633834413557124,0,138990
1.213051348893329,0,135143
0.6502262905615953,0,154452
0.968061150278936,0,174976
0.7208450828620678,0,178688
0.7005606118712516,0,172269
0.6542161468530134,0,121877
0.7252836397981237,0,173765
0.5470303309794651,0,119062
0.5139089591370527,0,172345
0.8921479161734986,0,168698
0.5459362451076114,0,178874
0.4593400813317122,0,187843
0.5696142190351741,0,145294
0.7132350929536772,0,167055
0.5303396561695545,0,165591
0.3454852131679775,0,147946
0.8245453823386014,0,160917
0.8645721151490856,0,126358
0.7458401944343355,0,145664
0.7528094331791413,0,164399
0.6243969848448303,0,139710
0.5607731258331865,0,141764
0.8185607442428362,0,169414
0.6616042825859423,0,189016
0.405913781445719,0,172398
0.9512756176401296,0,144147
0.3760486613924653,0,135746
0.4485079179064337,0,124145
0.6048416030718684,0,163807
0.6350510070370559,0,168153
0.4309774582009973,0,140127
0.7052114697123889,0,197252
2.1490436583727,0,94521
0.8447956612672592,0,91205
0.8216890665933833,0,107908
1.4240009227356307,0,119659
1.216133368019768,0,175244
0.8243382061161403,0,177174
1.047990272898474,0,119704
0.5818458445664583,0,96013
2.276863474731141,0,91201
1.260138657525307,0,110421
0.8608048215137232,0,129921
1.0315748498011563,0,95625
2.152264765407404,0,112606
