perplexity,percentage,entropy_rate,rates_0,rates_1,rates_2,rates_3,rates_4,rates_5,rates_6,rates_7,rates_8,rates_9,rates_10,rates_11,rates_12,rates_13,rates_14,rates_15,rates_16,rates_17,rates_18,rates_19,rates_20,rates_21,rates_22,rates_23,rates_24,rates_25,rates_26,rates_27,rates_28,rates_29,rates_30,rates_31,rates_32,rates_33,rates_34,rates_35,rates_36,rates_37,rates_38,rates_39,rates_40,label,lens
48.02,0,0.18708992118504,0.0,0.409258342438541,0.0,0.0,0.0,0.0,0.5548323630716514,0.0,0.0,0.0,0.5951982202200163,0.0,0.4570007376593177,0.0,0.0,0.5286016057892949,0.0,0.0,0.0,0.0,0.5997436837167971,0.0,0.0,0.555129782013162,0.0,0.0,0.0,0.0,0.4478488543629545,0.583699085639789,0.0,0.0,0.6738423647326321,0.5501424999502995,0.6922157417930493,0.0,0.514781358497495,0.0,0.5083921287016477,0.0,0.0,1,158903
65.64,0,0.31667811802085,0.4300012594821966,0.44634389673240693,0.0,0.5965851964038003,0.40537639631219646,0.5312025541071079,0.4278732472881157,0.29909570719496614,0.4093628991651549,0.0,0.0,0.0,0.0,0.0,0.0,0.5267889369224871,0.0,0.0,0.2738122300563266,0.4061214998868747,0.0,0.4314528626538588,0.6245324822286776,0.40067539403116076,0.0,0.0,0.28939732079037095,0.3908101025223058,0.44841600727906583,0.509108142031698,0.49567573933160425,0.4334113497869607,0.3792769098190882,0.5666412236401661,0.578331444175907,0.4605955145431734,0.5392212375600863,0.4022679294281331,0.3663017849416849,0.4491612228694045,0.46596234766990263,1,139393
60.2,0,0.322771773339516,0.0,0.5947837371042864,0.5507365760175512,0.0,0.6456702303957551,0.0,0.6315111684164012,0.0,0.6225656636085953,0.0,0.0,0.0,0.0,0.6854312386928751,0.0,0.0,0.6233523466048351,0.0,0.0,0.6523559928431022,0.5989432842274659,0.0,0.0,0.6613977154468652,0.0,0.0,0.0,0.6050944327106558,0.6645393986821847,0.6801541836475827,0.6328145756875599,0.0,0.5897042624298809,0.6393486155250275,0.6477971306974492,0.6509314024695636,0.0,0.6094208576852094,0.0,0.6588411726156124,0.5882487214117107,1,115716
62.33,0,0.132799917032608,0.0,0.25837597240408494,0.0,0.4386979748518447,0.44758993877311676,0.4239622718457664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4958334370829136,0.0,0.5561080482365357,0.0,0.33529148441390916,0.46366477509076465,0.49823596260940006,0.0,0.0,0.0,0.0,0.0,0.5042130524630026,0.0,0.0,0.5328893172388947,0.48993436332670637,1,164747
65.25,0,0.348530375619118,0.0,0.0,0.0,0.0,0.5427649030966643,0.0,0.0,0.6710694722522841,0.0,0.0,0.6078928575221041,0.6527359897328395,0.0,0.0,0.0,0.0,0.5696198532471741,0.6570496254628861,0.0,0.0,0.0,0.6604317642956722,0.7062775003147819,0.6211794208226563,0.6489060597193551,0.6668539338793449,0.0,0.0,0.0,0.5787097411889998,0.6122535974722719,0.7803765073715394,0.0,0.6649893591943752,0.665400943450075,0.6474722422896061,0.7550711144739686,0.6746881135927011,0.6219045252262961,0.6225601114595685,0.6615377643187099,1,135184
83.98,0,0.187114855804683,0.35690712534687685,0.0,0.38398959119132337,0.3854036112292454,0.0,0.0,0.42096989972449694,0.4521818978052149,0.39158213842467543,0.0,0.0,0.44623918112452654,0.0,0.0,0.0,0.0,0.41289280791174515,0.0,0.0,0.0,0.0,0.48717675541169814,0.0,0.0,0.0,0.0,0.0,0.0,0.4276428125542426,0.380099804814934,0.49351148977384485,0.0,0.0,0.0,0.3992715399378328,0.0,0.43263152687933176,0.4713301186306058,0.41573720099473327,0.46286091218648734,0.45128067405019967,1,136107
64.67,0,0.352555713922724,0.3404186728393235,0.2609443750152058,0.35588159750615284,0.43057408108068035,0.2626868638936313,0.3840357082605889,0.5200255626613569,0.38915078128783015,0.3187907095380017,0.280829414117621,0.25895010447609146,0.21843713181292718,0.3386101175472375,0.35394281875647504,0.2735330820971741,0.31863624888910075,0.3597796144883697,0.35203588473049097,0.34830883698560555,0.46744502040711283,0.4466099837546519,0.29056735734244354,0.36600851881850804,0.34975633294313263,0.40381910278453853,0.30194505310015385,0.34112276496543453,0.3159837496414885,0.2990594954701919,0.44207693109410084,0.33523849662350663,0.40145076573107075,0.3965598417091871,0.36595459464298513,0.26967983751141117,0.40398267019205114,0.43333932794134483,0.31756865831442704,0.4366816252710542,0.43365263361213263,0.2707099029769142,1,184963
86.35,0,0.391583973690955,0.35346631758464203,0.591129966260807,0.4547728694219111,0.6358653281967694,0.5541072733390747,0.632125307230511,0.5575176151604906,0.5380440087936332,0.6086410426876966,0.6317498280991017,0.0,0.0,0.0,0.6054808041206522,0.0,0.0,0.0,0.3430440953175314,0.0,0.0,0.0,0.3405323231433817,0.36096401522288496,0.5293022279323236,0.40766030827893207,0.0,0.5467317319712498,0.0,0.5669070719394883,0.7033867555387523,0.4782274213898372,0.466009265946793,0.6536532231872808,0.5886248732813585,0.6241076690891417,0.6193642029136422,0.6581831238383636,0.578908338410423,0.536779793137079,0.363323489224819,0.5263326306706062,1,125591
109.44,0,0.594468831521441,0.4825364339729396,0.4921990243776114,0.7674477758512779,0.400414161989042,0.5125002863717386,0.5370493792658604,0.6926787013069218,0.5093013444265387,0.6327647768510167,0.6412039139036032,0.5249455049290316,0.7542656791928404,0.6392725737252063,0.7578607891598819,0.6538022853743408,0.5246995799226867,0.7527706362978335,0.6787332139018276,0.6789448896783907,0.4799968703935266,0.7641552745455074,0.7587544803006135,0.770030801841155,0.46745397660567184,0.5050199482505584,0.620802537050582,0.7619508080686419,0.7610112037028789,0.5357256205018243,0.45974576989753585,0.445508832295192,0.4535016757424241,0.509941090188488,0.5117136430068269,0.5608917017510072,0.5140850273753476,0.6155114226453282,0.6662701443322931,0.438200722072791,0.6451200337751897,0.4944395575371308,1,199908
64.75,0,0.137547909214273,0.12117750406025997,0.1688385465516812,0.13969244558639257,0.12182443916809478,0.12931315523706452,0.18297266597327344,0.12528903122401808,0.10110875783563933,0.14824759768626805,0.1255037104164964,0.11929301684699882,0.13421297198383506,0.11906206947714924,0.14561495839330105,0.13136257019424594,0.12703952270098373,0.14860692616200932,0.17372946631685446,0.13515879602832417,0.12442120854500821,0.13947880313103178,0.20694919003502846,0.139832228487894,0.12577889127365782,0.1564693071583802,0.11464355982050728,0.14953249045407302,0.12657566619504607,0.14734931241489488,0.13836503191221963,0.13344576759478055,0.15801859339159333,0.13694594368216684,0.129015286105239,0.1272443434522111,0.13848019306405052,0.14576327031181974,0.13704093577618834,0.13056499581158623,0.10728475680232734,0.12821635052263597,1,152967
