fpr,tpr_lower,ppv_lower,acc_lower,npv_lower,LR+_lower,LR-_lower,threshold_lower,tpr_upper,ppv_upper,acc_upper,npv_upper,LR+_upper,LR-_upper,threshold_upper,tpr,ppv,acc,npv,LR+,LR-,threshold
0.0,0.0,0.9435817205428457,0.5,0.5,11.938706194608605,1.0,0.7708290999871,0.0,0.9722848703342944,0.5,0.5,24.834622425567765,1.0,0.7708290999871,0.0,0.9289327762795995,0.5,0.5,48.26500384834715,1.0,inf
0.01,0.116822613655293,0.9909245447081625,0.5534113068276465,0.5285137473989436,11.6822613655293,0.8920983700451586,0.75561408301597,0.273802386344707,0.9647642145339328,0.6319011931723535,0.5768566464158051,27.3802386344707,0.7335329430861546,0.75561408301597,0.1953125,0.9265003293170972,0.5951052295918368,0.5594715852442672,43.27312692417369,0.8078286082474226,inf
0.02,0.3354775819544401,0.9437376616268214,0.6577387909772201,0.5959176896868852,16.773879097722006,0.6780841000464897,0.8050613262429469,0.5317099180455599,0.9637490656850066,0.7558549590227799,0.6766600228854074,26.585495902277994,0.47784702240248994,0.8050613262429469,0.43359375,0.9204192119108416,0.7078683035714286,0.6358968755832958,32.15625000000017,0.5757721676902829,0.8050613262429469
0.03,0.37767818659826496,0.926412545517029,0.6738390932991325,0.6091733416172663,12.589272886608832,0.6415688797956031,0.7705936518383981,0.575446813401735,0.9504498176620281,0.7727234067008675,0.6955632881712615,19.1815604467245,0.43768369752398456,0.7705936518383981,0.4765625,0.9167705414670884,0.7255261479591837,0.6528505806780571,26.03125000000012,0.5358871188857205,0.7705936518383981
0.04,0.4206136742868058,0.9131593301872024,0.6903068371434029,0.6236251316284976,10.515341857170144,0.6035274226179106,0.7361259774338493,0.6184488257131943,0.9392511635863664,0.7892244128565971,0.7155895491726988,15.461220642829856,0.39744913988208935,0.7361259774338493,0.51953125,0.9131218710233351,0.7431839923469388,0.6698042857728186,19.906250000000068,0.4960020700811581,0.7361259774338493
0.05,0.48726314361625384,0.9069357342038094,0.7186315718081269,0.6494674663142346,9.745262872325076,0.5397230067197328,0.6896140820862326,0.6823797135266033,0.9317294033729625,0.8161898567633017,0.7494357814696724,13.647594270532066,0.33433714365620704,0.6896140820862326,0.5848214285714286,0.9050947960470777,0.7674107142857143,0.698270871026105,12.995432692307707,0.4352112015018773,0.6896140820862326
0.06,0.5104492359144185,0.8948197381598361,0.7252246179572093,0.6575492270827298,8.507487265240309,0.5207986851974272,0.6775698611431649,0.7038364783712957,0.9214491560707652,0.8219182391856479,0.7604171968782133,11.730607972854928,0.31506757620074927,0.6775698611431649,0.6071428571428571,0.9007163915145737,0.7739795918367347,0.70978375118463,12.209615384615397,0.4143053817271589,0.6775698611431649
0.07,0.5338471703808139,0.8840766282702711,0.7319235851904069,0.6661161874761706,7.62638814829734,0.5012396017410604,0.665525640200097,0.7250814010477575,0.9119587001937738,0.8275407005238787,0.7718363720243819,10.358305729253678,0.29561139672284137,0.665525640200097,0.6294642857142857,0.8963379869820697,0.780548469387755,0.721296631343155,11.423798076923088,0.3933995619524405,0.665525640200097
0.08,0.5574642000979524,0.8745027564093681,0.7387321000489762,0.6752116165066184,6.968302501224405,0.4810171738065735,0.6534814192570292,0.7461072284734762,0.9031602711577429,0.8330536142367382,0.783717237481271,9.326340355918452,0.275970403833178,0.6534814192570292,0.6517857142857143,0.8919595824495656,0.7871173469387754,0.73280951150168,10.63798076923078,0.37249374217772213,0.6534814192570292
0.09,0.5813095013558529,0.8659336716995278,0.7456547506779265,0.6848848553734697,6.458994459509477,0.4600994490595023,0.6414371983139613,0.7669047843584327,0.8949708279813336,0.8384523921792164,0.7960841647729743,8.521164270649253,0.25614858861710693,0.6414371983139613,0.6741071428571428,0.8875811779170617,0.7936862244897959,0.7443223916602051,9.852163461538469,0.35158792240300374,0.6414371983139613
0.1,0.6053945369508901,0.8582353636700165,0.752697268475445,0.6951924935341164,6.0539453695089005,0.438450514499011,0.6293929773708935,0.7874626059062527,0.887319195947549,0.8437313029531264,0.8089615726877419,7.8746260590625266,0.23615266010416364,0.6293929773708935,0.6964285714285714,0.8832027733845577,0.8002551020408163,0.7558352718187301,9.06634615384616,0.33068210262828535,0.6293929773708935
0.11,0.6297335546996093,0.8512978094596929,0.7598667773498047,0.7061998701297361,5.724850497269176,0.41602971382066367,0.6173487564278256,0.8077664453003907,0.8801437984976708,0.8488832226501953,0.8223733187121824,7.343331320912642,0.2159927580894487,0.6173487564278256,0.71875,0.8788243688520536,0.8068239795918367,0.7673481519772551,8.28052884615385,0.30977628285356695,0.6173487564278256
0.12,0.6543442784389398,0.845030171538276,0.7671721392194699,0.7179830228991102,5.452868986991166,0.3927905926830229,0.6053045354847577,0.8277985787039174,0.8733908209019516,0.8538992893519587,0.8363417708712387,6.898321489199311,0.195683433291003,0.6053045354847577,0.7410714285714286,0.8744459643195496,0.813392857142857,0.7788610321357802,7.494711538461541,0.28887046307884856,0.6053045354847577
0.13,0.6792488820653683,0.8393572077996408,0.7746244410326841,0.7306312686978809,5.224991400502833,0.36867944590187557,0.5932603145416899,0.8475368322203459,0.8670126835991211,0.858768416110173,0.8508863961224756,6.519514094002661,0.17524502043638399,0.5932603145416899,0.7633928571428571,0.8700675597870456,0.8199617346938775,0.7903739122943052,6.708894230769231,0.26796464330413017,0.5932603145416899
