fpr,tpr,ppv,acc,npv,LR+,LR-
0.49,0.9339414814727142,0.6558847351695826,0.7219707407363571,0.8853267221945319,1.9060030234137024,0.12952650691624673
0.5,0.9369700572981526,0.652045637652242,0.7184850286490763,0.8880522367968894,1.8739401145963053,0.12605988540369473
0.51,0.9417731564629063,0.6487054484169127,0.7158865782314532,0.8937906010559039,1.8466140322802083,0.11883029293284435
0.52,0.9435273053152472,0.6446940223722093,0.7117636526576236,0.8947333289386931,1.814475587144706,0.11765144725990168
0.53,0.9452941744145283,0.6407496150994219,0.7076470872072642,0.8957400072232277,1.783573913989676,0.11639537358610992
0.54,0.9470745778050115,0.6368709356883336,0.7035372889025058,0.8968165352996115,1.753841810750021,0.11505526564127941
0.55,0.9488694226854892,0.6330567615325837,0.6994347113427446,0.8979695519907956,1.7252171321554348,0.11362350514335726
0.56,0.9506797251028065,0.6293059404355942,0.6953398625514032,0.8992065576936176,1.6976423662550115,0.11209153385725792
0.57,0.952506629221927,0.6256173936718444,0.6912533146109635,0.9005360625202339,1.6710642617928544,0.11044969948389076
0.58,0.9543514312228727,0.6219901202570378,0.6871757156114364,0.901967767458175,1.6454335021084012,0.10868706851696977
0.59,0.9562156092602485,0.6184232027755353,0.6831078046301242,0.9035127879379568,1.6207044224749976,0.10679119692622313
0.6,0.9581008614794466,0.6149158152506966,0.6790504307397234,0.9051839325579393,1.5968347691324112,0.10474784630138345
0.61,0.9600091549087553,0.6114672337465118,0.6750045774543776,0.9069960545723744,1.5737854998504186,0.10254062843908905
0.62,0.9619427892927445,0.6080768506949674,0.6709713946463722,0.9089665009177295,1.5515206278915232,0.10015055449277774
0.63,0.9654255287725426,0.6051210234270871,0.6677127643862713,0.9145411446190357,1.5324214742421312,0.0934445168309659
0.64,0.9669665861319808,0.6017340960769445,0.6634832930659904,0.9159526577068284,1.51088529083122,0.09175948296671992
0.65,0.9685296608457684,0.5984009340549619,0.6592648304228842,0.9175025266079524,1.490045632070413,0.08991525472637596
0.66,0.9701171244461789,0.5951211173097574,0.6550585622230894,0.9192098971625063,1.469874430979059,0.08789081045241494
0.67,0.9717318133655427,0.5918943675541604,0.6508659066827713,0.921097692485603,1.4503459900978248,0.08566117161956756
0.68,0.973377167749249,0.5887205815683982,0.6466885838746245,0.9231936566963028,1.4314370113959543,0.08319635078359694
0.69,0.9750574286291245,0.5855998789374544,0.6425287143145623,0.9255317970815449,1.4131267081581516,0.08045990764798554
0.7,0.9767779265900985,0.5825326723953705,0.6383889632950492,0.9281544321372759,1.3953970379858551,0.07740691136633818
0.71,0.9785455198975461,0.5795197750765524,0.6342727599487731,0.9311151982935151,1.3782331266162622,0.0739809658705306
0.72,0.9803692892182977,0.5765625711041853,0.6301846446091488,0.9344836491209862,1.3616240128031913,0.07010968136322253
0.73,0.9822617007286858,0.5736633017667017,0.6261308503643429,0.938352665195298,1.3455639736009395,0.06569740470857113
0.74,0.9842406934483023,0.5708255797396378,0.6221203467241512,0.9428512250456244,1.3300549911463546,0.06061271750652946
0.75,0.9863337873191129,0.568055401860264,0.6181668936595565,0.9481685099431865,1.315111716425484,0.05466485072354832
0.76,0.9885872870647072,0.5653634190170823,0.6142936435323536,0.9546056649162761,1.3007727461377727,0.04755297056371992
0.77,0.991091436898903,0.5627711407444641,0.6105457184494515,0.9627114114895612,1.2871317362323416,0.03873288304824783
0.78,0.9940791043601771,0.5603352758718685,0.6070395521800885,0.9737921734815431,1.2744603902053553,0.026913161999194996
0.79,1.0,0.5586592178770949,0.605,1.0,1.2658227848101264,0.0
0.8,1.0,0.5555555555555556,0.6,1.0,1.25,0.0
0.81,1.0,0.5524861878453039,0.595,1.0,1.2345679012345678,0.0
0.82,1.0,0.5494505494505495,0.5900000000000001,1.0,1.2195121951219512,0.0
0.83,1.0,0.5464480874316939,0.585,1.0,1.2048192771084338,0.0
0.84,1.0,0.5434782608695653,0.5800000000000001,1.0,1.1904761904761905,0.0
0.85,1.0,0.5405405405405405,0.575,1.0,1.1764705882352942,0.0
0.86,1.0,0.5376344086021506,0.5700000000000001,1.0,1.1627906976744187,0.0
0.87,1.0,0.53475935828877,0.565,1.0,1.1494252873563218,0.0
0.88,1.0,0.5319148936170213,0.56,1.0,1.1363636363636365,0.0
0.89,1.0,0.5291005291005291,0.5549999999999999,1.0,1.1235955056179776,0.0
0.9,1.0,0.5263157894736842,0.55,1.0,1.1111111111111112,0.0
0.91,1.0,0.5235602094240838,0.5449999999999999,1.0,1.0989010989010988,0.0
0.92,1.0,0.5208333333333334,0.54,1.0,1.0869565217391304,0.0
0.93,1.0,0.5181347150259067,0.5349999999999999,1.0,1.075268817204301,0.0
0.94,1.0,0.5154639175257733,0.53,1.0,1.0638297872340425,0.0
0.95,1.0,0.5128205128205129,0.525,1.0,1.0526315789473684,0.0
0.96,1.0,0.5102040816326531,0.52,1.0,1.0416666666666667,0.0
0.97,1.0,0.5076142131979695,0.515,1.0,1.0309278350515465,0.0
0.98,1.0,0.5050505050505051,0.51,1.0,1.0204081632653061,0.0
0.99,1.0,0.5025125628140703,0.505,1.0,1.0101010101010102,0.0
1.0,1.0,0.5,0.5,1.0598544003888355,1.0,0.0
