fpr,tpr_lower,ppv_lower,acc_lower,npv_lower,LR+_lower,LR-_lower,tpr_upper,ppv_upper,acc_upper,npv_upper,LR+_upper,LR-_upper,tpr,ppv,acc,npv,LR+,LR-
0.15,0.9167058959075557,0.8593801716335506,0.8833529479537778,0.9107525658554959,6.1113726393837045,0.09799306363816977,0.9787189406937516,0.8671059777664363,0.9143594703468758,0.9755749776964127,6.5247929379583445,0.025036540360292178,0.9477124183006537,0.8897480923812409,0.8978758169934641,0.9432959854467278,6.90448926319937,0.060474891572826026
0.16,0.9209067385304145,0.8519761286551569,0.8804533692652072,0.9139442483311007,5.755667115815091,0.09415864460664941,0.9810540457833111,0.8597787715741693,0.9105270228916555,0.9779427865936379,6.131587786145694,0.022554707400820093,0.9509803921568628,0.8854447042343714,0.8951734539969834,0.9462521189068509,6.570109338061466,0.05717223875371952
0.17,0.9251445783641784,0.8447693543313436,0.8775722891820892,0.917273610959311,5.442026931553991,0.09018725498291759,0.9833521536619655,0.8526035613145219,0.9066760768309827,0.9803367522754111,5.784424433305679,0.020057646190403025,0.954248366013072,0.881141316087502,0.8924710910005028,0.949208252366974,6.235729412923563,0.05386958593461301
0.18,0.9294232469438202,0.8377535350049188,0.8747116234719101,0.9207516333499808,5.163462483021223,0.08606921104412174,0.985609432794742,0.845574345114538,0.902804716397371,0.9827532000350168,5.475607959970789,0.017549472201534144,0.9575163398692811,0.8768379279406325,0.8897687280040222,0.9521643858270973,5.901349487785659,0.0505669331155065
0.19,0.9337473226528193,0.8309228452251447,0.8718736613264098,0.9243908988127055,4.914459592909576,0.08179342882367982,0.9878213047981611,0.8386852069783544,0.8989106523990806,0.9851872892439165,5.19905949893769,0.015035426175109747,0.9607843137254902,0.872534539793763,0.8870663650075414,0.9551205192872205,5.566969562647754,0.047264280296399994
0.2,0.9381223530667959,0.8242719691243406,0.869061176533398,0.9282059963460224,4.690611765333979,0.0773470586665051,0.9899822220966028,0.8319302622457465,0.8949911110483014,0.9876326443978469,4.949911110483014,0.012522222379246495,0.9640522875816994,0.8682311516468937,0.8843640020110608,0.9580766527473437,5.232589637509851,0.04396162747729348
0.21,0.9425551706210131,0.8177961408243486,0.8662775853105066,0.9322140776750236,4.488357955338158,0.07271497389745174,0.9920853522548039,0.8253035863001792,0.891042676127402,0.9900808341248504,4.724215963118114,0.010018541449615346,0.9673202614379085,0.8639277635000242,0.8816616390145802,0.9610327862074668,4.898209712371948,0.04065897465818697
0.22,0.9492117661865995,0.8118390471577847,0.8646058830932998,0.9388674132031487,4.314598937211816,0.06511312027359036,0.9950606796338339,0.8189390837120181,0.887530339816917,0.9937073857328718,4.5230030892447,0.0063324620079052134,0.9721362229102167,0.8548975416906894,0.8749702310073827,0.9658842396850853,4.45732452922475,0.0353901996370236
0.23,0.9513879124738509,0.8053137351656365,0.8606939562369255,0.9406164552577582,4.1364691846689166,0.06313258120279103,0.9959805085787807,0.8123950597986034,0.8829902542893904,0.9948069894030204,4.330350037299047,0.005220118728856192,0.9736842105263158,0.850170708028224,0.8709811859966659,0.9677795597025806,4.350819271215457,0.03342407743496673
0.24,0.9535844242096653,0.7989249900283204,0.8567922121048326,0.9424421139871402,3.973268434206939,0.06107312603991412,0.9968799720751645,0.8059633873791794,0.8784399860375822,0.9959114846804378,4.1536665503131855,0.0041052999010992835,0.9752321981424149,0.8454438743657587,0.866992140985949,0.9696748797200758,4.244314013206163,0.03145795523290987
0.25,0.9558031901616642,0.7926693161539221,0.8529015950808321,0.9443503055025714,3.8232127606466566,0.0589290797844478,0.9977571813553636,0.7996405039893739,0.8738785906776818,0.9970184911187622,3.9910287254214545,0.002990424859515173,0.9767801857585139,0.8407170407032935,0.8630030959752322,0.9715701997375711,4.13780875519687,0.029491833030852996
0.26,0.9580464182502457,0.7865434386535969,0.8490232091251229,0.9463477337671681,3.6847939163470986,0.05669402939155983,0.9986099284989802,0.7934228913082892,0.8693049642494901,0.9981250470508657,3.84080741730377,0.001878475001378073,0.978328173374613,0.8359902070408282,0.8590140509645153,0.9734655197550663,4.031303497187577,0.02752571082879613
0.27,0.9603167168215372,0.7805443132581895,0.8451583584107686,0.9484420617600167,3.556728580820508,0.054360661888305226,0.9994356051598869,0.7873070529119174,0.8647178025799435,0.9992274536726683,3.7016133524440256,0.0007731436165932306,0.9798761609907121,0.8312633733783628,0.8550250059537985,0.9753608397725616,3.924798239178284,0.025559588626739266
0.28,0.9626172046733309,0.7746691427199347,0.8413086023366654,0.9506421382194912,3.4379185881190386,0.0519205490648182,1.0002310925402915,0.7812894862251691,0.8601155462701457,1.0003210649111076,3.5722539019296122,0.0,0.9814241486068112,0.8265365397158975,0.8510359609430816,0.9772561597900569,3.8182929811689905,0.0235934664246824
0.29,0.964951663347461,0.7689154025052619,0.8374758316737305,0.9529583049470196,3.327419528784348,0.04936385444019583,1.0009926090983594,0.7753666458225981,0.8554963045491797,1.0013999982385193,3.4516986520633086,0.0,0.9829721362229102,0.8218097060534322,0.8470469159323648,0.9791514798075521,3.711787723159697,0.021627344222625532
0.3,0.9673247534207757,0.763280880302987,0.8336623767103879,0.9554028244685743,3.224415844735919,0.046678923684606105,1.001715494257243,0.7695348935128259,0.8508577471286215,1.0024567267970785,3.3390516475241436,0.0,0.9845201238390093,0.8170828723909669,0.8430578709216481,0.9810467998250474,3.6052824651504043,0.019661222020568667
0.31,0.969742331118063,0.7577637369163489,0.8298711655590314,0.9579904939729329,3.1282010681227836,0.043851694031792815,1.0023938917921535,0.7637904276004545,0.8461969458960767,1.0034814870949778,3.2335286832004955,0.0,0.9860681114551083,0.8123560387285015,0.8390688259109312,0.9829421198425426,3.498777207141111,0.0176950998185118
0.32,0.9722119287905862,0.7523626017757813,0.826105964395293,0.9607395598488517,3.038162277470582,0.040864810602079187,1.0030202693518286,0.7581291780535051,0.8415101346759143,1.004461388155502,3.1344383417244646,0.0,0.9876160990712074,0.8076292050660362,0.8350797809002144,0.9848374398600379,3.3922719491318176,0.015728977616454934
0.33,0.9747435166887584,0.7470767275107907,0.8223717583443791,0.9636731423330932,2.9537682323901766,0.03769624374812185,1.0035846566858546,0.7525466431054355,0.8367923283429273,1.0053790128360909,3.0411656263207716,0.0,0.9891640866873065,0.8029023714035709,0.8310907358894976,0.9867327598775332,3.2857666911225243,0.013762855414398069
0.34,0.9773507781552243,0.7419062518214586,0.8186753890776122,0.9668215810990468,2.8745611122212478,0.03431700279511469,1.004073370451587,0.7470376190209278,0.8320366852257934,1.0062101007461632,2.953156971916432,0.0,0.9907120743034056,0.7981755377411056,0.8271016908787807,0.9886280798950284,3.179261433113231,0.0117967332123412
0.35,0.9800533977943838,0.7368526702909808,0.8150266988971919,0.970226579043841,2.8001525651268113,0.03068708031633257,1.0044667260446256,0.7415957193558489,0.8272333630223128,1.006919435798029,2.869904931556073,0.0,0.9922600619195047,0.7934487040786402,0.8231126458680639,0.9905233999125237,3.0727561751039376,0.009830611010284335
0.36,0.9828815641905648,0.7319197689507387,0.8114407820952825,0.973949238255127,2.7302265671960133,0.026747555952242458,1.0047345348806427,0.7362124348736547,0.8223672674403213,1.0074528447406677,2.790929263557341,0.0,0.9938080495356038,0.7887218704161749,0.819123600857347,0.992418719930019,2.9662509170946443,0.007864488808227467
0.37,0.9858860564994035,0.727115712838542,0.8079430282497018,0.9780878156062097,2.6645569094578474,0.0224030849215817,1.0048260178040018,0.7308750378531547,0.8174130089020009,1.0077194796031816,2.71574599406487,0.0,0.9953560371517027,0.7839950367537096,0.8151345558466302,0.9943140399475142,2.859745659085351,0.005898366606170602
0.38,0.9891658076771396,0.7224587424917588,0.8045829038385698,0.9828256101924869,2.603067914939841,0.017474503746549075,1.0046422418584642,0.7255608788231358,0.812321120929232,1.0075439722617368,2.6437953733117476,0.0,0.9969040247678018,0.7792682030912443,0.8111455108359134,0.9962093599650095,2.7532404010760576,0.003932244404113737
0.39,0.9929760200028577,0.717999448754582,0.8014880100014288,0.9886163581564935,2.5460923589816864,0.011514721306790699,1.0039280047649441,0.7202151053233448,0.806964002382472,1.006481086068695,2.5741743711921643,0.0,0.9984520123839009,0.7745413694287789,0.8071564658251965,0.9981046799825047,2.6467351430667647,0.001966122202056872
0.4,1.0,0.7142857142857143,0.8,1.0,2.5,0.0,1.0,0.7142857142857143,0.8,1.0,2.5,0.0,1.0,0.7648823560512986,0.7981974630962095,1.3696628639106394,2.5149802148106275,0.0
0.41,1.0,0.7092198581560284,0.795,1.0,2.4390243902439024,0.0,1.0,0.7092198581560284,0.795,1.0,2.4390243902439024,0.0,1.0,0.7599501763362836,0.7932275053779394,1.7393257278212788,2.4897305445637836,0.0
0.42,1.0,0.7042253521126761,0.79,1.0,2.380952380952381,0.0,1.0,0.7042253521126761,0.79,1.0,2.380952380952381,0.0,1.0,0.7550179966212686,0.7882575476596692,2.108988591731918,2.46448087431694,0.0
0.43,1.0,0.6993006993006994,0.785,1.0,2.3255813953488373,0.0,1.0,0.6993006993006994,0.785,1.0,2.3255813953488373,0.0,1.0,0.7500858169062534,0.783287589941399,2.4786514556425576,2.4392312040700963,0.0
0.44,1.0,0.6944444444444444,0.78,1.0,2.272727272727273,0.0,1.0,0.6944444444444444,0.78,1.0,2.272727272727273,0.0,1.0,0.7451536371912384,0.7783176322231289,2.848314319553197,2.4139815338232524,0.0
0.45,1.0,0.6896551724137931,0.775,1.0,2.2222222222222223,0.0,1.0,0.6896551724137931,0.775,1.0,2.2222222222222223,0.0,1.0,0.7402214574762234,0.7733476745048588,3.2179771834638364,2.3887318635764085,0.0
0.46,1.0,0.684931506849315,0.77,1.0,2.1739130434782608,0.0,1.0,0.684931506849315,0.77,1.0,2.1739130434782608,0.0,1.0,0.7352892777612083,0.7683777167865886,3.587640047374476,2.3634821933295647,0.0
0.47,1.0,0.6802721088435374,0.765,1.0,2.127659574468085,0.0,1.0,0.6802721088435374,0.765,1.0,2.127659574468085,0.0,1.0,0.7303570980461933,0.7634077590683184,3.9573029112851152,2.3382325230827212,0.0
0.48,1.0,0.6756756756756757,0.76,1.0,2.0833333333333335,0.0,1.0,0.6756756756756757,0.76,1.0,2.0833333333333335,0.0,1.0,0.7254249183311783,0.7584378013500482,4.326965775195754,2.3129828528358773,0.0
0.49,1.0,0.6711409395973155,0.755,1.0,2.0408163265306123,0.0,1.0,0.6711409395973155,0.755,1.0,2.0408163265306123,0.0,1.0,0.7204927386161631,0.7534678436317781,4.696628639106394,2.2877331825890335,0.0
0.5,1.0,0.6666666666666666,0.75,1.0,2.0,0.0,1.0,0.6666666666666666,0.75,1.0,2.0,0.0,1.0,0.7155605589011481,0.748497885913508,5.066291503017034,2.2624835123421896,0.0
0.51,1.0,0.6622516556291391,0.745,1.0,1.9607843137254901,0.0,1.0,0.6622516556291391,0.745,1.0,1.9607843137254901,0.0,1.0,0.7106283791861331,0.7435279281952378,5.435954366927673,2.2372338420953457,0.0
0.52,1.0,0.6578947368421053,0.74,1.0,1.923076923076923,0.0,1.0,0.6578947368421053,0.74,1.0,1.923076923076923,0.0,1.0,0.7056961994711181,0.7385579704769676,5.805617230838312,2.211984171848502,0.0
0.53,1.0,0.6535947712418301,0.735,1.0,1.8867924528301885,0.0,1.0,0.6535947712418301,0.735,1.0,1.8867924528301885,0.0,1.0,0.700764019756103,0.7335880127586974,6.175280094748952,2.1867345016016584,0.0
0.54,1.0,0.6493506493506493,0.73,1.0,1.8518518518518516,0.0,1.0,0.6493506493506493,0.73,1.0,1.8518518518518516,0.0,1.0,0.695831840041088,0.7286180550404273,6.5449429586595915,2.1614848313548145,0.0
0.55,1.0,0.6451612903225806,0.725,1.0,1.8181818181818181,0.0,1.0,0.6451612903225806,0.725,1.0,1.8181818181818181,0.0,1.0,0.6908996603260729,0.7236480973221572,6.9146058225702305,2.1362351611079706,0.0
0.56,1.0,0.641025641025641,0.72,1.0,1.7857142857142856,0.0,1.0,0.641025641025641,0.72,1.0,1.7857142857142856,0.0,1.0,0.6859674806110578,0.7186781396038869,7.2842686864808694,2.1109854908611267,0.0
0.57,1.0,0.6369426751592357,0.7150000000000001,1.0,1.7543859649122808,0.0,1.0,0.6369426751592357,0.7150000000000001,1.0,1.7543859649122808,0.0,1.0,0.6810353008960428,0.7137081818856168,7.653931550391509,2.085735820614283,0.0
0.58,1.0,0.6329113924050632,0.71,1.0,1.7241379310344829,0.0,1.0,0.6329113924050632,0.71,1.0,1.7241379310344829,0.0,1.0,0.6761031211810278,0.7087382241673467,8.02359441430215,2.0604861503674394,0.0
0.59,1.0,0.628930817610063,0.7050000000000001,1.0,1.6949152542372883,0.0,1.0,0.628930817610063,0.7050000000000001,1.0,1.6949152542372883,0.0,1.0,0.6711709414660127,0.7037682664490765,8.393257278212788,2.0352364801205955,0.0
0.6,1.0,0.625,0.7,1.0,1.6666666666666667,0.0,1.0,0.625,0.7,1.0,1.6666666666666667,0.0,1.0,0.6662387617509977,0.6987983087308064,8.762920142123427,2.0099868098737517,0.0
0.61,1.0,0.6211180124223603,0.6950000000000001,1.0,1.639344262295082,0.0,1.0,0.6211180124223603,0.6950000000000001,1.0,1.639344262295082,0.0,1.0,0.6613065820359827,0.6938283510125361,9.132583006034068,1.9847371396269078,0.0
0.62,1.0,0.6172839506172839,0.69,1.0,1.6129032258064517,0.0,1.0,0.6172839506172839,0.69,1.0,1.6129032258064517,0.0,1.0,0.6563744023209676,0.688858393294266,9.502245869944707,1.9594874693800641,0.0
0.63,1.0,0.6134969325153374,0.685,1.0,1.5873015873015872,0.0,1.0,0.6134969325153374,0.685,1.0,1.5873015873015872,0.0,1.0,0.6514422226059525,0.6838884355759959,9.871908733855346,1.9342377991332205,0.0
0.64,1.0,0.6097560975609756,0.6799999999999999,1.0,1.5625,0.0,1.0,0.6097560975609756,0.6799999999999999,1.0,1.5625,0.0,1.0,0.6465100428909375,0.6789184778577257,10.241571597765985,1.9089881288863766,0.0
0.65,1.0,0.6060606060606061,0.675,1.0,1.5384615384615383,0.0,1.0,0.6060606060606061,0.675,1.0,1.5384615384615383,0.0,1.0,0.6415778631759225,0.6739485201394555,10.611234461676624,1.8837384586395327,0.0
0.66,1.0,0.6024096385542168,0.6699999999999999,1.0,1.5151515151515151,0.0,1.0,0.6024096385542168,0.6699999999999999,1.0,1.5151515151515151,0.0,1.0,0.6366456834609074,0.6689785624211854,10.980897325587264,1.8584887883926888,0.0
0.67,1.0,0.5988023952095809,0.665,1.0,1.4925373134328357,0.0,1.0,0.5988023952095809,0.665,1.0,1.4925373134328357,0.0,1.0,0.6317135037458923,0.6640086047029152,11.350560189497903,1.8332391181458452,0.0
0.68,1.0,0.5952380952380952,0.6599999999999999,1.0,1.4705882352941175,0.0,1.0,0.5952380952380952,0.6599999999999999,1.0,1.4705882352941175,0.0,1.0,0.6267813240308773,0.6590386469846451,11.720223053408542,1.8079894478990015,0.0
0.69,1.0,0.591715976331361,0.655,1.0,1.4492753623188408,0.0,1.0,0.591715976331361,0.655,1.0,1.4492753623188408,0.0,1.0,0.6218491443158622,0.654068689266375,12.089885917319183,1.7827397776521576,0.0
0.7,1.0,0.5882352941176471,0.65,1.0,1.4285714285714286,0.0,1.0,0.5882352941176471,0.65,1.0,1.4285714285714286,0.0,1.0,0.6169169646008472,0.6490987315481047,12.459548781229822,1.7574901074053138,0.0
0.71,1.0,0.5847953216374269,0.645,1.0,1.4084507042253522,0.0,1.0,0.5847953216374269,0.645,1.0,1.4084507042253522,0.0,1.0,0.6119847848858322,0.6441287738298346,12.829211645140461,1.7322404371584699,0.0
0.72,1.0,0.5813953488372093,0.64,1.0,1.3888888888888888,0.0,1.0,0.5813953488372093,0.64,1.0,1.3888888888888888,0.0,1.0,0.6070526051708172,0.6391588161115644,13.1988745090511,1.7069907669116262,0.0
0.73,1.0,0.5780346820809249,0.635,1.0,1.36986301369863,0.0,1.0,0.5780346820809249,0.635,1.0,1.36986301369863,0.0,1.0,0.6021204254558021,0.6341888583932943,13.568537372961739,1.6817410966647826,0.0
0.74,1.0,0.5747126436781609,0.63,1.0,1.3513513513513513,0.0,1.0,0.5747126436781609,0.63,1.0,1.3513513513513513,0.0,1.0,0.5971882457407871,0.6292189006750242,13.93820023687238,1.6564914264179387,0.0
0.75,1.0,0.5714285714285714,0.625,1.0,1.3333333333333333,0.0,1.0,0.5714285714285714,0.625,1.0,1.3333333333333333,0.0,1.0,0.5922560660257721,0.6242489429567539,14.307863100783019,1.6312417561710948,0.0
0.76,1.0,0.5681818181818182,0.62,1.0,1.3157894736842106,0.0,1.0,0.5681818181818182,0.62,1.0,1.3157894736842106,0.0,1.0,0.5873238863107569,0.6192789852384838,14.677525964693658,1.605992085924251,0.0
0.77,1.0,0.5649717514124294,0.615,1.0,1.2987012987012987,0.0,1.0,0.5649717514124294,0.615,1.0,1.2987012987012987,0.0,1.0,0.5823917065957419,0.6143090275202137,15.047188828604298,1.5807424156774073,0.0
0.78,1.0,0.5617977528089888,0.61,1.0,1.282051282051282,0.0,1.0,0.5617977528089888,0.61,1.0,1.282051282051282,0.0,1.0,0.5774595268807269,0.6093390698019435,15.416851692514937,1.5554927454305634,0.0
0.79,1.0,0.5586592178770949,0.605,1.0,1.2658227848101264,0.0,1.0,0.5586592178770949,0.605,1.0,1.2658227848101264,0.0,1.0,0.5725273471657119,0.6043691120836734,15.786514556425576,1.5302430751837197,0.0
0.8,1.0,0.5555555555555556,0.6,1.0,1.25,0.0,1.0,0.5555555555555556,0.6,1.0,1.25,0.0,1.0,0.5675951674506967,0.5993991543654031,16.156177420336213,1.5049934049368758,0.0
0.81,1.0,0.5524861878453039,0.595,1.0,1.2345679012345678,0.0,1.0,0.5524861878453039,0.595,1.0,1.2345679012345678,0.0,1.0,0.5626629877356817,0.594429196647133,16.525840284246854,1.479743734690032,0.0
0.82,1.0,0.5494505494505495,0.5900000000000001,1.0,1.2195121951219512,0.0,1.0,0.5494505494505495,0.5900000000000001,1.0,1.2195121951219512,0.0,1.0,0.5577308080206667,0.5894592389288629,16.895503148157495,1.4544940644431883,0.0
0.83,1.0,0.5464480874316939,0.585,1.0,1.2048192771084338,0.0,1.0,0.5464480874316939,0.585,1.0,1.2048192771084338,0.0,1.0,0.5527986283056516,0.5844892812105927,17.265166012068136,1.4292443941963444,0.0
0.84,1.0,0.5434782608695653,0.5800000000000001,1.0,1.1904761904761905,0.0,1.0,0.5434782608695653,0.5800000000000001,1.0,1.1904761904761905,0.0,1.0,0.5478664485906366,0.5795193234923226,17.634828875978773,1.4039947239495008,0.0
0.85,1.0,0.5405405405405405,0.575,1.0,1.1764705882352942,0.0,1.0,0.5405405405405405,0.575,1.0,1.1764705882352942,0.0,1.0,0.5429342688756216,0.5745493657740524,18.004491739889414,1.3787450537026569,0.0
0.86,1.0,0.5376344086021506,0.5700000000000001,1.0,1.1627906976744187,0.0,1.0,0.5376344086021506,0.5700000000000001,1.0,1.1627906976744187,0.0,1.0,0.5380020891606065,0.5695794080557822,18.37415460380005,1.353495383455813,0.0
0.87,1.0,0.53475935828877,0.565,1.0,1.1494252873563218,0.0,1.0,0.53475935828877,0.565,1.0,1.1494252873563218,0.0,1.0,0.5330699094455915,0.5646094503375121,18.74381746771069,1.3282457132089693,0.0
0.88,1.0,0.5319148936170213,0.56,1.0,1.1363636363636365,0.0,1.0,0.5319148936170213,0.56,1.0,1.1363636363636365,0.0,1.0,0.5281377297305764,0.559639492619242,19.113480331621332,1.3029960429621255,0.0
0.89,1.0,0.5291005291005291,0.5549999999999999,1.0,1.1235955056179776,0.0,1.0,0.5291005291005291,0.5549999999999999,1.0,1.1235955056179776,0.0,1.0,0.5232055500155613,0.5546695349009718,19.48314319553197,1.2777463727152818,0.0
0.9,1.0,0.5263157894736842,0.55,1.0,1.1111111111111112,0.0,1.0,0.5263157894736842,0.55,1.0,1.1111111111111112,0.0,1.0,0.5182733703005463,0.5496995771827016,19.85280605944261,1.252496702468438,0.0
0.91,1.0,0.5235602094240838,0.5449999999999999,1.0,1.0989010989010988,0.0,1.0,0.5235602094240838,0.5449999999999999,1.0,1.0989010989010988,0.0,1.0,0.5133411905855313,0.5447296194644314,20.222468923353247,1.227247032221594,0.0
0.92,1.0,0.5208333333333334,0.54,1.0,1.0869565217391304,0.0,1.0,0.5208333333333334,0.54,1.0,1.0869565217391304,0.0,1.0,0.5084090108705162,0.5397596617461613,20.592131787263888,1.2019973619747504,0.0
0.93,1.0,0.5181347150259067,0.5349999999999999,1.0,1.075268817204301,0.0,1.0,0.5181347150259067,0.5349999999999999,1.0,1.075268817204301,0.0,1.0,0.5034768311555011,0.534789704027891,20.96179465117453,1.1767476917279065,0.0
0.94,1.0,0.5154639175257733,0.53,1.0,1.0638297872340425,0.0,1.0,0.5154639175257733,0.53,1.0,1.0638297872340425,0.0,1.0,0.49854465144048615,0.529819746309621,21.331457515085166,1.1514980214810626,0.0
0.95,1.0,0.5128205128205129,0.525,1.0,1.0526315789473684,0.0,1.0,0.5128205128205129,0.525,1.0,1.0526315789473684,0.0,1.0,0.49361247172547107,0.5248497885913508,21.701120378995807,1.126248351234219,0.0
0.96,1.0,0.5102040816326531,0.52,1.0,1.0416666666666667,0.0,1.0,0.5102040816326531,0.52,1.0,1.0416666666666667,0.0,1.0,0.48868029201045604,0.5198798308730807,22.070783242906447,1.100998680987375,0.0
0.97,1.0,0.5076142131979695,0.515,1.0,1.0309278350515465,0.0,1.0,0.5076142131979695,0.515,1.0,1.0309278350515465,0.0,1.0,0.483748112295441,0.5149098731548105,22.440446106817085,1.0757490107405314,0.0
0.98,1.0,0.5050505050505051,0.51,1.0,1.0204081632653061,0.0,1.0,0.5050505050505051,0.51,1.0,1.0204081632653061,0.0,1.0,0.478815932580426,0.5099399154365403,22.810108970727725,1.0504993404936875,0.0
0.99,1.0,0.5025125628140703,0.505,1.0,1.0101010101010102,0.0,1.0,0.5025125628140703,0.505,1.0,1.0101010101010102,0.0,1.0,0.4738837528654109,0.5049699577182702,23.179771834638366,1.0252496702468437,0.0
1.0,1.0,0.5,0.5,1.027048122928027,1.0,0.0,1.0,0.5,0.5,1.0415687777616465,1.0,0.0,1.0,0.4689515731503959,0.5,23.549434698549003,1.0,0.0
