perplexity,percentage,entropy_rate,rates_0,rates_1,rates_2,rates_3,rates_4,rates_5,rates_6,rates_7,rates_8,rates_9,rates_10,rates_11,rates_12,rates_13,rates_14,rates_15,rates_16,rates_17,rates_18,rates_19,rates_20,rates_21,rates_22,rates_23,rates_24,rates_25,rates_26,rates_27,rates_28,rates_29,rates_30,rates_31,rates_32,rates_33,rates_34,rates_35,rates_36,rates_37,rates_38,rates_39,rates_40,label,lens
61.92,9.07,0.581216093598622,0.0,0.7911904800801534,0.0,0.8012929320383425,0.0,0.0,0.8504614451984472,0.7539713484563376,0.0,0.0,0.7643947159649982,0.7957823536306182,0.7542600695835369,0.7617239633974419,0.0,0.8624807256187107,0.0,0.9160106603973925,0.8515852365257028,0.8310774895407929,0.7515570605186753,0.8152346053108618,0.8060958453370934,0.8822604664704395,0.6728092691912796,0.0,0.7816654062043625,0.8487152552588509,0.7483419334579573,0.7354183292861123,0.0,0.7895618064380927,0.0,0.7700129116439764,0.8715568194008689,0.7223623909868269,0.7622140279064572,0.8293930602299072,0.7905564645949437,0.76204938202508,0.7558233828492423,1,119296
38.3,21.62,0.41952005879756,0.5824244723926536,0.8227154405046398,0.5138214518470888,0.6682939810683258,0.0,0.6719408826106831,0.7394815367597352,0.7657095340075482,0.7181187142287258,0.7880789813614357,0.0,0.8119055874304536,0.4895115694549623,0.0,0.5244382170099067,0.8035024353181901,0.0,0.0,0.6505848977235174,0.0,0.5990060450601424,0.0,0.0,0.4925334123629255,0.6557112719198671,0.0,0.7026408532959468,0.523479050516153,0.6301788872266122,0.7074907563441832,0.4755228286097663,0.0,0.5060701579435387,0.0,0.0,0.6850206736342703,0.0,0.5474571614693462,0.4995825995452504,0.6251010110540959,0.0,1,103850
54.7,22.52,0.3642251144805976,0.5937954583747678,0.0,0.0,0.0,0.0,0.6479298913404555,0.6609234822975416,0.7039391622837479,0.0,0.7245019125083936,0.781718824666047,0.5842052571922495,0.5911295189308262,0.0,0.0,0.0,0.0,0.0,0.5467203780631766,0.0,0.6115103605380512,0.648818121272593,0.0,0.5987291090923615,0.0,0.6051684082686293,0.6109232127909888,0.0,0.0,0.6886357949144414,0.5942547534965573,0.7030778222879511,0.0,0.6847463834281524,0.582539421959604,0.7063433374970128,0.0,0.0,0.6109254390944938,0.7200514166778945,0.7326422267285663,1,117324
55.31,10.9,0.4647743498411901,0.6834720189552466,0.6419332244524864,0.0,0.6808460305604213,0.6233969403039732,0.5814107716782886,0.6931531522541046,0.6744501389281775,0.7740163057214982,0.0,0.0,0.0,0.5954774495556832,0.6035894028488277,0.6058604557830954,0.759663825876467,0.6913809356555075,0.7641416947432421,0.5908282077908883,0.5577095703780985,0.7301541533119814,0.0,0.6133521804249186,0.7055210718698564,0.6437400615743548,0.0,0.6625371871468612,0.0,0.641304171908248,0.0,0.0,0.7510370214675479,0.581092805127159,0.0,0.7094225236953127,0.0,0.6182872862149955,0.6622569355190111,0.6307692129406939,0.5849436068018427,0.0,1,113839
52.83,6.05,0.2212641780726252,0.0,0.0,0.0,0.5766091344312466,0.0,0.0,0.3935632859805165,0.0,0.0,0.5524626980937852,0.504757307385386,0.0,0.5802502498130344,0.0,0.0,0.5546501599008236,0.41623941461001585,0.0,0.6419150334859763,0.0,0.0,0.0,0.45170414485553584,0.0,0.0,0.5789237145326673,0.0,0.5400912272250654,0.0,0.0,0.0,0.5142517233198434,0.0,0.0,0.5629439569003346,0.5223874026008012,0.0,0.0,0.5694760064780197,0.5577916136312396,0.5538142277333408,1,114752
57.37,5.52,0.7416679897042618,0.8142924676651538,0.8416090333385887,0.8474435186902831,0.8367496212398183,0.0,0.0,0.8247495347554411,0.8139675053260217,0.0,0.8034214861458776,0.7701160656698814,0.8159368997793298,0.813254969570254,0.8235979682403877,0.8338549837358612,0.8217305847120117,0.8453305149050307,0.8385822264267394,0.8637731802269145,0.8574032661196664,0.8318299652319017,0.7918981125090225,0.7075953680964724,0.8548538912515236,0.8146306717040782,0.8212287068276889,0.8163046158409201,0.8541490038607574,0.7928734327733119,0.8429953794567248,0.8418520415355778,0.8113869277199716,0.8187365758065487,0.8231896191021458,0.8525044855000008,0.0,0.8467695433286916,0.8067360922181556,0.788303893204112,0.8440118862179568,0.7807235391419131,1,119336
48.04,32.35,0.4308154336146477,0.0,0.0,0.4860844671333469,0.0,0.3381775600323353,0.6260351284892827,0.33276799926423717,0.5254463980510271,0.5796056253626054,0.558273543832381,0.6568829279561239,0.5768600300031623,0.6450262144546135,0.4587151198496322,0.41737333803993115,0.0,0.0,0.5732583897255357,0.6394297581983283,0.31558590932387387,0.42842053407336156,0.5701321431402196,0.6257236763540105,0.6828172614143784,0.0,0.4903705757796659,0.6409519609677452,0.6465094529479107,0.6544818625138435,0.0,0.6685748782284672,0.0,0.5865787101805162,0.6428287002174122,0.52051188184661,0.6767764973013161,0.5104079172334111,0.0,0.621405927004993,0.6320730306817495,0.33534535859853004,1,114160
46.8,39.84,0.5059627043722142,0.6971811425327539,0.577245991134685,0.6601815559222556,0.0,0.6807295197410126,0.6493636062722398,0.5481293912912883,0.6827671628315443,0.0,0.6476666069998769,0.6376128743750449,0.6170115028267664,0.6912409445183508,0.6548627088212572,0.5253931401470607,0.0,0.5589626910216691,0.44543820134567264,0.6773425018787511,0.0,0.5405072139570782,0.6756489437242886,0.6442375289263683,0.0,0.6558511136772558,0.6614755602963498,0.5653449874089069,0.3984486120628881,0.6147546706747564,0.45691618564248354,0.1871762550761158,0.5244760553491128,0.0,0.644544745470406,0.6501237963090298,0.6405458405103257,0.5379975663994482,0.5422386607316735,0.6139126489748914,0.6700991285178514,0.5690418238913307,1,115457
50.24,20.2,0.4590610819956397,0.49974129154208696,0.5886160009798066,0.4995156351288505,0.5340811683027475,0.0,0.5222233028900959,0.5389112078841145,0.5639155753892077,0.0,0.5679340471491661,0.5683000158732205,0.0,0.5846808822305711,0.5839405087383426,0.544703821138125,0.46918686383679353,0.5814998484356262,0.5382712079836304,0.0,0.0,0.45750947618388377,0.0,0.4754429412331185,0.5129100827812595,0.5015619756341887,0.5804807948846571,0.47056672862443727,0.5926811235329152,0.449814513885616,0.5609188957976055,0.5282564979759392,0.5847781205886173,0.5897903989150696,0.5753800228403286,0.5110741830879162,0.5485216572246363,0.5459318069170839,0.5526403064996227,0.5636514208289523,0.4439881441377382,0.5900838927452585,1,114226
64.08,6.23,0.3593892760947822,0.499982717806909,0.6340840112419752,0.0,0.0,0.0,0.6081368371859178,0.6745125801530641,0.5616176677290864,0.0,0.6523715775929144,0.0,0.0,0.6579318739565837,0.0,0.0,0.4848819046198665,0.3733498592426381,0.643883170400182,0.0,0.392248646480847,0.0,0.0,0.6045242945084683,0.4306007413946604,0.5347207924098732,0.45622871321422803,0.4702998331138059,0.4015997874800449,0.5467499732535223,0.5310583319544423,0.0,0.5976339192325923,0.39946835607472225,0.5881455236476213,0.6162907558211569,0.5531354196186039,0.0,0.619694102807756,0.6721722616162382,0.5296366673283497,0.0,1,115497
