fpr,tpr_lower,ppv_lower,acc_lower,npv_lower,LR+_lower,LR-_lower,threshold_lower,tpr_upper,ppv_upper,acc_upper,npv_upper,LR+_upper,LR-_upper,threshold_upper,tpr,ppv,acc,npv,LR+,LR-,threshold
0.0,0.0,0.9800041461828648,0.5,0.5,21.075283745566274,1.0,14.01039531149821,0.0,0.9905898036591704,0.5,0.5,33.47112396937167,1.0,14.01039531149821,0.0,0.9685584455070876,0.5,0.5,45.71374830573058,1.0,inf
0.01,0.1718226303370715,1.0020625600370936,0.5809113151685358,0.5445013322234541,17.18226303370715,0.8365427976393216,13.002063278702279,0.34518417238401694,0.9718455922940502,0.6675920861920085,0.601891095269261,34.518417238401696,0.6614301289050334,13.002063278702279,0.2585034013605442,0.9646909011786995,0.6251594387755102,0.6043050757374435,41.00397073195893,0.7433801896044459,inf
0.02,0.4180709528137018,1.0086494361250553,0.6990354764068509,0.6274292688041105,20.90354764068509,0.5938051501901002,12.052936260208703,0.6159426526284751,0.9685506233662169,0.7979713263142376,0.7184448673572372,30.797132631423757,0.39189525241992335,12.052936260208703,0.5170068027210885,0.9608233568503115,0.7503188775510203,0.708610151474887,36.29419315818728,0.4867603792088918,inf
0.03,0.7317792128606642,0.9606185105952908,0.8508896064303321,0.7833820996019563,24.392640428688807,0.27651627540137713,18.176666666666666,0.8872684061869549,0.9672941967720128,0.9286342030934774,0.8958822348426728,29.575613539565165,0.11621813795159289,18.176666666666666,0.8095238095238095,0.9534398631324796,0.8887648809523809,0.8373284042666649,27.296639868068464,0.1962507327273484,18.176666666666666
0.04,0.7716103268064474,0.9507152648520463,0.8658051634032237,0.8078158382344384,19.290258170161184,0.23790590957661734,13.853333333333333,0.9154645031255253,0.9581355457275998,0.9377322515627626,0.9190688137191821,22.88661257813813,0.08805780924424449,13.853333333333333,0.8435374149659863,0.949923913743036,0.9020514455782312,0.8617415813209991,23.008864151721305,0.16236089664135905,13.853333333333333
0.05,0.8328989157802256,0.9433683753526705,0.8914494578901128,0.8504154309934412,16.65797831560451,0.17589587812607835,8.652,0.9548561862605907,0.9502416358841689,0.9524280931302953,0.954635889691386,19.097123725211812,0.047519803936220364,8.652,0.8938775510204081,0.9432436099030929,0.9201530612244897,0.9004244707108908,17.36417233560091,0.11165340877716683,8.652
0.06,0.8536019560283522,0.9343258849172844,0.8968009780141761,0.8652445622633426,14.226699267139203,0.15574259996983808,7.773999999999999,0.9668062072369538,0.9415663836300183,0.9534031036184769,0.9658918983969226,16.113436787282563,0.03531254549260238,7.773999999999999,0.910204081632653,0.9400792554525935,0.9249681122448979,0.9146941830464483,16.00725623582767,0.09483575699896393,7.773999999999999
0.07,0.8748749242820614,0.925916120535014,0.9024374621410307,0.8814120917060001,12.498213204029447,0.1345430921698265,6.896,0.9781863002077343,0.9332179785348015,0.9540931501038672,0.9770819648876388,13.974090002967632,0.023455591174479207,6.896,0.9265306122448979,0.9369149010020943,0.9297831632653061,0.9289638953820057,14.650340136054426,0.07801810522076102,6.896
0.08,0.8969014861463319,0.9181084263515834,0.908450743073166,0.8992291431786654,11.211268576829148,0.11206360201485661,6.018,0.9888127995679535,0.9251505969685818,0.9544063997839768,0.9879860886974651,12.36015999459942,0.01216000046961572,6.018,0.9428571428571427,0.933750546551595,0.9345982142857143,0.9432336077175633,13.293424036281184,0.06120045344255813,6.018
0.09,0.9352817064307382,0.9122192472220024,0.9226408532153691,0.9336030789652322,10.392018960341536,0.07111900392226576,4.8,1.0034938037733434,0.9176950068766416,0.9567469018866717,1.0038541421866574,11.14993115303715,0.0,4.8,0.9693877551020408,0.9274218376505963,0.9411670918367347,0.9677399600953835,11.19274376417234,0.033451077116484394,4.8
