,perplexity,prediction,percentage,entropy_rate,rates
1211,0.0,,0.0,2.2748111028581506,"[2.323987537734382, 2.633833100683359, 2.4140685071135226, 2.642851329641637, 2.529298335085453, 2.387376150716121, 2.647819888523907, 2.773983973432893, 2.4921762513376664, 1.489591345895194, 2.6318980403715173, 2.1956352146775044, 2.581130214847281, 2.4962011846712984, 2.37826963815575, 1.1196828294265937, 1.355758439493387, 2.6569433078641875, 2.4339437158954107, 1.7874618791800039, 2.382359382982365, 1.9045171909948075, 1.6815771787170517, 1.942401747165014, 2.27817843121542, 2.3820921641294657, 2.5452901349395196, 2.41968973324952, 2.4591214871180775, 2.020245751485595, 2.166473531284263, 2.2818344100438552, 2.517777503222527, 2.1775151934054944, 2.5356126957657574, 2.6319569386332295, 2.1987668857847065, 1.9732636743177705, 2.3292045392692486, 2.3961848581676573, 2.071280900545741]"
1212,38.26,Human,0.0,1.8171979875463542,"[1.8808330561983098, 1.8912427309940532, 2.151769413904135, 1.9383224913867072, 2.042479653354849, 1.993344049384708, 2.0070320203020247, 2.0072856994558723, 2.0084059947166084, 1.9648714712022497, 1.069225770569891, 1.7514203679267368, 1.2076943218249079, 2.0861075963799856, 2.0856738550508624, 1.7116114634328599, 2.102660215018408, 1.5327999023397882, 1.9853108630700096, 2.0233838389837917, 1.9267037875356476, 1.4289026313977422, 1.7221613820988622, 1.3980607911698952, 1.6060432246662737, 1.356474651066591, 1.589018711809578, 1.273065997253274, 2.0336939385436565, 1.9367323794979758, 1.9128496585119907, 1.693014131354672, 1.848290620436248, 2.111235303430773, 1.9588159176333633, 2.0181635590219065, 1.4844452801939445, 2.003050864352708, 1.612028274009751, 2.0118612194426237, 2.1390303904763073]"
1305,0.0,,0.0,2.1490436583727,"[2.1424463557102116, 0.9622694402373877, 2.7307288368219966, 2.520176309310022, 1.4279645898751094, 1.453994561973024, 2.5976811155249058, 2.5276033998177505, 1.7271179820780733, 2.7366855453949244, 1.5970709837599018, 1.6581504644241454, 1.147205813345614, 2.6391512742908674, 1.8559265998311605, 2.107863116485369, 2.6223500159482658, 1.6368475176730746, 2.6101960609336703, 1.3410295861941661, 2.0866709499005682, 2.5661619074275803, 2.5814564658923667, 2.3504828569458187, 2.70662490369659, 2.6618603167417354, 2.585533831683327, 1.264063772962863, 1.6305670641497678, 2.215361673480642, 2.0951569975011552, 2.6827676629809867, 1.6600319254329747, 2.7214496405977067, 1.7751533934651833, 2.7918999555862616, 1.5680050510937342, 2.6788664688069534, 2.6792602143183464, 2.4574221221807777, 2.3095332488057054]"
1307,5.75,AI,1.79,0.8447956612672592,"[0.6559340001039946, 0.7441906243740243, 0.887361962761081, 0.7920999143898022, 0.8989562684815066, 0.830117011894877, 0.7382066329698668, 0.8067600416188527, 0.9547985515246047, 0.6378866100502992, 0.8127103178337792, 0.8315765257772891, 0.7569775996946931, 0.9310683881865707, 0.9056319485990366, 0.8393178615837703, 0.9795875366354486, 0.947924376814427, 0.9221153790044276, 0.8324413918784489, 0.7526019004432648, 0.8137885522632178, 0.8610025615949147, 0.7825915798966208, 0.7437514501611183, 0.8262360033726507, 0.8860554619950545, 0.7655868546003296, 0.9169242217712307, 0.8957484090414092, 0.7164989167279078, 0.8363623966124352, 0.9654681883287696, 0.9055174330763862, 0.8763549066466894, 0.9840686080906845, 0.8012925490292093, 0.8507470598804672, 0.9067433884699589, 0.9266540177304033, 0.9169647080481006]"
1308,2.96,AI,45.35,1.6783600915073096,"[1.5032535466162837, 2.014728928658008, 1.598699807061138, 0.8916529896737305, 1.6724174172072868, 1.8421467781374907, 1.7235256812461397, 1.5910181281214337, 2.091122002758644, 2.2621392935760483, 1.74727874638639, 2.133226551632235, 2.2667860211163857, 1.9942123443183977, 0.8486913758912322, 2.2535886848321867, 0.43637752856540296, 1.192957198369917, 2.15194694803483, 0.6078550940921775, 2.1403682248167786, 1.7362097660013134, 2.1101452463229977, 1.4759936934016884, 1.1683261582684874, 2.2551696802036245, 2.025521209612211, 1.6048916146198446, 2.1242497851405333, 2.267294795634128, 1.7295677110046577, 2.2804882375502404, 0.7368017747568367, 1.0144359879014309, 1.0289895600164511, 1.3315880469961672, 2.093064551946943, 2.262417229212682, 1.3945706481228748, 1.3771633784012507, 1.831881385573193]"
1403,0.0,,0.0,0.9372407742431377,"[0.9622195331214809, 0.8568300163397874, 0.9311129086766345, 0.9084749192540181, 1.018594101807112, 0.9053680952368807, 0.945317160949402, 0.943989975340201, 0.8923636497936802, 0.8679063689810083, 1.006106321266731, 0.9473193953648477, 0.9732515725021, 0.8570046328885749, 0.9061099897883756, 0.9360352905222292, 0.9374771034974428, 0.9158770984982058, 0.9252892203506743, 0.9096545915927332, 1.0160918188569539, 0.8842569879205004, 0.7982817525586888, 0.970169852185643, 0.959166420054565, 1.000279336266342, 0.9583698401393914, 1.009544515435296, 1.0670761656000367, 0.8859562964221286, 0.9256560394784148, 0.9587429320443498, 0.8308396889247863, 0.8260352731235109, 0.9403178815356498, 0.941572035960352, 1.004832679202233, 0.9843963804022018, 0.990503516814998, 0.9238630246116429, 1.004617360658842]"
1501,16.86,AI,0.0,0.8216890665933833,"[0.8079453438562155, 0.7848494346485633, 0.8184932721729644, 0.9466423636489655, 0.8708196830691904, 0.9678741341808564, 0.8050578003976584, 0.7902434251468029, 0.9747739169547792, 0.778340469655684, 0.8462849977487693, 0.8704490833493852, 0.7902905615700379, 0.7342558765724063, 0.827394250924653, 0.8241299301250132, 0.7906567652527067, 0.7621489614835677, 0.7803949568136663, 0.8549537920940214, 0.7480383251984525, 0.9109725976443296, 0.7925267074921816, 0.85455812663446, 0.6949570578067342, 0.812957893469662, 0.804039126184395, 0.8414784842776055, 0.7961493088426351, 0.8463607460518155, 0.8179054872614546, 0.8005202969195736, 0.879464366050269, 0.7343926271638335, 0.7588373867664654, 0.866513790484548, 0.7822670225569471, 0.8460128928492591, 0.7697996299020734, 0.9420169496274077, 0.7634838874787068]"
1503,0.0,,0.0,1.0757453195891629,"[1.3579520891109795, 0.9967478300200088, 1.040364506553146, 1.017368022001312, 1.0821826775136094, 1.010951673684959, 1.138198292381945, 1.1329445500624806, 1.073689771320643, 0.8215463404977837, 1.0083203059533352, 1.0806197050994109, 1.1438050573949228, 1.065563479957868, 0.9542539947173773, 0.8858863527375667, 1.1414848133759876, 1.008667836839233, 0.9999745867220103, 1.091373376479387, 1.04674363814308, 1.2885045275325846, 1.0314339404879074, 1.1345839427494757, 1.0182854356801407, 0.9886981268877082, 1.108100930456349, 1.0893474812165767, 1.054164725894905, 1.080281179069342, 1.068766746042298, 1.0815028897119818, 0.9627521264858828, 1.109487394899169, 1.1247163899508763, 1.0467032537789562, 1.356080026925731, 1.042660409059976, 1.2604776703099867, 1.0333274123710754, 1.127044593077703]"
1603,0.0,,0.0,1.93834261426659,"[2.3035658661719354, 1.807527122687271, 2.2496336727261084, 1.4779184970508572, 2.288893628366759, 2.015382871115602, 1.599065000678085, 1.2729521427828414, 1.9040537821627475, 1.7297788981153412, 1.8418671252414915, 1.4051030284700379, 2.09315827662212, 1.9512403988923905, 2.029915937203933, 1.545145908491191, 1.7900161353019193, 1.8102337131251363, 2.0502314497912972, 2.2363016877801414, 2.0329733100874408, 1.9086585219833787, 2.24793399216632, 1.8842294484913857, 2.265162445463055, 1.8649320989975995, 1.7058715612614537, 1.8940716367006085, 1.976994743041436, 1.757168478778656, 2.195032969091792, 2.1905133883573606, 1.971793186181784, 1.7432771291153633, 1.6358167464391786, 1.786939993073722, 2.193760747412664, 2.299953322495196, 2.21521626291467, 2.2038489128837355, 2.095913147216198]"
1705,0.0,,0.0,0.9987216584299238,"[0.9827236622890054, 1.0059921274025345, 0.9818191628707476, 1.001833512130884, 1.007554642105288, 0.9448048692596205, 0.8373662211492433, 0.8535809556356356, 0.8591890684075066, 1.0613923331953274, 1.0596245353160252, 1.0887072505214141, 1.0309565095981124, 0.9819890006684584, 0.8200905209630757, 0.9646957384207568, 1.0311429646776786, 1.0125278397429462, 1.0355328994150457, 0.7671748340686894, 0.9739446449664695, 1.0321498630526913, 1.0588597248062495, 1.081058688130889, 1.1139347123469574, 1.019968312268411, 1.0415763722971831, 1.0363755528620984, 1.0802902841336495, 0.9723320156139468, 0.858098393820016, 0.9800317075738906, 1.0451102506848169, 1.0693676234558254, 0.9779685100175172, 1.0404163507098194, 1.1289771290019748, 1.076623035184261, 1.030172062413814, 1.0581405068808747, 0.9434936075675353]"
1709,22.54,Human,0.0,1.033051881228842,"[1.011177160171482, 0.9543366027584927, 0.9465898519071997, 1.019411972081725, 0.9679684556715774, 1.103724978328416, 0.9967133763842071, 1.041067858013283, 1.0834894087460982, 1.0809078107244228, 1.0276616427140661, 1.04945489986926, 1.1117239213869916, 1.0728612705043978, 1.000977762053592, 1.0667517550548817, 0.9740734547171338, 1.0908157634402886, 1.0803687929298293, 1.0352117996497514, 1.0530604106015007, 1.0784076433461396, 1.102586030451587, 1.0065039193571874, 1.1268907493769809, 1.0805851499565362, 1.0414439350288216, 0.7687409418353532, 1.0518969195156036, 1.096528393829324, 1.051376303190141, 0.9422681812303273, 1.0376685609076493, 1.0095762386074734, 0.9886592209903804, 0.9958647724267312, 1.098295057325028, 0.8629609472424485, 1.0462617910354433, 1.1083131427031305, 1.0919502843176636]"
1802,35.54,Human,0.0,1.1903936257987922,"[1.164236294240385, 1.236654944518903, 1.1167267684269626, 1.2376218578078166, 1.0832018885861225, 1.2044698335527997, 1.2072681766690876, 1.147706028697862, 1.2439517512570326, 1.1444778593585567, 1.1891167147729198, 1.1888904664066318, 1.2179180725078886, 1.209222869973358, 1.1327142538008403, 1.2127606834003901, 1.2268615723889098, 1.2691569758095549, 1.1415769522633605, 1.2084469006057341, 1.1921771069322262, 1.2363852115658525, 1.226336853320549, 1.2515638686989052, 1.3190693682603833, 1.1882879658344585, 1.1671278225116681, 1.217385536053354, 1.0075303598094556, 1.2125474669826972, 1.203174816173868, 1.1676999494677525, 1.1836991096586462, 1.2335882950277812, 1.2300912657414371, 1.1738219122849756, 1.205103842411024, 1.1963190467964475, 1.0700912753634884, 1.175985605500291, 1.1651711143100816]"
1805,0.0,,0.0,1.4240009227356307,"[1.2840428597709335, 1.6113645765274325, 1.2935990077446362, 1.5978891987888317, 1.4518011080234257, 1.3266785476804992, 1.565302159736954, 1.0938254455254586, 0.9105404998384025, 1.053852400731722, 1.3014117182739762, 1.495359041639844, 1.2425509136583235, 1.6326888993356823, 1.5021429122199406, 0.7501001180748382, 1.1626755227788819, 1.1030958129486337, 1.6671277974793255, 1.6612271760489528, 1.7357475383689835, 1.6913311641839084, 1.535697249430516, 1.7151435193611835, 1.7232964246240912, 1.432141169215401, 1.654373293264565, 1.329028767248015, 1.6099410713989708, 1.699291760821839, 1.5598152589348888, 1.468272108478012, 1.492515433844214, 1.3500821550566275, 1.1826385180449488, 1.1890694715674304, 1.5354329851426995, 1.3445562140403184, 1.3244705473658904, 1.7016157831760956, 1.4023016817655962]"
1807,0.0,,0.0,1.216133368019768,"[1.0931057718028296, 1.2385627346406878, 1.1127163407049079, 1.2801777078277965, 1.2799308557379603, 1.1279123527882098, 1.2662100795201245, 1.2790420922900487, 1.0812297047276236, 1.4023864656306584, 1.1623942048706593, 1.2789259134411628, 1.0854554256182323, 1.4372463861042921, 1.1435877219809234, 1.3305104201214908, 1.461763799740674, 1.286815021017541, 1.13581794260378, 1.1598223258273967, 1.2674204601347026, 1.0142061398913855, 1.327934320522076, 1.0467824654027915, 1.2880605588144405, 1.4016960317765526, 1.0977309503963304, 1.3975765781721068, 1.1566869665327757, 1.1892117450833282, 1.3509863235801955, 0.8658982239291784, 0.9824231226570197, 1.126963416428001, 1.055963412501899, 1.3208018742712055, 1.309837627544938, 1.2776007941878162, 1.109418346895359, 1.3142125270361111, 1.3164429360552783]"
1811,0.0,,0.0,0.8243382061161403,"[0.8789973820940453, 0.7987738977043488, 0.7847572004996065, 0.935476313407699, 0.7892344079554063, 0.7351726752513897, 0.7286533598777903, 0.8376258380069487, 0.9099778752164213, 0.7254454943165193, 0.6755249004595302, 0.8981983228535271, 0.9099292955764388, 0.831164862573098, 0.85785922991309, 0.9590064207323404, 0.9439804133385661, 0.7287218804675263, 0.7138319713521445, 0.7014987900987585, 0.9063103687737034, 0.7665218252547062, 0.8956737853035802, 0.8472127351582064, 0.8416954947554288, 0.8321350368858922, 0.9177099703589475, 0.8518652148059341, 0.6185678569203683, 0.9069125965856882, 0.7856657871015037, 0.9459830298017299, 0.9093148352323221, 0.9157644300109006, 0.8218347076784233, 0.7776286692747694, 0.8510737626845408, 0.9022721330614144, 0.671971371234065, 0.7824014507935275, 0.7055208573909088]"
1902,22.37,AI,0.36,0.64583927770895,"[0.6977729542977466, 0.6866906383392946, 0.6313701214976373, 0.5786722016897803, 0.6877181722868595, 0.6356396391564397, 0.6517024653211426, 0.6066135295647616, 0.7028351053575841, 0.695001440763105, 0.6390409921539545, 0.6985382450397047, 0.6018173136019773, 0.6286101949065513, 0.6033992021401219, 0.5824430676490041, 0.5890024736132812, 0.6867412515619857, 0.6536266990804378, 0.6633607622585919, 0.720482384827213, 0.6760484651015403, 0.6421415984447663, 0.5846074303225286, 0.6425044548505318, 0.5590551433077131, 0.6216363021884734, 0.6582164788370803, 0.6606252387349871, 0.6419619628176684, 0.5931155805950407, 0.6631712414664909, 0.6595964041452465, 0.671309726836758, 0.6973254824819063, 0.6319186883516629, 0.6810751414794853, 0.6546193655876421, 0.5602718835917152, 0.7153413627181071, 0.6237895791004343]"
1904,13.12,AI,1.23,1.047990272898474,"[0.9843644080796845, 0.9549774332804527, 0.7866025365211051, 0.8526911034613481, 1.1196627544415592, 1.1352473059484356, 1.1874773692933434, 0.9770351146510443, 1.0196467245514014, 1.1040080945968809, 1.0626380786196183, 0.8476819670015387, 1.139892723774525, 1.0197983387342027, 0.989701668367376, 1.0629881671995802, 0.7353402371459469, 1.169034065847332, 1.1135627243093429, 0.9660162344717448, 1.0415955696372357, 1.012379146829377, 1.079101410610663, 0.9662027674284598, 1.054539403712145, 1.155033833053047, 1.0882583468720644, 0.9540061720391676, 1.1137907793027557, 1.0649871187267996, 1.1726906015068246, 1.1294518878061501, 1.0275870632785657, 1.0515152647285935, 1.1042447452290436, 1.1213405749360545, 1.1368343174393474, 1.1547318324190707, 1.1132790977309424, 1.1556861917776906, 1.0419780134769652]"
1905,33.93,Human,0.46,1.273395198373779,"[1.1549179140821566, 1.0299358785236274, 0.890749834117797, 1.4841484763818757, 1.152896902636315, 1.1300704496280374, 0.9648483725002817, 1.1358736394037126, 1.380348510072268, 1.184024488599462, 1.4906656151650364, 1.4722305258591135, 1.0134772353515173, 1.1177391097790446, 1.0104705171100674, 1.1164091668198732, 1.0978904286801183, 1.159673771784797, 1.3150162738336846, 1.0530268848945077, 1.503890466698846, 1.0805851622073723, 1.7003203257388573, 1.3044530770272105, 1.4290129545121593, 1.3690765755910104, 1.29953042489892, 1.2815152741171227, 1.1698707084431024, 1.2657207784055577, 1.3680291754007137, 1.377682494992411, 1.37519393725015, 1.3407478055017585, 1.3821674351497968, 1.298258785270261, 1.5301506799333102, 1.4585431851692072, 1.5607694601126239, 1.43573266743516, 1.3235377642460893]"
1912,0.0,,0.0,1.2908936720660351,"[1.4459954265562929, 1.3575506116291711, 1.4388886575133903, 1.431075159587692, 1.118422336612565, 1.6502326102521858, 1.373743729016226, 1.2421063208175942, 1.2856575398489984, 1.244372495716496, 1.111669863472147, 1.523455224320673, 1.2726105850178693, 0.8713087059035524, 1.0145525995981626, 1.1260137534145835, 1.3524466704743365, 1.3884965140030887, 1.1099350427216803, 1.1723937779136853, 1.472855996539587, 1.18263026846599, 1.1961264739275883, 1.213673555778194, 1.1330954846078574, 1.4141923329117836, 1.4479036717803744, 1.4012164618659737, 1.4756659806283203, 1.2498554300171734, 1.248691309177499, 1.2856657672481064, 1.155816635319936, 1.378173392818552, 1.1866180691459938, 1.3855231451868757, 1.3032489618301781, 1.2963302285055613, 1.442851451770555, 1.1953637672424837, 1.330214545548478]"
2003,0.0,,0.0,0.34012347979891594,"[0.7518601421734188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9035253162722675, 0.0, 0.5446430739957304, 0.8686973819500049, 0.0, 0.6257544628196595, 0.0, 0.9644343803956902, 0.7182978277567301, 0.0, 0.8657650974465552, 0.0, 0.8923647253272358, 0.0, 0.0, 0.5675874584936094, 0.0, 0.0, 0.0, 0.0, 0.6258328387387236, 0.5709321153929475, 0.9305656034270176, 0.0, 0.0, 0.0, 0.6279322416335881, 0.8658599379474443, 0.8579984379265705, 0.0, 0.0, 0.0, 0.0, 0.7536150705700874, 1.009396559488273]"
2004,0.0,,0.0,1.2640309162505066,"[0.8838637794746461, 1.2458916127147606, 1.2469608170098057, 1.2490159850734415, 1.3158650181272857, 0.6353424695094103, 1.6946917552552923, 1.269813416342896, 0.8761571328680728, 0.9107405826991725, 1.3226925187909426, 1.2001561574623594, 1.2496161281345655, 1.4874303240166622, 1.391512296279819, 1.5914523525867046, 1.412428911328938, 1.0455459344143683, 1.0018907838134767, 1.327711316360801, 1.2502662767412096, 1.372535855659486, 1.2506407267158723, 1.3666869894260958, 1.2455010808546298, 1.2467352671414031, 1.414781307092219, 1.517349134263758, 1.2481324517494095, 1.1260656637595854, 1.3142788537245882, 1.4596019199678063, 1.2229521604208886, 1.3849669858372722, 1.312811594839899, 1.2846110473144061, 1.2695516107336366, 1.2479785878110126, 1.2472585329640355, 1.5935817392224711, 1.0902004877676623]"
2006,0.0,,0.0,0.5818458445664583,"[0.8547986352683427, 0.8656367743698444, 0.0, 0.8789380356526727, 0.8721547159370754, 0.8360394274202824, 0.0, 0.795346466877239, 0.8685096194011575, 0.821587595029797, 0.8422833286363373, 0.0, 0.0, 0.0, 0.9214271829040441, 0.8230614229201868, 0.9086539288931574, 0.823131826988257, 0.0, 0.0, 0.7135777057476252, 0.0, 0.9086539288931574, 0.9118010101972407, 0.8888857393857584, 0.9717300893687578, 0.6799974300448289, 0.807872324825405, 0.7978008469057509, 0.8904481422618419, 0.0, 0.0, 0.8652893737298561, 0.8069445986585649, 0.9268803149984502, 0.853993941148227, 0.8582130163347698, 0.0, 0.0, 0.0, 0.8620222044261616]"
2007,20.88,AI,0.0,2.276863474731141,"[2.3566213701502696, 2.5604062665818215, 2.488919784856422, 2.240943235614511, 2.347266446287914, 1.872821296379991, 2.4456339805479996, 2.2922069905749773, 1.329332849241728, 2.315024446055473, 2.057903793383372, 2.656881923611066, 2.0920306208181505, 2.1449291575364575, 2.415941517389121, 1.9918965356240887, 2.1886677326899897, 2.5491236368804606, 2.10043331489746, 2.616158282188349, 2.401305302749886, 2.470796231511309, 2.395994034294474, 1.7159741425663393, 2.464720946055211, 1.5680070841963847, 2.045122181690876, 2.295935029862356, 2.520734371784977, 2.634398519193752, 1.8086264857374048, 2.4589789570131293, 2.3642240435573307, 2.4800379842009375, 2.3058207538260094, 2.4643024001787657, 2.3367811534403597, 2.391620218510316, 2.1741651214264577, 2.4875378439707, 2.5031764769001925]"
