240000 1.82453 240000 1.82453 
288000 1.82453 288000 1.82453 
345600 1.82453 345600 1.82453 
414720 1.82453 414720 1.82453 
497664 1.69437 497664 1.82453 
5.971968e+05 1.69437 5.971968e+05 1.82453 
7.166362e+05 1.58255 7.166362e+05 1.82453 
8.599634e+05 1.48538 8.599634e+05 1.82453 
1.031956e+06 1.40011 1.031956e+06 1.82453 
1.238347e+06 1.32464 1.238347e+06 1.82453 
1.486017e+06 1.25733 1.486017e+06 1.82453 
1.783220e+06 1.19691 1.783220e+06 1.82453 
2.139864e+06 1.14236 2.139864e+06 1.82453 
2.567837e+06 1.09284 2.567837e+06 1.82453 
3.081404e+06 1.04767 3.081404e+06 1.82453 
3.697685e+06 1.00630 3.697685e+06 1.82453 
4.437222e+06 0.93313 4.437222e+06 1.82453 
5.324667e+06 0.90062 5.324667e+06 1.82453 
6.389600e+06 0.84229 6.389600e+06 1.82453 
7.667520e+06 0.81603 7.667520e+06 1.82453 
9.201024e+06 0.76838 9.201024e+06 1.82453 
1.104123e+07 0.72627 1.104123e+07 1.82453 
1.324947e+07 0.68877 1.324947e+07 1.82453 
1.589937e+07 0.65516 1.589937e+07 1.69437 
1.907924e+07 0.62484 1.907924e+07 1.58255 
2.289509e+07 0.58453 2.289509e+07 1.58255 
2.747411e+07 0.56058 2.747411e+07 1.48538 
3.296893e+07 0.52830 3.296893e+07 1.40011 
3.956272e+07 0.49972 3.956272e+07 1.32464 
4.747526e+07 0.47422 4.747526e+07 1.25733 
5.697032e+07 0.45132 5.697032e+07 1.19691 
6.836438e+07 0.42419 6.836438e+07 1.14236 
8.203725e+07 0.40599 8.203725e+07 1.09284 
9.844470e+07 0.38414 9.844470e+07 1.00630 
1.181336e+08 0.36463 1.181336e+08 0.96825 
1.417604e+08 0.34299 1.417604e+08 0.93313 
1.701124e+08 0.32754 1.701124e+08 0.87042 
2.041349e+08 0.31016 2.041349e+08 0.84229 
2.449619e+08 0.29462 2.449619e+08 0.79144 
2.939543e+08 0.27801 2.939543e+08 0.74670 
3.527452e+08 0.26325 3.527452e+08 0.70700 
4.232942e+08 0.25005 4.232942e+08 0.67152 
5.079531e+08 0.23631 5.079531e+08 0.63962 
6.095437e+08 0.22407 6.095437e+08 0.61076 
7.314524e+08 0.21309 7.314524e+08 0.57229 
8.777429e+08 0.20052 8.777429e+08 0.54937 
1.053291e+09 0.19059 1.053291e+09 0.51839 
1.263950e+09 0.18059 1.263950e+09 0.49090 
1.516740e+09 0.17069 1.516740e+09 0.46632 
1.820088e+09 0.16186 1.820088e+09 0.44420 
2.184105e+09 0.15320 2.184105e+09 0.41793 
2.620926e+09 0.14545 2.620926e+09 0.39474 
3.145111e+09 0.13729 3.145111e+09 0.37906 
3.774134e+09 0.13004 3.774134e+09 0.35564 
4.528960e+09 0.12307 4.528960e+09 0.33899 
5.434753e+09 0.11685 5.434753e+09 0.32035 
6.521703e+09 0.11049 6.521703e+09 0.30374 
7.826044e+09 0.10449 7.826044e+09 0.28886 
9.391252e+09 0.09913 9.391252e+09 0.27290 
1.126950e+10 0.09378 1.126950e+10 0.25869 
1.352340e+10 0.08877 1.352340e+10 0.24596 
1.622808e+10 0.08407 1.622808e+10 0.23267 
1.947370e+10 0.07949 1.947370e+10 0.22081 
2.336844e+10 0.07523 2.336844e+10 0.20872 
2.804213e+10 0.07128 2.804213e+10 0.19794 
3.365056e+10 0.06747 3.365056e+10 0.18713 
4.038067e+10 0.06382 4.038067e+10 0.17749 
4.845680e+10 0.06046 4.845680e+10 0.16793 
5.814816e+10 0.05716 5.814816e+10 0.15859 
6.977779e+10 0.05413 6.977779e+10 0.15028 
8.373335e+10 0.05120 8.373335e+10 0.14283 
1.004800e+11 0.04844 1.004800e+11 0.13497 
1.205760e+11 0.04586 1.205760e+11 0.12797 
1.446912e+11 0.04339 1.446912e+11 0.12123 
1.736295e+11 0.04104 1.736295e+11 0.11438 
2.083554e+11 0.03882 2.083554e+11 0.10829 
2.500264e+11 0.03676 2.500264e+11 0.10285 
3.000317e+11 0.03478 3.000317e+11 0.09709 
3.600381e+11 0.03289 3.600381e+11 0.09196 
4.320457e+11 0.03112 4.320457e+11 0.08714 
5.184548e+11 0.02942 5.184548e+11 0.08242 
6.221458e+11 0.02784 6.221458e+11 0.07802 
7.465750e+11 0.02634 7.465750e+11 0.07392 
8.958899e+11 0.02491 8.958899e+11 0.06996 
1.075068e+12 0.02356 1.075068e+12 0.06616 
1.290082e+12 0.02229 1.290082e+12 0.06266 
1.548098e+12 0.02108 1.548098e+12 0.05932 
1.857717e+12 0.01994 1.857717e+12 0.05614 
2.229261e+12 0.01886 2.229261e+12 0.05306 
2.675113e+12 0.01784 2.675113e+12 0.05024 
