12000 0.96990 12000 0.96990 
14400 0.96990 14400 0.96990 
17280 0.96990 17280 0.96990 
20736 0.91097 20736 0.96990 
2.488320e+04 0.85941 2.488320e+04 0.96990 
2.985984e+04 0.81389 2.985984e+04 0.96990 
3.583181e+04 0.81389 3.583181e+04 0.96990 
4.299817e+04 0.77339 4.299817e+04 0.96990 
5.159780e+04 0.73708 5.159780e+04 0.96990 
6.191736e+04 0.70434 6.191736e+04 0.96990 
7.430084e+04 0.67464 7.430084e+04 0.96990 
8.916100e+04 0.64758 8.916100e+04 0.96990 
1.069932e+05 0.62279 1.069932e+05 0.96990 
1.283918e+05 0.57898 1.283918e+05 0.96990 
1.540702e+05 0.55952 1.540702e+05 0.96990 
1.848843e+05 0.54143 1.848843e+05 0.96990 
2.218611e+05 0.50885 2.218611e+05 0.96990 
2.662333e+05 0.48028 2.662333e+05 0.96990 
3.194800e+05 0.46728 3.194800e+05 0.96990 
3.833760e+05 0.44344 3.833760e+05 0.96990 
4.600512e+05 0.42212 4.600512e+05 0.96990 
5.520614e+05 0.40292 5.520614e+05 0.91097 
6.624737e+05 0.38554 6.624737e+05 0.91097 
7.949685e+05 0.36971 7.949685e+05 0.85941 
9.539622e+05 0.34846 9.539622e+05 0.81389 
1.144755e+06 0.32971 1.144755e+06 0.77339 
1.373706e+06 0.31838 1.373706e+06 0.73708 
1.648447e+06 0.30288 1.648447e+06 0.73708 
1.978136e+06 0.28894 1.978136e+06 0.70434 
2.373763e+06 0.27238 2.373763e+06 0.64758 
2.848516e+06 0.26125 2.848516e+06 0.62279 
3.418219e+06 0.24786 3.418219e+06 0.60001 
4.101863e+06 0.23587 4.101863e+06 0.57898 
4.922235e+06 0.22507 4.922235e+06 0.54143 
5.906682e+06 0.21299 5.906682e+06 0.52458 
7.088019e+06 0.20429 7.088019e+06 0.49411 
8.505622e+06 0.19443 8.505622e+06 0.48028 
1.020675e+07 0.18388 1.020675e+07 0.45502 
1.224810e+07 0.17598 1.224810e+07 0.43249 
1.469772e+07 0.16608 1.469772e+07 0.41228 
1.763726e+07 0.15850 1.763726e+07 0.39402 
2.116471e+07 0.15054 2.116471e+07 0.37745 
2.539765e+07 0.14340 2.539765e+07 0.36232 
3.047718e+07 0.13609 3.047718e+07 0.34196 
3.657262e+07 0.12953 3.657262e+07 0.32971 
4.388714e+07 0.12291 4.388714e+07 0.31302 
5.266457e+07 0.11699 5.266457e+07 0.29807 
6.319749e+07 0.11108 6.319749e+07 0.28460 
7.583698e+07 0.10528 7.583698e+07 0.26856 
9.100438e+07 0.10009 9.100438e+07 0.25776 
1.092053e+08 0.09502 1.092053e+08 0.24474 
1.310463e+08 0.09047 1.310463e+08 0.23306 
1.572556e+08 0.08572 1.572556e+08 0.22006 
1.887067e+08 0.08148 1.887067e+08 0.21074 
2.264480e+08 0.07740 2.264480e+08 0.20022 
2.717376e+08 0.07350 2.717376e+08 0.19077 
3.260852e+08 0.06979 3.260852e+08 0.18063 
3.913022e+08 0.06628 3.913022e+08 0.17159 
4.695626e+08 0.06279 4.695626e+08 0.16347 
5.634751e+08 0.05968 5.634751e+08 0.15614 
6.761702e+08 0.05661 6.761702e+08 0.14843 
8.114042e+08 0.05374 8.114042e+08 0.14056 
9.736850e+08 0.05095 9.736850e+08 0.13354 
1.168422e+09 0.04836 1.168422e+09 0.12724 
1.402106e+09 0.04595 1.402106e+09 0.12087 
1.682528e+09 0.04355 1.682528e+09 0.11454 
2.019033e+09 0.04134 2.019033e+09 0.10889 
2.422840e+09 0.03917 2.422840e+09 0.10381 
2.907408e+09 0.03718 2.907408e+09 0.09834 
3.488890e+09 0.03525 3.488890e+09 0.09345 
4.186667e+09 0.03343 4.186667e+09 0.08871 
5.024001e+09 0.03172 5.024001e+09 0.08446 
6.028801e+09 0.03009 6.028801e+09 0.08007 
7.234561e+09 0.02853 7.234561e+09 0.07613 
8.681474e+09 0.02705 8.681474e+09 0.07215 
1.041777e+10 0.02562 1.041777e+10 0.06858 
1.250132e+10 0.02431 1.250132e+10 0.06501 
1.500159e+10 0.02305 1.500159e+10 0.06166 
1.800190e+10 0.02185 1.800190e+10 0.05866 
2.160228e+10 0.02071 2.160228e+10 0.05557 
2.592274e+10 0.01962 2.592274e+10 0.05281 
3.110729e+10 0.01860 3.110729e+10 0.05012 
3.732875e+10 0.01763 3.732875e+10 0.04753 
4.479450e+10 0.01671 4.479450e+10 0.04512 
5.375340e+10 0.01583 5.375340e+10 0.04274 
6.450408e+10 0.01500 6.450408e+10 0.04055 
7.740489e+10 0.01422 7.740489e+10 0.03846 
9.288587e+10 0.01347 9.288587e+10 0.03649 
