1000 0 sync: 16|
11000 0.532021 sync: 16|
21000 0.831216 sync: 16|
31000 0.853458 sync: 16|
41000 0.841793 sync: 16|
51000 0.856659 sync: 16|
61000 0.862589 sync: 16|
71000 0.877153 sync: 16|
81000 0.885232 sync: 16|
91000 0.906098 sync: 16|
101000 0.91698 sync: 16|
111000 0.960676 sync: 16|
121000 0.970639 sync: 16|
131000 0.980191 sync: 16|
141000 0.974655 sync: 16|
151000 0.984566 sync: 16|
161000 0.999469 sync: 16|
171000 1.00046 sync: 16|
181000 1.02169 sync: 16|
191000 1.02796 sync: 16|
201000 1.0333 sync: 16|
211000 1.03842 sync: 16|
221000 1.05277 sync: 16|
231000 1.04869 sync: 16|
241000 1.03337 sync: 16|
251000 1.03474 sync: 16|
261000 1.04069 sync: 16|
271000 1.03918 sync: 16|
281000 1.04608 sync: 16|
291000 1.05895 sync: 16|
301000 1.05992 sync: 16|
311000 1.08016 sync: 16|
321000 1.08296 sync: 16|
331000 1.0819 sync: 16|
341000 1.08339 sync: 16|
351000 1.06827 sync: 16|
361000 1.06614 sync: 16|
371000 1.07003 sync: 16|
381000 1.07602 sync: 16|
391000 1.09102 sync: 16|
401000 1.12366 sync: 16|
411000 1.13739 sync: 16|
421000 1.14128 sync: 16|
431000 1.15437 sync: 16|
441000 1.15644 sync: 16|
451000 1.16038 sync: 16|
461000 1.16052 sync: 16|
471000 1.15937 sync: 16|
481000 1.16668 sync: 16|
491000 1.16979 sync: 16|
501000 1.16488 sync: 16|
511000 1.16442 sync: 16|
521000 1.1664 sync: 16|
531000 1.16839 sync: 16|
541000 1.16703 sync: 16|
551000 1.16867 sync: 16|
561000 1.1694 sync: 16|
571000 1.16868 sync: 16|
581000 1.17202 sync: 16|
591000 1.17155 sync: 16|
601000 1.17377 sync: 16|
611000 1.17759 sync: 16|
621000 1.18314 sync: 16|
631000 1.18627 sync: 16|
641000 1.18924 sync: 16|
651000 1.1892 sync: 16|
661000 1.19197 sync: 16|
671000 1.19108 sync: 16|
681000 1.19374 sync: 16|
691000 1.19442 sync: 16|
701000 1.19531 sync: 16|
711000 1.19503 sync: 16|
721000 1.19596 sync: 16|
731000 1.17397 sync: 16|
741000 1.16817 sync: 16|
751000 1.15649 sync: 16|
761000 1.15726 sync: 16|
771000 1.15551 sync: 16|
781000 1.15187 sync: 16|
791000 1.15531 sync: 16|
801000 1.14802 sync: 16|
811000 1.14951 sync: 16|
821000 1.14862 sync: 16|
831000 1.14849 sync: 16|
841000 1.14903 sync: 16|
851000 1.15257 sync: 16|
861000 1.15152 sync: 16|
871000 1.14724 sync: 16|
881000 1.14697 sync: 16|
891000 1.14307 sync: 16|
901000 1.14547 sync: 16|
911000 1.14686 sync: 16|
921000 1.14048 sync: 16|
931000 1.1338 sync: 16|
941000 1.21673 sync: 16|
