500 0.40304 sync: 0|0|0| 0.6276
1500 0.537568 sync: 0|0|0| 0.82296
2500 0.558428 sync: 0|0|0| 0.77208
3500 0.6050577 sync: 0|0| 0.76357
4500 0.630544 sync: 0|0|0|0| 0.7659
5500 0.634225 sync: 0|0|0| 0.74325
6500 0.612587 sync: 0|0|0|0| 0.74633
7500 0.614012 sync: 0|0|0|0| 0.72259
8500 0.61469 sync: 0|0|1|1| 0.72945
9500 0.642512 sync: 0|0|0| 0.73162
10500 0.629388 sync: 0|0|0| 0.71879
11500 0.642272 sync: 0|0|0| 0.73898
12500 0.641304 sync: 0|0|0| 0.73165
13500 0.627692 sync: 0|0|0|0| 0.72872
14500 0.643552 sync: 0|0|0| 0.73123
15500 0.642052 sync: 0|0|0| 0.73372
16500 0.628888 sync: 0|0|0|0| 0.73277
17500 0.637532 sync: 0|0|0| 0.71522
18500 0.642936 sync: 0|0| 0.72026
19500 0.629156 sync: 0|0|0| 0.72133
20500 0.635543 sync: 0|0|0|0| 0.72455
21500 0.635406 sync: 0|0|0| 0.7283
22500 0.645548 sync: 0|0|0| 0.73381
23500 0.635159 sync: 0|0|0|0| 0.72664
24500 0.635909 sync: 0|0|0| 0.72843
25500 0.634762 sync: 0|0|0|0| 0.72215
26500 0.631841 sync: 0|0|0| 0.72082
27500 0.627874 sync: 0|0|0| 0.71698
28500 0.636224 sync: 0|0|0| 0.71449
29500 0.631099 sync: 0|0|0| 0.71927
30500 0.642842 sync: 0|0|0| 0.73164
31500 0.649466 sync: 0|0|0| 0.73861
32500 0.626747 sync: 0|0|0| 0.71067
33500 0.639851 sync: 0|0|0| 0.71884
34500 0.636503 sync: 0|0|0| 0.72007
35500 0.632604 sync: 0|0|0| 0.71405
36500 0.639663 sync: 0|0|0| 0.71833
37500 0.64147 sync: 0|0|0| 0.72691
38500 0.638226 sync: 0|0|0| 0.71969
39500 0.634794 sync: 0|0|0| 0.70897
40500 0.636892 sync: 0|0|0| 0.71993
41500 0.63041 sync: 0|0|0| 0.71603
42500 0.636255 sync: 0|0|0| 0.72137
43500 0.625559 sync: 0|0|0|0| 0.70916
44500 0.642583 sync: 0|0|0| 0.72801
45500 0.628629 sync: 0|0|0| 0.7094
46500 0.632407 sync: 0|0|0|0| 0.72623
47500 0.645149 sync: 0|0|0| 0.72347
48500 0.628022 sync: 0|0|0| 0.71249
49500 0.642155 sync: 0|0|0| 0.7221
50500 0.633906 sync: 0|0|0| 0.71809
51500 0.640037 sync: 0|0|0|0| 0.72304
52500 0.643528 sync: 0|0|0| 0.72516
53500 0.630832 sync: 0|0|0| 0.71138
54500 0.642887 sync: 0|0|0| 0.71943
55500 0.639743 sync: 0|0|0| 0.71759
56500 0.635131 sync: 0|0|0| 0.7161
57500 0.636033 sync: 0|0|0| 0.72292
58500 0.633656 sync: 0|0|0| 0.71357
59500 0.625934 sync: 0|0|0| 0.70693
60500 0.636581 sync: 0|0|0| 0.71652
61500 0.646125 sync: 0|0|0| 0.72506
62500 0.638743 sync: 0|0|0| 0.71348
63500 0.636561 sync: 0|0|0| 0.71531
64500 0.636394 sync: 0|0|0| 0.70893
65500 0.637673 sync: 0|0|0| 0.71374
66500 0.63168 sync: 0|0|0|0| 0.7095
67500 0.635916 sync: 0|0|0| 0.71134
68500 0.632374 sync: 0|0|0|0| 0.71173
69500 0.627136 sync: 0|0|0| 0.70703
70500 0.636792 sync: 0|0|0| 0.71457
71500 0.628113 sync: 0|0|0| 0.70772
72500 0.632362 sync: 0|0|0| 0.71086
73500 0.638057 sync: 0|0|0| 0.71854
