11630.12909 2.65892 
13860.00846 2.66385 
15579.35483 2.62934 
17173.98634 2.56525 
19684.36528 2.53568 
21699.16689 2.49624 
23920.19438 2.45680 
26368.55609 2.42723 
29067.52090 2.40751 
32042.73942 2.44694 
34640.72346 2.40751 
38937.93600 2.40258 
43768.22157 2.41244 
50165.96868 2.39765 
58630.53186 2.36807 
67200.75249 2.32863 
80085.35338 2.30399 
88282.52392 2.24976 
109391.19299 2.23004 
130365.09298 2.19061 
158418.02978 2.16596 
196296.35062 2.12159 
229417.66585 2.08215 
273404.59980 2.03779 
319536.48103 2.02300 
359175.26555 1.99342 
403731.27651 1.95399 
453814.50025 1.89976 
520150.08119 1.86525 
584675.16113 1.82582 
683328.09204 1.79624 
798626.84858 1.77159 
951749.95839 1.76173 
1179316.79743 1.75187 
1461295.68638 1.75187 
1741474.27071 1.73215 
2035315.28252 1.72230 
2243640.84726 1.74201 
2473289.66413 1.75187 
2834818.67350 1.75187 
3186480.44985 1.72723 
3797433.85906 1.72230 
4014000 1.73215 
