threshold,fpr,tpr,L,U
0.0,1.0,1.0,1.0,1.0
7.605892524609192e-05,0.9999,0.9999819787349072,0.9992812865736884,1.0006826708961258
0.0001521178504921,0.9998,0.9999639574698144,0.9989730380414642,1.0009548768981644
0.0002281767757381,0.9997,0.9999459362047216,0.9987323236528468,1.0011595487565963
0.0003042357009842,0.9996,0.9999279149396288,0.9985265685004656,1.001329261378792
0.0003802946262303,0.9995,0.999909893674536,0.9983431548440548,1.001476632505017
0.0004563535514764,0.9994,0.9998918724094432,0.9981756114772944,1.0016081333415918
0.0005324124767225,0.9993,0.9998738511443503,0.9980200941712284,1.0017276081174722
0.0006084714019686,0.9992,0.9998558298792576,0.997874098175046,1.001837561583469
0.0006845303272147,0.9991,0.9998378086141648,0.9977358836670148,1.0019397335613145
0.0007605892524606,0.999,0.999819787349072,0.9976041838819952,1.0020353908161486
0.0008366481777067,0.9989,0.9998017660839792,0.9974780425059488,1.0021254896620095
0.0009127071029528,0.9988,0.9997837448188862,0.9973567165712622,1.0022107730665102
0.0009887660281989,0.9987,0.9997657235537936,0.9972396152294476,1.0022918318781393
0.001064824953445,0.9986,0.9997477022887008,0.9971262594184872,1.002369145158914
0.0011408838786911,0.9985,0.9997296810236078,0.9970162543190224,1.0024431077281932
0.0012169428039372,0.9984,0.9997116597585152,0.9969092699668524,1.002514049550178
0.0012930017291832,0.9983,0.9996936384934224,0.9968050272507016,1.002582249736143
0.0013690606544293,0.9982,0.9996756172283294,0.9967032875725492,1.0026479468841096
0.0014451195796754,0.9981,0.9996575959632366,0.9966038450635092,1.002711346862964
0.0015211785049215,0.998,0.9996395746981438,0.9965065206232137,1.002772628773074
0.0015972374301675,0.9979,0.999621553433051,0.9964111572862828,1.0028319495798197
0.0016732963554136,0.9978,0.9996035321679582,0.9963176165716844,1.0028894477642318
0.0017493552806597,0.9977,0.9995855109028654,0.9962257755715664,1.0029452462341644
0.0018254142059057,0.9976,0.9995674896377724,0.9961355246043224,1.0029994546712226
0.0019014731311518,0.9975,0.9995494683726798,0.9960467653037396,1.00305217144162
0.0019775320563979,0.9974,0.9995314471075868,0.9959594090490824,1.0031034851660914
