,perplexity,prediction,percentage,entropy_rate,rates
1,90.11,Human,0.0,0.6915101921323676,"[0.5650186804470475, 0.7011662110478093, 0.8184698683412959, 0.7160534545442444, 0.7339110456732285, 0.6613854449405564, 0.631419333619286, 0.6728210552642253, 0.6787532444242212, 0.6308680049132632, 0.7000439497620441, 0.6759175114562794, 0.713216648588658, 0.6274043996715432, 0.6666269456518332, 0.6844903527133673, 0.6766221478011047, 0.6870095635934159, 0.7776861445163333, 0.7050952963888062, 0.6953725522426575, 0.7355810838238024, 0.7341167420091791, 0.5768484092619441, 0.7059027671970453, 0.7246196441743269, 0.6833671830491376, 0.7439525295722955, 0.7153731540705945, 0.7539510275807166, 0.6410037102078792, 0.6607742184645253, 0.6605203783548234, 0.6764583501356233, 0.693822700024466, 0.6089441454715316, 0.7187906965693395, 0.7769075713984619, 0.7487029866468597, 0.6464756565034407, 0.7264530673098604]"
2,110.16,Human,0.0,0.6383823364414438,"[0.6258294855112394, 0.6167893501211026, 0.5673136213518983, 0.6176769057279884, 0.5844257373392012, 0.688706183881772, 0.6145003943794686, 0.5816316650150346, 0.6261361142786579, 0.7119524839601686, 0.641141729495719, 0.6717867027168615, 0.5406694193898078, 0.6943800587675547, 0.6923554360184263, 0.6900766892862876, 0.6084804414310601, 0.6799314992346079, 0.5779803847243995, 0.5976270082355567, 0.6768076199676206, 0.6066955786044544, 0.6074308315108405, 0.5667926744163749, 0.5959250107119164, 0.5547634580828605, 0.5748983003940382, 0.6883624532355527, 0.678260864550804, 0.6664482408003426, 0.6737698496710258, 0.6079289341569595, 0.7308442776026743, 0.6401760627168672, 0.7330487809449185, 0.5985163150512286, 0.6526231720825794, 0.628077816264323, 0.7448649154142932, 0.5872167720981412, 0.7308325549545653]"
3,98.41,Human,0.0,0.6696612154887395,"[0.7319529213529997, 0.9162596814844448, 0.6311534309635821, 0.5605101881929334, 0.7430752930845878, 0.8431296821780206, 0.8195978442746154, 0.5623782777261271, 0.5314218310046054, 0.6012703910201856, 0.5555176650052785, 0.5623782777261271, 0.5426634233784507, 0.5700223231985158, 0.563047208543599, 0.6738113523575251, 0.5466318047481764, 0.8397901594066519, 0.734278225485458, 0.5489570625098946, 0.0, 0.5353277270844323, 0.7205688350310213, 0.7620118840498376, 0.5651195752869873, 0.5521078362490266, 0.9060017846582589, 0.6090913991527267, 0.9065820368244587, 0.8052385244357964, 0.809314700660617, 0.8009086193382644, 0.6452892470245813, 0.622945094223526, 0.6175909616232385, 0.7048026506861174, 0.7532560576125674, 0.7051804824817642, 0.8748870148307486, 0.8771487240437497, 0.6048896360988093]"
4,160.96,Human,0.0,0.664433829946799,"[0.5922680704059927, 0.5500287411161319, 0.7648893717737432, 0.7078437818582627, 0.7847551006100323, 0.7011740471570348, 0.6707417801247957, 0.7289180019809919, 0.713011520973202, 0.5491692853583963, 0.5625258900530511, 0.7688493705955702, 0.7580429869327032, 0.5983438171429983, 0.6729947920966881, 0.5434084976764813, 0.627145008449236, 0.5272186071158094, 0.5254973237179195, 0.5861629543432473, 0.7171314485473285, 0.6026826418469324, 0.4911995403172093, 0.7743237610074789, 0.5245935312999964, 0.7232393225604529, 0.5424013634942974, 0.5073676416475106, 0.7570886715780838, 0.7453205135285491, 0.7146896251314205, 0.7123379182953483, 0.7455285060089797, 0.7753776186672711, 0.7094752487123397, 0.6359754064443329, 0.674522183861375, 0.7480881537764076, 0.7049109673333109, 0.6889154292518458, 0.8136285850259958]"
5,73.57,Human,0.0,0.6007350026091259,"[0.5467204544578368, 0.6219615216490445, 0.6196342914729518, 0.6654525039424969, 0.6079127240453197, 0.5349263151078848, 0.5903451128237116, 0.5877619219683738, 0.6037075415143122, 0.5657386850514847, 0.6475546256268108, 0.5501829791907115, 0.6439486995499849, 0.6429521450733453, 0.5338893132692301, 0.5717383517816766, 0.5098305678095966, 0.7120959779554158, 0.6707325270380804, 0.5189453288792606, 0.5569260818856383, 0.49287953559910047, 0.6305407613758983, 0.43775480235251335, 0.6657833115437861, 0.5736304861607227, 0.5891883581850196, 0.5794874392816894, 0.5788837440227748, 0.6324731851949089, 0.6484502611848126, 0.7030924759835817, 0.6050450645536398, 0.6335104639681225, 0.6356608099650816, 0.6045612113388749, 0.6427215877856575, 0.5625353568638485, 0.5738740490158688, 0.7366522934951484, 0.6004522390099475]"
6,139.72,Human,0.0,0.6741224045185401,"[0.6439184174124659, 0.0, 0.6977954833176299, 0.7384934668308494, 0.6774861537331852, 0.5823477157265308, 0.7440205906796873, 0.7072849657027235, 0.6340517584481238, 0.7076234383831411, 0.6636084511490852, 0.7215563482116335, 0.6673517805985446, 0.7305926826977728, 0.6393532160429178, 0.7005277226041634, 0.7043921248882139, 0.7220770630869681, 0.7002756392760422, 0.7087813450359078, 0.7089158272953183, 0.7151667567776766, 0.7127546871686655, 0.7520999869417112, 0.7298175325635952, 0.6360631747441876, 0.7075761685862816, 0.690070794072198, 0.6528632207285442, 0.6145383818015471, 0.7674819559235314, 0.6789484234518449, 0.7113230333588653, 0.6862074793311841, 0.671869772614685, 0.7053022129459376, 0.6994411653798606, 0.6841360164638134, 0.7138244595087704, 0.6808262545023543, 0.62825291727398]"
7,103.82,Human,0.0,0.48853064639049165,"[0.5472411106264764, 0.6838451718432926, 0.8743580162107932, 0.0, 0.5286484387836221, 0.7734150916780886, 0.5676315187062377, 0.0, 0.0, 0.9293296575927781, 0.7056673946952354, 0.0, 0.623688784987459, 0.0, 0.0, 0.0, 0.0, 0.9367787348164037, 0.8070393959304104, 0.5953579865522115, 0.8798259707816801, 0.0, 0.6162412520210274, 0.0, 0.5275460777104617, 0.0, 0.0, 0.0, 0.5186243893913878, 0.7400653256288732, 0.9205431636461708, 0.8818968722120235, 0.8906888596210826, 0.5494380890301468, 0.6355183156359069, 0.8163228612394698, 0.7761445846304772, 0.8632294890984323, 0.6858002756309295, 0.6268538433656041, 0.5280158299434815]"
8,86.69,Human,0.0,0.46018445788623275,"[0.6011460972279185, 0.6770603975430475, 0.0, 0.9090927329001571, 0.0, 0.6378381922211576, 0.0, 0.6538453258702999, 0.0, 0.0, 0.895992899621874, 0.8020888494624114, 0.0, 0.0, 0.0, 0.6317248929195326, 0.6679930962416744, 0.0, 0.6425298514512571, 0.0, 0.754751510012228, 0.0, 0.0, 0.0, 0.6651311174593655, 0.0, 0.9115091153410594, 0.0, 0.7223789119414203, 0.9245807620159805, 0.6253563338866197, 0.6523674983729123, 0.6643866324825398, 0.6332226052249937, 0.6553639881411534, 0.8662475872286244, 0.8457470028916771, 0.6538722703769945, 0.5394886364963778, 0.7454264895115723, 0.8884199764926979]"
9,109.14,Human,0.0,0.47500910653256534,"[0.7410964842375054, 0.705646663497614, 0.565406886103876, 0.5321342934627914, 0.5544512063660737, 0.0, 0.43161878705403367, 0.0, 0.42409631337536, 0.0, 0.4385216952193436, 0.42965115083267474, 0.43306330647409624, 0.6046585844317863, 0.6271348719642731, 0.6777198478270456, 0.43770293211279104, 0.6240554142687603, 0.0, 0.6320280310202325, 0.6200375391998411, 0.0, 0.5621005196983699, 0.6553353954326094, 0.4249982367112974, 0.0, 0.4283418580212431, 0.0, 0.6619150843006099, 0.7076967356886967, 0.634891706517907, 0.552864070930588, 0.6163236325932401, 0.5575574646404942, 0.5963556561704609, 0.6500180350302351, 0.5367216448248823, 0.5763446668942992, 0.6339309975844712, 0.6306275306679795, 0.570326124679696]"
10,85.18,Human,0.0,0.38633815854119835,"[0.0, 0.8172800834125816, 0.0, 0.8471339754514394, 0.0, 0.0, 0.0, 0.6738140715183867, 0.0, 0.5604750804710897, 0.5941806687870749, 0.0, 0.7964524175627307, 0.0, 0.0, 0.6557928462457372, 0.5867737721428519, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.743648606850978, 0.0, 0.7937015963472699, 0.8171201403693558, 0.8256478528685128, 0.8204377612650542, 0.8242036385272259, 0.5833867539731388, 0.7600195160507577, 0.6052654010716253, 0.0, 0.6166314858203374, 0.0, 0.5830608192424185, 0.7580991807382494, 0.8788011450861629, 0.6979376863861507]"
