fpr,tpr_upper,tpr_lower,tpr
0.0,0.0,0.0,0.0
0.01,0.8435621233218962,0.8140487436377524,0.8288054334798243
0.02,0.8695362954455551,0.8420098491808933,0.8557730723132242
0.03,0.8792440301084371,0.8525444903336991,0.8658942602210681
0.04,0.8858716862800918,0.859766880772778,0.8728192835264349
0.05,0.8983269628236655,0.8734136151494333,0.8858702889865494
0.06,0.9007359804137571,0.8760651915132638,0.8884005859635105
0.07,0.9063701826854671,0.8822834329757394,0.8943268078306033
0.08,0.9122449327708252,0.8887938207249798,0.9005193767479025
0.09,0.9174132269499227,0.8945457556043455,0.9059794912771341
0.1,0.9195527837930861,0.8969340986146912,0.9082434412038887
0.11,0.9235744664595291,0.9014355215548535,0.9125049940071913
0.12,0.9280142391416402,0.9064244344500498,0.917219336795845
0.13,0.9298173153084184,0.908456755806244,0.9191370355573312
0.14,0.9316186136361475,0.9104908550014874,0.9210547343188175
0.15,0.9334180746912408,0.9125267914693664,0.9229724330803036
0.16,0.9361510900527824,0.9156267765073455,0.9258889332800639
0.17,0.9376466826243103,0.9173273485382946,0.9274870155813024
0.18,0.9396074642229448,0.919561532980411,0.9295844986016779
0.19,0.9410064531582385,0.9211589483599394,0.9310827007590889
0.2,0.942404089452513,0.9227577163804872,0.9325809029165001
0.21,0.9445444078947128,0.9252118845543481,0.9348781462245305
0.22,0.9452880683763608,0.9260663063739386,0.9356771873751497
0.23,0.9460313053333693,0.9269211517181686,0.936476228525769
0.24,0.9467741113013207,0.9277764280514559,0.9372752696763883
0.25,0.9475164785796295,0.9286321430743856,0.9380743108270075
0.26,0.9482583992208996,0.929488304734354,0.9388733519776268
0.27,0.949617399629882,0.9310591218776421,0.940338260753762
0.28,0.9502346074423027,0.9317736493162536,0.9410041283792782
0.29,0.9508514832610514,0.9324885087485372,0.9416699960047943
0.3,0.9514680217429338,0.9332037055176868,0.9423358636303103
0.31,0.9520842173914812,0.9339192451201714,0.9430017312558263
0.32,0.9534546625821577,0.9355133584013579,0.9444840104917578
0.33,0.9542087168822865,0.9363921273220598,0.9453004221021731
0.34,0.9549622159516571,0.9372714514735196,0.9461168337125884
0.35,0.9557151478574495,0.9381513427885579,0.9469332453230037
0.36,0.9564675002101255,0.9390318136567126,0.9477496569334191
0.37,0.9572192601384637,0.9399128769492051,0.9485660685438344
0.38,0.9579704142628086,0.9407945460456909,0.9493824801542498
0.39,0.9587209486663744,0.9416768348629558,0.9501988917646651
0.4,0.9594708488644281,0.9425597578857325,0.9510153033750803
0.41,0.9602200997711577,0.9434433301998336,0.9518317149854957
0.42,0.9609686856640062,0.9443275675278159,0.952648126595911
0.43,0.961716590145234,0.9452124862674187,0.9534645382063264
0.44,0.9624637961004402,0.9460981035330432,0.9542809498167417
0.45,0.9632102856537405,0.9469844372005737,0.9550973614271571
0.46,0.9639560401192704,0.9478715059558742,0.9559137730375723
0.47,0.9647010399486367,0.9487593293473386,0.9567301846479876
0.48,0.9654452646738918,0.9496479278429142,0.957546596258403
0.49,0.9661886928455622,0.9505373228920745,0.9583630078688183
0.5,0.9669313019651893,0.9514275369932781,0.9591794194792337
0.51,0.9676730684117809,0.9523185937675172,0.959995831089649
0.52,0.9684139673614841,0.9532105180386444,0.9608122427000643
0.53,0.9691539726997028,0.9541033359212564,0.9616286543104796
0.54,0.9698930569247671,0.9549970749170228,0.962445065920895
0.55,0.9706311910421449,0.9558917640204757,0.9632614775313103
0.56,0.9713683444480308,0.9567874338354205,0.9640778891417257
0.57,0.9721044848009792,0.9576841167033026,0.9648943007521409
0.58,0.9728395778800457,0.9585818468450668,0.9657107123625562
0.59,0.973573587427657,0.9594806605182862,0.9665271239729716
0.6,0.9743064749751538,0.9603805961916201,0.9673435355833869
0.61,0.9750381996486093,0.9612816947389953,0.9681599471938023
0.62,0.9757687179521232,0.9621839996563121,0.9689763588042176
0.63,0.9764979835253139,0.9630875573039518,0.9697927704146329
0.64,0.9772259468711494,0.963992417178947,0.9706091820250482
0.65,0.9779525550495513,0.9648986322213758,0.9714255936354635
0.66,0.9786777513313623,0.9658062591603955,0.9722420052458789
0.67,0.979401474806217,0.9667153589063715,0.9730584168562942
0.68,0.9801236599365748,0.9676259969968444,0.9738748284667096
0.69,0.9808442360485939,0.9685382441056557,0.9746912400771248
0.7,0.9815631267485481,0.9694521766265323,0.9755076516875402
0.71,0.9822802492510215,0.9703678773448895,0.9763240632979555
0.72,0.9829955136020047,0.9712854362147371,0.9771404749083709
0.73,0.983708821776057,0.9722049512615154,0.9779568865187862
0.74,0.9844200666216365,0.9731265296367664,0.9787732981292014
0.75,0.9851291306221566,0.974050288857077,0.9795897097396168
0.76,0.9858358844317987,0.9749763582682656,0.9804061213500321
0.77,0.986540185133893,0.975904880787002,0.9812225329604475
0.78,0.9872418741547435,0.9768360149869821,0.9820389445708628
0.79,0.9879407747456964,0.9777699376168599,0.9828553561812782
0.8,0.9886366889188893,0.9787068466644977,0.9836717677916935
0.81,0.9893293936843585,0.979646965119859,0.9844881794021088
0.82,0.990018636383273,0.9805905456417752,0.9853045910125241
0.83,0.9907041288367521,0.9815378764091268,0.9861210026229394
0.84,0.9913855399205889,0.9824892885461207,0.9869374142333548
0.85,0.9920624860149327,0.9834451656726075,0.9877538258437701
0.86,0.9927345185344119,0.9844059563739589,0.9885702374541854
0.87,0.9934011073671788,0.9853721907620226,0.9893866490646007
0.88,0.9940616184515151,0.986344502898517,0.9902030606750161
0.89,0.9947152827336906,0.9873236618371722,0.9910194722854314
