fpr,tpr_upper,tpr_lower,tpr
0.0,0.0,0.0,0.0
0.01,0.8344808458128695,0.8034574727338141,0.8189691592733418
0.02,0.8619696443377243,0.8330028947412786,0.8474862695395015
0.03,0.8722428405642902,0.8441351343688178,0.858188987466554
0.04,0.8792563512333494,0.8517674482315146,0.865511899732432
0.05,0.8924363221640325,0.8661892235337566,0.8793127728488945
0.06,0.894985438733025,0.8689914659282901,0.8819884523306576
0.07,0.900947218612313,0.8755631320425242,0.8882551753274186
0.08,0.9071634032186646,0.8824436943732239,0.8948035487959443
0.09,0.9126319632130562,0.8885228037211783,0.9005773834671172
0.1,0.9148957927447585,0.8910470322094732,0.9029714124771159
0.11,0.9191510193155351,0.8958046207351619,0.9074778200253485
0.12,0.9238485396792274,0.9010775270719343,0.9124630333755809
0.13,0.9257562692630643,0.9032255642815068,0.9144909167722856
0.14,0.9276621045157224,0.9053754958222581,0.9165188001689902
0.15,0.9295659824933757,0.9075273846380141,0.9185466835656949
0.16,0.9324575601078928,0.9108039523551403,0.9216307562315166
0.17,0.9340399096628712,0.9126014084613366,0.9233206590621039
0.18,0.9361144187312593,0.9149628943232402,0.9255386565272498
0.19,0.937594540478769,0.9166513403830817,0.9271229404309254
0.2,0.93907322269458,0.9183412259746216,0.9287072243346008
0.21,0.9413376370850793,0.9209352822220608,0.9311364596535701
0.22,0.942124410384771,0.9218384117529563,0.9319814110688637
0.23,0.942910733158975,0.9227419918093396,0.9328263624841573
0.24,0.9436965975035696,0.923646030295332,0.9336713138994508
0.25,0.9444819952644354,0.9245505353650534,0.9345162653147444
0.26,0.94526691802619,0.925455515433886,0.935361216730038
0.27,0.9467046803793182,0.9271159082701677,0.9369102943247429
0.28,0.9473576561855842,0.9278711848227245,0.9376144205041543
0.29,0.9480102790174554,0.9286268143496759,0.9383185466835656
0.3,0.9486625432173793,0.9293828025085745,0.9390226728629769
0.31,0.9493144429655662,0.9301391551192104,0.9397267990423883
0.32,0.9507642892622085,0.9318242010300343,0.9412942451461214
0.33,0.9515620283537691,0.9327531017871171,0.9421575650704431
0.34,0.9523591773727125,0.9336825926168173,0.9430208849947649
0.35,0.9531557236849877,0.9346126861531854,0.9438842049190865
0.36,0.9539516541731546,0.935543395513662,0.9447475248434083
0.37,0.954746955209967,0.9364747343254931,0.94561084476773
0.38,0.9555416126300674,0.9374067167540362,0.9464741646920518
0.39,0.9563356116996233,0.9383393575331238,0.9473374846163736
0.4,0.95712893708372,0.9392726719976706,0.9482008045406953
0.41,0.9579215728113039,0.9402066761187303,0.9490641244650171
0.42,0.9587135022374454,0.9411413865412322,0.9499274443893388
0.43,0.9595047080026701,0.9420768206246509,0.9507907643136605
0.44,0.9602951719890701,0.9430129964868944,0.9516540842379823
0.45,0.9610848752728819,0.9439499330517261,0.952517404162304
0.46,0.9618737980731744,0.9448876501000771,0.9533807240866258
