metric,x_center,x_jitter,x,auc
Nero,0,0.006286511054669665,0.006286511054669665,97.60714285714286
Nero,0,-0.006605243164565094,-0.006605243164565094,97.3690476190476
Nero,0,0.032021132522164104,0.032021132522164104,97.51190476190476
Nero,0,0.0052450058576519855,0.0052450058576519855,97.27380952380953
Nero,0,-0.02678346865805555,-0.02678346865805555,97.27380952380953
Nero,0,0.01807975274547424,0.01807975274547424,97.08333333333333
Nero,0,0.06520000225650686,0.06520000225650686,97.17857142857143
Nero,0,0.04735404815646211,0.04735404815646211,96.79761904761904
Nero,0,-0.03518676179034963,-0.03518676179034963,96.98809523809524
Nero,0,-0.06327107355230263,-0.06327107355230263,96.70238095238095
Nero,0,-0.03116372312686761,-0.03116372312686761,96.75
Nero,0,0.00206629896736218,0.00206629896736218,96.65476190476191
Nero,0,-0.11625153873194172,-0.11625153873194172,96.65476190476191
Nero,0,-0.010939583196627287,-0.010939583196627287,96.55952380952382
Nero,0,-0.06229554736265326,-0.06229554736265326,96.60714285714286
Nero,0,-0.03661336773517258,-0.03661336773517258,96.55952380952382
Nero,0,-0.027212949142865497,-0.027212949142865497,96.88095238095238
Nero,0,-0.015815007818457728,-0.015815007818457728,96.73809523809524
Nero,0,0.020581526818706643,0.020581526818706643,96.4404761904762
Nero,0,0.05212566847213388,0.05212566847213388,96.64285714285714
Nero,0,-0.006426733147201713,-0.006426733147201713,96.39285714285714
Nero,0,0.0683231735274843,0.0683231735274843,96.38095238095238
Nero,0,-0.03325973367433068,-0.03325973367433068,96.76190476190476
Nero,0,0.017575503504650987,0.017575503504650987,96.51190476190476
Nero,0,0.045173509082590435,0.045173509082590435,96.33333333333334
Nero,0,0.0047006148880437285,0.0047006148880437285,96.3809523809524
Nero,0,-0.03717496246769042,-0.03717496246769042,96.64285714285714
Nero,0,-0.04608626881292097,-0.04608626881292097,96.01190476190476
Nero,0,-0.022886291283366958,-0.022886291283366958,96.30952380952381
Nero,0,0.011009756173502472,0.011009756173502472,96.38095238095238
Nero,0,-0.050480909176936796,-0.050480909176936796,96.59523809523809
